ID, RESTAURANTE, PISCINA, PARQUEADERO, WIFI, TV, H24
 929,0,0,1,1,0,1
 930,0,1,0,1,0,0
 931,0,1,1,1,0,1
 932,1,1,0,1,0,1
 933,1,0,0,0,0,0
 934,0,1,0,0,0,1
 935,1,1,0,1,1,1
 936,1,1,0,0,1,1
 937,0,0,0,1,0,0
 938,0,1,1,0,0,0
 939,0,1,0,0,0,0
 940,1,1,0,1,0,1
 941,0,1,0,0,1,1
 942,1,1,1,1,1,0
 943,0,0,1,1,0,1
 944,1,1,0,0,0,0
 945,0,0,1,1,0,1
 946,1,0,1,1,1,1
 947,0,1,1,1,0,1
 948,0,1,0,0,1,1
 949,0,0,1,1,0,0
 950,0,0,0,1,0,1
 951,0,0,1,0,1,0
 952,1,0,1,0,0,0
 953,0,0,0,1,1,1
 954,1,0,1,1,0,1
 955,1,0,1,0,0,0
 956,0,0,1,0,1,1
 957,1,1,0,0,1,1
 958,0,1,0,0,1,1
 959,1,1,0,1,0,0
 960,1,1,0,1,0,1
 961,0,1,0,0,1,0
 962,0,1,1,0,0,1
 963,0,0,1,1,0,0
 964,1,0,0,1,0,1
 965,0,1,0,1,0,1
 966,0,0,1,1,1,1
 967,1,0,0,1,0,1
 968,0,0,1,1,1,1
 969,0,0,0,0,0,0
 970,1,1,1,0,0,1
 971,0,1,1,0,1,0
 972,1,1,1,1,1,1
 973,0,1,0,1,0,1
 974,1,0,1,1,1,1
 975,0,0,0,1,0,0
 976,0,0,0,1,0,1
 977,0,1,0,1,0,0
 978,0,0,1,1,0,1
 979,0,0,1,0,1,0
 980,0,1,0,0,1,1
 981,0,1,1,0,0,1
 982,0,1,0,0,1,1
 983,0,1,1,0,1,1
 984,1,0,0,0,1,0
 985,0,1,1,1,1,0
 986,1,0,1,0,0,0
 987,1,1,0,1,0,0
 988,1,1,0,1,0,1
 989,0,1,0,1,1,1
 990,1,1,0,0,1,0
 991,1,1,0,0,1,1
 992,0,1,1,1,0,0
 993,1,0,0,0,1,1
 994,1,1,1,1,1,0
 995,1,0,0,0,1,0
 996,1,0,1,1,0,1
 997,0,1,0,0,1,0
 998,1,1,0,1,1,1
 999,0,1,1,0,0,0
 1000,1,0,0,0,0,0
 1001,0,1,1,1,1,0
 1002,1,1,0,0,1,1
 1003,0,1,1,1,1,1
 1004,0,0,0,1,0,1
 1005,0,0,1,1,1,1
 1006,1,1,1,0,1,0
 1007,0,0,0,0,0,1
 1008,1,1,1,1,1,1
 1009,1,1,0,0,0,0
 1010,0,0,0,0,1,1
 1011,1,1,1,1,1,1
 1012,1,0,0,0,0,0
 1013,0,1,1,0,0,0
 1014,1,1,0,1,1,0
 1015,1,1,0,0,0,1
 1016,0,0,0,1,0,0
 1017,0,0,0,0,1,1
 1018,1,1,1,0,0,1
 1019,1,0,0,1,1,0
 1020,0,0,0,1,1,0
 1021,0,0,0,1,1,1
 1022,0,1,0,1,0,0
 1023,1,1,0,0,1,1
 1024,0,0,1,0,1,0
 1025,0,1,1,1,0,0
 1026,0,0,0,1,1,1
 1027,1,1,1,0,1,1
 1028,0,1,1,1,1,0
 1029,1,1,1,0,0,1
 1030,0,1,0,1,0,1
 1031,1,1,0,1,1,1
 1032,0,1,0,0,1,1
 1033,1,1,0,1,1,1
 1034,0,1,0,1,1,1
 1035,1,0,1,0,0,0
 1036,1,0,0,1,1,1
 1037,0,1,1,0,0,0
 1038,0,1,0,0,0,1
 1039,0,1,0,1,1,1
 1040,1,0,0,1,1,1
 1041,0,1,0,1,1,1
 1042,1,1,1,0,0,0
 1043,0,0,0,1,1,1
 1044,1,0,1,1,0,0
 1045,0,0,1,0,0,0
 1046,0,0,1,1,1,1
 1047,1,0,0,1,0,0
 1048,1,0,1,0,1,1
 1049,1,0,0,1,1,1
 1050,1,1,1,0,1,0
 1051,1,1,0,1,0,1
 1052,1,0,1,1,0,0
 1053,1,0,0,1,0,1
 1054,0,0,0,1,1,0
 1055,1,0,1,1,0,1
 1056,0,1,1,1,1,0
 1057,0,1,0,1,1,1
 1058,0,1,0,0,1,0
 1059,1,0,0,1,0,0
 1060,0,0,0,0,1,0
 1061,0,0,1,0,0,0
 1062,1,0,0,1,0,0
 1063,1,1,1,1,0,0
 1064,0,1,1,0,0,1
 1065,1,1,0,1,0,0
 1066,0,0,1,0,1,1
 1067,1,0,1,1,1,0
 1068,1,1,0,1,1,1
 1069,1,1,1,0,1,1
 1070,1,0,1,0,1,1
 1071,1,0,0,0,1,0
 1072,0,1,0,1,1,0
 1073,0,1,0,1,1,0
 1074,0,0,0,0,0,0
 1075,1,1,0,1,1,1
 1076,1,1,0,1,0,1
 1077,0,0,0,1,0,1
 1078,1,0,0,0,0,1
 1079,1,1,0,0,0,1
 1080,0,0,1,1,1,1
 1081,1,1,1,0,1,1
 1082,1,0,1,1,1,0
 1083,1,0,1,1,1,1
 1084,1,0,1,0,0,1
 1085,0,0,1,1,1,1
 1086,0,0,0,0,1,1
 1087,1,0,0,1,0,1
 1088,0,1,1,1,0,0
 1089,1,1,0,0,1,1
 1090,1,0,0,0,0,1
 1091,1,1,1,1,0,0
 1092,0,1,0,0,0,0
 1093,1,0,0,1,0,0
 1094,1,0,0,1,0,1
 1095,1,0,0,1,0,1
 1096,0,0,0,0,1,0
 1097,0,1,0,0,1,1
 1098,0,1,0,1,1,0
 1099,1,1,0,1,1,0
 1100,1,0,1,1,0,0
 1101,0,0,1,0,0,0
 1102,0,0,0,1,0,0
 1103,0,0,1,1,1,0
 1104,1,0,0,0,0,1
 1105,1,1,1,0,0,1
 1106,1,0,1,1,0,0
 1107,1,1,1,0,1,0
 1108,0,0,1,1,1,0
 1109,0,1,1,1,0,1
 1110,1,1,1,0,0,0
 1111,0,1,0,0,0,1
 1112,1,1,1,0,0,1
 1113,1,1,1,1,1,1
 1114,0,1,1,1,1,0
 1115,0,0,1,0,0,0
 1116,1,1,0,1,1,1
 1117,1,0,0,0,0,1
 1118,1,1,1,0,0,0
 1119,0,1,0,0,0,0
 1120,1,1,0,0,0,0
 1121,1,1,1,1,0,1
 1122,1,1,1,1,1,1
 1123,0,0,1,1,1,1
 1124,1,1,0,1,0,0
 1125,0,0,0,0,1,1
 1126,1,1,0,0,0,1
 1127,0,0,1,1,1,1
 1128,1,1,0,0,0,1
 1129,0,1,1,0,1,1
 1130,1,0,1,1,1,1
 1131,0,1,1,1,0,0
 1132,1,1,0,1,1,0
 1133,1,0,1,0,0,1
 1134,1,0,1,0,0,0
 1135,1,0,1,1,1,0
 1136,1,1,1,0,1,0
 1137,1,1,0,0,0,1
 1138,0,0,0,0,0,0
 1139,0,0,1,0,1,0
 1140,1,1,0,0,0,0
 1141,0,1,1,0,1,1
 1142,1,1,1,0,0,1
 1143,1,0,0,0,1,1
 1144,1,1,0,1,0,0
 1145,1,0,1,0,0,0
 1146,1,0,1,1,0,1
 1147,0,1,1,1,0,1
 1148,0,1,0,1,1,1
 1149,1,0,1,0,1,0
 1150,0,0,1,0,1,1
 1151,1,0,1,0,1,1
 1152,1,1,1,0,1,0
 1153,1,0,1,0,0,1
 1154,0,1,0,1,0,1
 1155,0,0,1,1,1,0
 1156,1,0,1,1,1,0
 1157,0,1,1,1,0,1
 1158,1,1,1,1,1,1
 1159,1,0,1,1,1,1
 1160,1,1,1,0,1,0
 1161,0,1,1,0,1,0
 1162,0,0,1,1,1,1
 1163,0,0,0,0,0,1
 1164,0,0,0,0,1,0
 1165,1,0,1,1,0,1
 1166,1,1,0,0,0,0
 1167,1,1,0,1,1,0
 1168,1,1,0,0,0,0
 1169,1,0,0,0,1,0
 1170,1,1,0,1,1,1
 1171,0,0,0,1,0,1
 1172,0,1,1,0,1,0
 1173,1,0,1,0,0,1
 1174,1,1,0,1,1,0
 1175,0,0,1,0,0,0
 1176,1,1,1,0,1,0
 1177,1,0,0,1,0,1
 1178,1,1,1,1,0,1
 1179,1,0,0,0,1,1
 1180,0,0,1,0,0,0
 1181,1,0,1,1,1,0
 1182,1,0,1,0,0,0
 1183,0,1,0,0,1,1
 1184,0,1,1,1,1,1
 1185,1,0,1,0,1,0
 1186,1,0,1,1,0,1
 1187,0,0,0,1,0,1
 1188,0,0,0,1,1,0
 1189,0,0,0,0,1,1
 1190,0,1,0,0,0,0
 1191,1,1,0,1,0,1
 1192,1,1,0,0,0,1
 1193,0,0,0,1,0,1
 1194,0,0,0,0,1,0
 1195,1,1,0,1,1,1
 1196,0,0,1,1,0,1
 1197,1,1,1,0,0,0
 1198,0,0,1,0,1,0
 1199,1,1,1,0,1,0
 1200,1,0,0,0,0,1
 1201,0,0,1,1,0,1
 1202,1,1,1,1,0,1
 1203,0,1,1,0,1,0
 1204,1,1,0,0,0,0
 1205,0,0,1,1,1,1
 1206,0,1,1,1,0,1
 1207,1,1,1,0,1,0
 1208,0,0,0,0,1,1
 1209,1,0,1,1,1,0
 1210,1,0,1,1,1,1
 1211,0,1,1,1,0,1
 1212,1,1,0,1,0,0
 1213,1,1,0,0,0,0
 1214,0,0,0,0,0,1
 1215,0,0,1,0,1,0
 1216,1,1,1,0,1,1
 1217,0,1,1,1,1,1
 1218,0,1,0,0,1,0
 1219,0,0,0,0,1,1
 1220,0,1,0,1,0,1
 1221,1,0,1,0,0,0
 1222,1,0,1,0,1,0
 1223,1,1,1,0,0,1
 1224,1,1,0,0,0,1
 1225,0,1,0,1,1,1
 1226,1,0,1,0,0,1
 1227,1,1,1,1,1,1
 1228,0,0,0,1,0,1
 1229,0,1,1,1,1,1
 1230,1,1,0,0,1,0
 1231,0,0,1,0,1,0
 1232,0,1,0,1,1,1
 1233,1,0,0,0,0,1
 1234,0,1,0,0,0,0
 1235,0,1,1,1,0,1
 1236,1,0,0,0,0,1
 1237,0,0,1,1,1,0
 1238,0,0,1,1,0,1
 1239,0,1,1,1,1,0
 1240,1,0,1,1,1,1
 1241,0,0,1,1,1,0
 1242,1,1,0,0,0,0
 1243,1,0,1,1,1,0
 1244,1,0,1,1,1,1
 1245,1,0,1,0,1,1
 1246,1,1,1,1,1,0
 1247,0,0,0,0,0,1
 1248,0,0,0,0,1,1
 1249,1,0,1,1,1,0
 1250,0,1,1,0,1,0
 1251,1,0,0,1,0,0
 1252,1,1,1,0,1,1
 1253,0,1,1,0,0,1
 1254,1,1,0,1,0,1
 1255,0,0,0,1,0,1
 1256,0,1,1,0,0,0
 1257,0,0,0,0,1,1
 1258,0,1,1,0,0,1
 1259,1,1,1,1,0,0
 1260,0,1,0,1,1,1
 1261,0,1,0,0,0,1
 1262,0,0,1,1,1,1
 1263,0,1,1,0,0,0
 1264,0,0,1,0,0,0
 1265,1,1,0,0,1,0
 1266,0,0,1,0,0,0
 1267,1,1,0,0,1,1
 1268,0,1,0,0,0,1
 1269,1,0,0,1,1,1
 1270,0,1,0,1,1,0
 1271,0,1,0,0,0,0
 1272,0,1,0,0,0,1
 1273,0,0,1,0,0,1
 1274,0,1,0,0,0,0
 1275,1,0,0,0,1,1
 1276,1,0,1,1,0,0
 1277,1,1,1,1,1,0
 1278,0,0,1,0,1,1
 1279,1,1,0,0,0,0
 1280,1,1,0,1,1,1
 1281,0,0,1,0,0,0
 1282,1,1,0,1,0,0
 1283,1,0,1,0,1,0
 1284,0,0,1,0,0,1
 1285,0,0,0,0,0,1
 1286,1,0,0,0,1,1
 1287,0,0,1,0,1,1
 1288,0,0,1,0,0,1
 1289,0,1,0,1,0,0
 1290,0,1,0,1,1,1
 1291,1,1,0,0,0,1
 1292,1,1,1,0,0,0
 1293,0,1,1,0,0,1
 1294,1,0,0,1,0,1
 1295,1,0,0,1,0,1
 1296,1,1,1,0,0,1
 1297,0,1,0,0,0,0
 1298,0,1,1,0,1,0
 1299,0,0,0,0,0,1
 1300,1,1,0,0,1,1
 1301,0,0,1,0,1,0
 1302,1,0,1,1,0,0
 1303,0,1,0,0,0,0
 1304,1,1,1,1,1,1
 1305,0,0,0,1,0,1
 1306,1,1,1,1,1,0
 1307,0,1,0,0,1,1
 1308,1,1,1,0,0,1
 1309,1,0,0,0,1,1
 1310,1,1,1,0,0,1
 1311,1,1,1,1,1,0
 1312,0,0,0,0,0,0
 1313,1,0,0,0,0,1
 1314,0,1,0,1,0,1
 1315,0,0,0,1,1,1
 1316,0,0,0,0,1,0
 1317,0,0,0,0,1,1
 1318,1,0,0,0,0,1
 1319,0,1,0,1,1,0
 1320,1,0,1,0,1,1
 1321,1,0,0,1,0,0
 1322,0,0,1,0,0,0
 1323,1,0,0,1,0,0
 1324,1,0,1,1,0,1
 1325,0,0,1,1,0,1
 1326,1,0,0,0,0,1
 1327,1,0,1,0,1,0
 1328,1,1,1,1,0,1
 1329,0,1,0,1,0,0
 1330,0,0,1,0,1,0
 1331,1,0,1,0,1,0
 1332,0,1,0,0,1,1
 1333,0,0,0,1,1,1
 1334,1,1,1,1,1,1
 1335,1,0,1,0,0,1
 1336,1,1,0,0,0,1
 1337,0,0,0,1,0,1
 1338,0,0,0,0,0,0
 1339,0,1,1,1,0,0
 1340,1,1,1,1,0,0
 1341,0,0,0,1,0,1
 1342,0,1,1,0,1,1
 1343,0,1,1,1,0,1
 1344,1,0,0,0,0,0
 1345,1,0,0,0,0,0
 1346,0,0,0,1,0,0
 1347,0,0,0,0,1,0
 1348,1,0,1,1,0,1
 1349,0,1,1,0,0,0
 1350,1,0,1,0,0,1
 1351,1,0,1,0,0,0
 1352,0,1,0,1,0,1
 1353,1,1,0,0,0,0
 1354,0,0,1,0,0,0
 1355,0,1,1,1,1,0
 1356,0,0,0,1,1,0
 1357,1,0,1,0,0,0
 1358,0,0,1,1,0,1
 1359,1,0,1,1,0,1
 1360,0,1,1,0,0,0
 1361,0,1,1,0,0,0
 1362,0,1,1,1,1,0
 1363,1,0,0,0,0,0
 1364,0,1,0,1,0,0
 1365,0,1,1,1,0,1
 1366,1,0,1,1,1,1
 1367,0,1,1,0,1,1
 1368,0,0,0,0,0,1
 1369,1,1,1,1,0,1
 1370,0,1,1,1,1,0
 1371,0,1,0,0,1,1
 1372,1,1,1,0,0,1
 1373,0,1,0,1,0,1
 1374,0,0,1,0,0,1
 1375,0,0,1,1,1,0
 1376,1,1,1,0,1,0
 1377,0,0,1,1,0,0
 1378,0,1,1,0,1,0
 1379,1,0,0,0,1,1
 1380,0,1,0,0,0,1
 1381,0,1,1,1,0,0
 1382,1,1,0,0,1,0
 1383,0,1,1,0,0,0
 1384,0,1,0,1,0,0
 1385,0,1,0,0,0,0
 1386,0,0,1,0,1,0
 1387,1,0,0,0,0,1
 1388,0,0,1,1,1,0
 1389,0,1,0,0,0,1
 1390,0,1,0,1,0,0
 1391,0,0,0,1,1,0
 1392,0,1,0,1,0,1
 1393,1,1,0,0,1,0
 1394,0,0,0,0,1,1
 1395,1,1,1,1,0,0
 1396,1,1,1,1,0,1
 1397,1,1,0,1,1,1
 1398,1,1,0,1,0,1
 1399,1,1,0,0,0,0
 1400,0,1,1,1,1,0
 1401,1,1,1,1,1,0
 1402,1,0,1,0,1,0
 1403,0,1,1,1,0,1
 1404,0,0,1,0,1,0
 1405,0,0,0,1,0,1
 1406,0,1,0,0,0,1
 1407,1,0,0,1,0,1
 1408,1,0,0,1,0,0
 1409,0,1,0,1,1,0
 1410,0,0,0,1,1,1
 1411,1,0,0,0,0,1
 1412,0,0,1,0,1,0
 1413,1,1,0,1,1,1
 1414,0,0,1,1,1,1
 1415,1,0,0,0,0,0
 1416,1,1,0,0,0,0
 1417,1,1,1,1,0,0
 1418,1,1,0,0,0,0
 1419,0,1,1,0,1,1
 1420,1,1,1,0,0,1
 1421,0,1,0,1,0,0
 1422,1,0,0,1,1,0
 1423,1,0,0,1,1,0
 1424,1,0,0,0,0,0
 1425,0,1,1,1,1,1
 1426,1,0,1,1,1,0
 1427,1,0,0,1,0,1
 1428,0,1,0,1,0,0
 1429,1,0,0,1,0,0
 1430,0,1,0,0,0,0
 1431,1,0,0,1,1,0
 1432,1,1,0,1,0,1
 1433,1,0,0,0,0,1
 1434,0,0,1,1,1,0
 1435,1,0,1,0,0,0
 1436,1,0,1,0,0,1
 1437,1,1,0,1,1,0
 1438,1,0,1,0,1,0
 1439,0,1,0,1,1,0
 1440,0,1,1,0,0,0
 1441,0,0,0,0,1,0
 1442,1,0,0,0,0,0
 1443,1,1,1,0,1,1
 1444,0,0,1,0,0,1
 1445,0,1,0,0,1,0
 1446,0,1,1,0,1,0
 1447,1,0,1,0,0,1
 1448,1,0,1,1,0,0
 1449,0,1,1,1,1,1
 1450,1,0,1,1,0,0
 1451,0,0,0,0,0,0
 1452,1,0,1,0,0,0
 1453,0,0,1,1,0,0
 1454,1,0,1,0,1,1
 1455,0,0,0,0,0,1
 1456,0,0,1,1,0,1
 1457,0,0,0,0,1,1
 1458,0,0,0,0,0,0
 1459,1,0,1,0,0,1
 1460,1,1,1,0,1,1
 1461,1,0,0,1,1,1
 1462,1,0,0,1,1,1
 1463,1,1,0,0,1,0
 1464,0,0,1,1,0,0
 1465,1,0,1,0,1,0
 1466,0,1,1,0,1,1
 1467,0,1,1,1,1,0
 1468,0,1,1,1,1,1
 1469,1,0,1,1,0,0
 1470,0,0,1,1,1,1
 1471,0,0,1,1,1,1
 1472,1,1,1,1,1,1
 1473,1,1,0,0,1,1
 1474,0,0,0,0,0,1
 1475,0,1,0,1,0,1
 1476,1,1,0,0,0,0
 1477,1,0,1,0,1,1
 1478,1,0,1,1,0,1
 1479,1,1,1,1,1,0
 1480,1,0,0,0,0,1
 1481,0,0,1,0,0,0
 1482,1,0,1,1,1,1
 1483,0,0,0,0,1,0
 1484,1,1,0,0,1,0
 1485,0,0,1,1,1,0
 1486,1,1,1,1,1,1
 1487,0,1,1,0,0,0
 1488,0,0,0,1,0,1
 1489,1,1,0,0,1,1
 1490,0,1,0,1,0,1
 1491,0,0,1,1,0,1
 1492,0,1,1,1,0,0
 1493,0,0,1,0,0,1
 1494,0,1,0,0,0,0
 1495,0,1,0,0,0,1
 1496,1,1,0,1,1,1
 1497,0,1,1,1,0,1
 1498,0,1,1,1,1,0
 1499,1,0,0,1,1,1
 1500,1,0,0,1,0,0
 1501,0,0,1,0,1,1
 1502,1,1,1,0,0,1
 1503,1,0,1,1,1,1
 1504,1,0,1,0,0,0
 1505,0,0,0,1,1,0
 1506,1,0,0,1,1,0
 1507,1,0,0,1,1,0
 1508,1,0,1,1,1,0
 1509,1,1,0,1,0,0
 1510,0,1,0,1,0,1
 1511,0,0,1,1,1,0
 1512,1,0,1,1,1,0
 1513,0,1,0,0,0,1
 1514,0,0,1,1,0,1
 1515,1,1,1,1,1,0
 1516,1,0,0,1,1,0
 1517,0,0,1,1,1,1
 1518,1,0,1,0,0,0
 1519,0,1,1,1,1,0
 1520,1,0,1,1,1,1
 1521,0,1,1,1,0,1
 1522,1,1,1,1,0,0
 1523,0,1,1,1,1,0
 1524,1,0,0,1,1,0
 1525,1,1,0,0,1,1
 1526,1,1,0,0,0,1
 1527,1,0,0,1,1,0
 1528,0,0,0,1,1,0
 1529,1,0,0,0,1,1
 1530,0,1,1,0,0,0
 1531,0,1,1,0,0,1
 1532,0,0,0,1,0,1
 1533,0,0,1,1,0,1
 1534,1,0,0,1,0,1
 1535,0,0,1,0,1,1
 1536,0,0,1,1,1,0
 1537,1,0,1,1,0,0
 1538,0,1,1,0,1,0
 1539,0,1,0,0,1,1
 1540,1,1,1,1,1,0
 1541,0,0,0,1,0,1
 1542,0,1,1,0,1,1
 1543,1,0,0,1,1,1
 1544,1,1,0,1,0,0
 1545,1,1,1,1,0,0
 1546,0,1,1,1,0,1
 1547,0,1,0,0,1,1
 1548,0,1,0,0,0,1
 1549,0,0,1,1,0,0
 1550,0,0,1,0,1,0
 1551,1,1,0,0,0,1
 1552,1,0,1,0,1,1
 1553,0,0,1,0,1,0
 1554,0,1,0,0,0,1
 1555,1,0,0,0,0,1
 1556,0,0,1,1,0,0
 1557,1,0,0,1,0,1
 1558,1,1,0,1,0,1
 1559,1,1,0,1,0,1
 1560,0,0,0,1,0,1
 1561,1,0,1,1,1,0
 1562,1,1,1,1,0,0
 1563,1,1,1,0,1,1
 1564,0,0,0,0,1,1
 1565,1,0,0,1,0,0
 1566,1,1,1,1,1,1
 1567,1,1,0,0,0,1
 1568,1,0,0,0,1,1
 1569,0,0,1,1,0,0
 1570,1,1,0,1,1,1
 1571,1,0,0,1,0,0
 1572,0,1,1,0,0,0
 1573,0,0,1,1,1,0
 1574,0,0,1,1,0,0
 1575,0,1,1,0,1,0
 1576,1,1,0,0,0,0
 1577,0,0,1,0,1,1
 1578,0,1,1,0,1,0
 1579,1,1,1,1,0,1
 1580,0,0,0,0,0,1
 1581,0,0,0,1,0,0
 1582,1,1,0,1,0,1
 1583,1,1,1,0,0,0
 1584,0,1,0,0,0,0
 1585,1,1,0,0,1,1
 1586,1,0,0,0,1,0
 1587,1,0,1,0,1,0
 1588,0,0,1,1,0,1
 1589,1,0,1,1,0,0
 1590,1,1,1,0,1,0
 1591,1,0,1,1,0,1
 1592,1,0,1,1,0,0
 1593,0,1,0,0,0,0
 1594,1,1,0,0,1,0
 1595,1,1,0,1,0,0
 1596,0,1,0,1,1,0
 1597,0,1,0,1,1,0
 1598,0,0,1,0,0,0
 1599,1,1,0,0,1,0
 1600,0,0,1,1,0,0
 1601,0,0,0,1,1,0
 1602,0,0,0,0,1,1
 1603,0,0,1,1,0,0
 1604,0,1,0,1,1,1
 1605,1,0,0,0,0,0
 1606,0,1,1,1,0,1
 1607,0,1,0,0,1,1
 1608,0,0,1,0,0,0
 1609,0,0,0,0,0,1
 1610,1,0,1,1,0,1
 1611,0,1,1,0,0,0
 1612,0,1,0,1,1,1
 1613,1,0,1,1,0,1
 1614,0,0,1,1,1,1
 1615,0,1,1,0,1,0
 1616,0,1,1,0,0,0
 1617,1,0,1,1,1,0
 1618,1,1,1,1,1,1
 1619,0,1,0,1,1,1
 1620,1,1,1,1,0,0
 1621,0,1,1,1,1,0
 1622,0,0,1,0,1,1
 1623,0,1,1,1,1,0
 1624,0,1,1,0,0,0
 1625,1,0,1,1,0,0
 1626,0,0,1,0,1,1
 1627,0,1,1,0,0,1
 1628,1,0,0,0,0,0
 1629,0,1,0,0,0,1
 1630,1,1,1,1,0,1
 1631,1,1,1,1,1,0
 1632,1,0,1,1,0,1
 1633,1,0,1,1,1,1
 1634,0,1,0,0,0,0
 1635,1,1,0,0,0,1
 1636,1,1,1,0,0,0
 1637,0,0,0,0,0,0
 1638,0,0,1,0,1,1
 1639,1,0,1,1,0,0
 1640,1,0,0,1,1,1
 1641,1,1,1,1,1,0
 1642,0,1,0,1,0,0
 1643,1,0,0,0,0,0
 1644,1,0,1,1,0,0
 1645,0,1,0,0,1,1
 1646,0,1,1,1,1,1
 1647,0,1,1,0,1,0
 1648,1,1,1,1,0,0
 1649,0,0,1,0,0,0
 1650,1,1,0,0,1,0
 1651,1,1,0,1,0,1
 1652,0,1,0,1,0,1
 1653,0,0,0,0,1,1
 1654,1,1,0,0,1,0
 1655,0,0,0,0,1,1
 1656,1,0,1,0,0,0
 1657,0,1,0,0,1,1
 1658,0,1,0,0,1,1
 1659,0,1,0,1,0,0
 1660,0,0,1,0,0,1
 1661,1,0,1,1,0,0
 1662,0,1,0,1,0,1
 1663,0,1,1,1,0,1
 1664,0,1,1,0,1,0
 1665,1,1,0,0,1,0
 1666,0,1,1,1,0,0
 1667,1,1,0,0,0,0
 1668,0,1,0,1,1,1
 1669,1,0,1,1,0,0
 1670,1,1,1,1,0,0
 1671,0,0,0,1,0,1
 1672,1,0,1,1,1,1
 1673,1,0,1,0,0,1
 1674,1,1,1,0,0,1
 1675,1,0,0,0,1,1
 1676,0,0,1,1,0,0
 1677,1,1,0,0,1,0
 1678,0,1,1,1,0,1
 1679,1,0,0,1,0,0
 1680,0,1,1,0,1,1
 1681,0,1,1,0,1,1
 1682,0,1,1,0,1,1
 1683,1,1,0,1,0,1
 1684,0,1,1,0,1,1
 1685,1,1,1,1,1,0
 1686,0,0,0,1,1,1
 1687,0,1,0,0,0,1
 1688,0,0,0,0,1,1
 1689,0,1,0,1,1,0
 1690,1,0,0,0,1,0
 1691,0,1,1,0,1,0
 1692,0,0,1,1,0,0
 1693,0,0,1,1,0,0
 1694,0,0,0,1,1,0
 1695,1,0,1,1,1,0
 1696,1,1,0,1,0,1
 1697,0,0,1,0,0,1
 1698,0,0,0,0,0,1
 1699,0,0,1,0,1,0
 1700,0,0,1,1,0,1
 1701,0,0,0,1,1,0
 1702,0,1,1,1,0,0
 1703,1,0,1,0,0,1
 1704,0,1,0,1,1,0
 1705,1,0,0,0,1,1
 1706,1,0,1,0,0,0
 1707,1,1,0,0,0,1
 1708,1,1,1,1,0,0
 1709,1,1,0,0,0,0
 1710,1,1,1,1,0,0
 1711,1,0,0,1,1,0
 1712,1,0,1,1,0,0
 1713,1,0,1,1,1,0
 1714,1,0,0,1,0,1
 1715,0,0,1,1,0,1
 1716,0,0,0,1,0,1
 1717,0,1,1,1,0,1
 1718,0,1,0,1,0,0
 1719,0,0,1,0,0,0
 1720,0,0,0,1,0,0
 1721,1,0,0,1,1,1
 1722,0,1,1,0,1,0
 1723,1,1,0,1,0,1
 1724,1,0,1,0,1,0
 1725,0,1,0,0,1,1
 1726,0,1,0,0,0,0
 1727,0,0,0,0,0,0
 1728,1,0,1,1,0,1
 1729,0,0,1,1,1,1
 1730,1,0,0,0,1,0
 1731,0,0,1,1,0,1
 1732,0,0,1,0,1,1
 1733,1,1,0,0,0,0
 1734,0,1,0,0,1,0
 1735,1,1,0,1,0,0
 1736,1,0,1,1,0,0
 1737,0,0,1,0,0,0
 1738,1,0,1,1,0,0
 1739,0,0,1,0,0,0
 1740,0,1,0,1,1,1
 1741,0,1,1,1,0,1
 1742,1,0,1,0,0,1
 1743,0,1,1,1,1,0
 1744,1,0,1,0,1,0
 1745,1,0,1,0,0,0
 1746,1,0,0,1,0,1
 1747,1,0,1,0,0,1
 1748,0,1,0,1,1,0
 1749,1,1,1,1,1,1
 1750,0,1,1,0,0,1
 1751,0,1,0,0,1,1
 1752,0,0,0,1,0,0
 1753,0,1,0,1,0,1
 1754,1,0,0,1,0,1
 1755,0,1,1,1,0,0
 1756,0,1,1,0,1,1
 1757,0,1,1,1,0,1
 1758,1,0,0,1,1,1
 1759,1,0,1,0,0,0
 1760,1,0,0,1,1,1
 1761,1,1,1,1,0,0
 1762,0,0,1,0,1,1
 1763,1,1,0,1,0,0
 1764,0,0,0,1,0,0
 1765,0,1,0,0,1,1
 1766,0,1,0,0,0,1
 1767,1,1,0,0,1,1
 1768,1,0,1,0,1,1
 1769,1,0,1,0,1,0
 1770,0,0,0,1,0,0
 1771,0,1,0,1,1,0
 1772,0,0,1,0,0,0
 1773,0,1,0,1,1,1
 1774,1,0,1,1,1,0
 1775,0,0,1,0,0,0
 1776,0,0,1,0,0,0
 1777,1,0,1,1,1,0
 1778,1,0,1,0,1,1
 1779,1,0,0,0,0,1
 1780,1,1,1,0,1,0
 1781,1,0,0,1,0,0
 1782,0,1,1,1,0,0
 1783,0,1,1,1,1,1
 1784,0,1,0,1,0,1
 1785,1,1,0,0,1,1
 1786,1,0,0,1,1,0
 1787,1,1,0,1,1,1
 1788,1,0,0,1,0,1
 1789,0,1,0,1,1,0
 1790,0,1,0,1,0,0
 1791,1,0,1,1,0,1
 1792,0,1,1,1,0,0
 1793,1,0,0,0,0,0
 1794,0,0,0,1,1,1
 1795,0,0,1,0,0,0
 1796,0,1,0,0,0,1
 1797,0,1,0,1,0,1
 1798,0,0,0,0,0,0
 1799,1,0,1,0,0,1
 1800,1,1,0,0,0,1
 1801,0,0,1,0,1,1
 1802,0,1,0,1,1,0
 1803,1,1,0,0,0,0
 1804,0,1,0,0,0,1
 1805,0,1,0,1,1,0
