ID,REGISTROCAMARACOMERCIO,APERTURA,CIERRE
1593,1593,8,11
1594,1594,8,10
1595,1595,8,10
1596,1596,8,11
1597,1597,7,10
1598,1598,6,10
1599,1599,8,8
1600,1600,7,11
1601,1601,7,12
1602,1602,7,10
1603,1603,5,8
1604,1604,8,10
1605,1605,8,11
1606,1606,7,9
1607,1607,5,12
1608,1608,6,8
1609,1609,7,12
1610,1610,6,10
1611,1611,8,8
1612,1612,5,10
1613,1613,5,9
1614,1614,5,12
1615,1615,8,11
1616,1616,6,9
1617,1617,8,9
1618,1618,5,12
1619,1619,7,12
1620,1620,5,10
1621,1621,5,8
1622,1622,8,11
1623,1623,5,12
1624,1624,8,10
1625,1625,7,9
1626,1626,5,9
1627,1627,6,8
1628,1628,8,8
1629,1629,8,8
1630,1630,7,8
1631,1631,8,12
1632,1632,8,11
1633,1633,6,9
1634,1634,8,11
1635,1635,5,11
1636,1636,5,12
1637,1637,7,12
1638,1638,5,9
1639,1639,7,12
1640,1640,6,8
1641,1641,8,9
1642,1642,7,9
1643,1643,8,9
1644,1644,5,12
1645,1645,8,10
1646,1646,5,9
1647,1647,8,11
1648,1648,7,10
1649,1649,8,10
1650,1650,8,8
1651,1651,5,11
1652,1652,5,8
1653,1653,8,12
1654,1654,6,12
1655,1655,8,11
1656,1656,7,9
1657,1657,5,8
1658,1658,6,9
1659,1659,7,11
1660,1660,5,10
1661,1661,6,9
1662,1662,5,11
1663,1663,8,10
1664,1664,5,8
1665,1665,5,12
1666,1666,5,12
1667,1667,5,8
1668,1668,5,8
1669,1669,7,12
1670,1670,6,9
1671,1671,7,11
1672,1672,8,8
1673,1673,7,9
1674,1674,6,10
1675,1675,7,11
1676,1676,5,9
1677,1677,5,8
1678,1678,6,9
1679,1679,6,8
1680,1680,8,8
1681,1681,8,11
1682,1682,7,8
1683,1683,6,11
1684,1684,6,10
1685,1685,8,12
1686,1686,8,8
1687,1687,5,11
1688,1688,5,12
1689,1689,7,10
1690,1690,6,9
1691,1691,6,8
1692,1692,6,11
1693,1693,5,8
1694,1694,5,12
1695,1695,5,10
1696,1696,6,12
1697,1697,7,9
1698,1698,8,10
1699,1699,6,8
1700,1700,8,9
1701,1701,6,10
1702,1702,8,8
1703,1703,7,10
1704,1704,5,9
1705,1705,7,9
1706,1706,5,11
1707,1707,6,11
1708,1708,5,12
1709,1709,8,12
1710,1710,5,8
1711,1711,6,8
1712,1712,8,11
1713,1713,6,10
1714,1714,5,11
1715,1715,8,11
1716,1716,8,12
1717,1717,8,11
1718,1718,6,11
1719,1719,7,11
1720,1720,8,10
1721,1721,6,8
1722,1722,6,12
1723,1723,7,9
1724,1724,5,8
1725,1725,7,10
1726,1726,5,10
1727,1727,6,10
1728,1728,5,12
1729,1729,5,11
1730,1730,6,9
1731,1731,6,8
1732,1732,8,11
1733,1733,6,11
1734,1734,7,8
1735,1735,6,8
1736,1736,6,12
1737,1737,8,12
1738,1738,6,8
1739,1739,5,12
1740,1740,8,10
1741,1741,7,12
1742,1742,8,8
1743,1743,8,8
1744,1744,7,12
1745,1745,8,12
1746,1746,5,11
1747,1747,6,9
1748,1748,7,12
1749,1749,6,11
1750,1750,8,12
1751,1751,8,12
1752,1752,8,9
1753,1753,7,8
1754,1754,5,9
1755,1755,5,12
1756,1756,7,12
1757,1757,6,11
1758,1758,7,12
1759,1759,7,12
1760,1760,6,10
1761,1761,8,8
1762,1762,7,8
1763,1763,8,9
1764,1764,8,9
1765,1765,6,9
1766,1766,6,11
1767,1767,7,12
1768,1768,7,9
1769,1769,6,8
1770,1770,5,12
1771,1771,8,10
1772,1772,5,11
1773,1773,5,12
1774,1774,5,10
1775,1775,8,9
1776,1776,5,10
1777,1777,8,10
1778,1778,7,12
1779,1779,7,10
1780,1780,7,10
1781,1781,5,8
1782,1782,5,12
1783,1783,5,8
1784,1784,8,10
1785,1785,7,8
1786,1786,7,10
1787,1787,7,9
1788,1788,7,8
1789,1789,8,10
1790,1790,7,9
1791,1791,6,8
1792,1792,8,12
1793,1793,6,10
1794,1794,6,8
1795,1795,6,11
1796,1796,6,12
1797,1797,7,10
1798,1798,6,11
1799,1799,5,11
1800,1800,7,11
1801,1801,7,9
1802,1802,5,8
1803,1803,6,12
1804,1804,7,9
1805,1805,7,9
1806,1806,8,11
1807,1807,5,8
1808,1808,8,11
1809,1809,6,12
1810,1810,5,12
1811,1811,5,11
1812,1812,5,11
1813,1813,5,12
1814,1814,8,12
1815,1815,6,9
1816,1816,8,12
1817,1817,6,12
1818,1818,8,10
1819,1819,7,11
1820,1820,8,10
1821,1821,5,9
1822,1822,5,10
1823,1823,6,8
1824,1824,7,11
1825,1825,6,12
1826,1826,7,11
1827,1827,8,12
1828,1828,7,11
1829,1829,6,10
1830,1830,6,8
1831,1831,8,12
1832,1832,8,9
1833,1833,5,9
1834,1834,5,11
1835,1835,5,10
1836,1836,8,9
1837,1837,8,12
1838,1838,6,10
1839,1839,7,11
1840,1840,8,12
1841,1841,5,11
1842,1842,8,8
1843,1843,8,9
1844,1844,8,9
1845,1845,6,8
1846,1846,6,11
1847,1847,6,11
1848,1848,6,12
1849,1849,6,8
1850,1850,5,10
1851,1851,6,8
1852,1852,8,9
1853,1853,8,8
1854,1854,6,12
1855,1855,8,11
1856,1856,6,8
1857,1857,7,11
1858,1858,8,11
1859,1859,8,9
1860,1860,7,10
1861,1861,8,8
1862,1862,7,9
1863,1863,6,8
1864,1864,8,9
1865,1865,7,10
1866,1866,6,9
1867,1867,7,12
1868,1868,5,9
1869,1869,7,8
1870,1870,8,8
1871,1871,8,12
1872,1872,5,10
1873,1873,7,10
1874,1874,7,10
1875,1875,5,9
1876,1876,6,11
1877,1877,6,10
1878,1878,6,9
1879,1879,7,12
1880,1880,5,10
1881,1881,6,9
1882,1882,8,10
1883,1883,8,11
1884,1884,6,11
1885,1885,5,12
1886,1886,6,8
1887,1887,7,11
1888,1888,8,10
1889,1889,5,11
1890,1890,7,8
1891,1891,6,12
1892,1892,7,8
1893,1893,5,10
1894,1894,7,8
1895,1895,7,10
1896,1896,8,9
1897,1897,5,10
1898,1898,6,8
1899,1899,8,10
1900,1900,8,8
1901,1901,8,8
1902,1902,5,9
1903,1903,8,8
1904,1904,7,8
1905,1905,7,8
1906,1906,7,11
1907,1907,6,9
1908,1908,5,9
1909,1909,5,8
1910,1910,7,8
1911,1911,5,10
1912,1912,5,12
1913,1913,6,10
1914,1914,7,8
1915,1915,8,11
1916,1916,8,11
1917,1917,7,11
1918,1918,6,9
1919,1919,8,11
1920,1920,5,12
1921,1921,8,9
1922,1922,5,8
1923,1923,8,12
1924,1924,5,8
1925,1925,8,10
1926,1926,5,9
1927,1927,6,10
1928,1928,7,11
1929,1929,5,10
1930,1930,6,9
1931,1931,7,12
1932,1932,6,8
1933,1933,5,11
1934,1934,6,8
1935,1935,6,12
1936,1936,8,9
1937,1937,6,12
1938,1938,7,8
1939,1939,6,10
1940,1940,8,9
1941,1941,7,9
1942,1942,8,11
1943,1943,8,8
1944,1944,5,11
1945,1945,8,10
1946,1946,5,12
1947,1947,8,10
1948,1948,7,10
1949,1949,7,9
1950,1950,7,9
1951,1951,5,10
1952,1952,7,9
1953,1953,8,11
1954,1954,5,12
1955,1955,5,8
1956,1956,5,12
1957,1957,6,11
1958,1958,6,9
1959,1959,8,11
1960,1960,5,10
1961,1961,5,12
1962,1962,8,9
1963,1963,5,12
1964,1964,7,10
1965,1965,8,11
1966,1966,8,12
1967,1967,7,9
1968,1968,6,10
1969,1969,7,10
1970,1970,5,12
1971,1971,5,8
1972,1972,6,8
1973,1973,6,9
1974,1974,5,9
1975,1975,8,8
1976,1976,5,12
1977,1977,8,11
1978,1978,7,12
1979,1979,8,11
1980,1980,6,9
1981,1981,6,8
1982,1982,5,9
1983,1983,6,12
1984,1984,6,9
1985,1985,8,8
1986,1986,7,12
1987,1987,7,9
1988,1988,5,11
1989,1989,6,10
1990,1990,5,12
1991,1991,8,12
1992,1992,5,11
1993,1993,7,10
1994,1994,5,12
1995,1995,7,9
1996,1996,8,11
1997,1997,5,10
1998,1998,7,8
1999,1999,8,10
2000,2000,6,11
2001,2001,7,9
2002,2002,8,8
2003,2003,6,9
2004,2004,6,8
2005,2005,5,9
2006,2006,8,9
2007,2007,8,9
2008,2008,5,12
2009,2009,5,10
2010,2010,5,12
2011,2011,8,8
2012,2012,5,11
2013,2013,8,10
2014,2014,7,11
2015,2015,7,10
2016,2016,6,9
2017,2017,8,8
2018,2018,6,8
2019,2019,6,10
2020,2020,7,10
2021,2021,5,8
2022,2022,8,10
2023,2023,8,12
2024,2024,7,11
2025,2025,6,9
2026,2026,6,10
2027,2027,5,10
2028,2028,7,9
2029,2029,6,8
2030,2030,6,11
2031,2031,5,8
2032,2032,7,8
2033,2033,5,12
2034,2034,6,9
2035,2035,7,12
2036,2036,6,10
2037,2037,8,10
2038,2038,6,9
2039,2039,6,10
2040,2040,5,10
2041,2041,7,9
2042,2042,8,12
2043,2043,7,12
2044,2044,5,8
2045,2045,7,10
2046,2046,6,11
2047,2047,8,8
2048,2048,7,9
2049,2049,7,8
2050,2050,8,12
2051,2051,8,10
2052,2052,5,11
2053,2053,7,12
2054,2054,6,12
2055,2055,6,8
2056,2056,5,8
2057,2057,8,9
2058,2058,7,12
2059,2059,7,10
2060,2060,5,9
2061,2061,5,11
2062,2062,6,11
2063,2063,6,8
2064,2064,7,12
2065,2065,8,9
2066,2066,7,11
2067,2067,6,9
2068,2068,6,9
2069,2069,7,10
2070,2070,5,12
2071,2071,5,11
2072,2072,8,12
2073,2073,5,8
2074,2074,7,9
2075,2075,5,10
2076,2076,6,11
2077,2077,7,12
2078,2078,5,11
2079,2079,8,12
2080,2080,6,12
2081,2081,6,9
2082,2082,6,12
2083,2083,7,12
2084,2084,5,10
2085,2085,8,9
2086,2086,7,10
2087,2087,7,11
2088,2088,5,8
2089,2089,6,12
2090,2090,6,11
2091,2091,8,10
2092,2092,6,12
2093,2093,7,8
2094,2094,8,10
2095,2095,6,9
2096,2096,7,12
2097,2097,7,9
2098,2098,6,12
2099,2099,6,9
2100,2100,8,10
2101,2101,8,10
2102,2102,5,9
2103,2103,7,10
2104,2104,6,8
2105,2105,6,11
2106,2106,5,11
2107,2107,8,8
2108,2108,5,9
2109,2109,5,8
2110,2110,5,11
2111,2111,5,9
2112,2112,6,12
2113,2113,6,9
2114,2114,6,10
2115,2115,8,8
2116,2116,5,12
2117,2117,6,11
2118,2118,8,9
2119,2119,8,12
2120,2120,7,9
2121,2121,6,9
2122,2122,6,10
2123,2123,7,8
2124,2124,8,9
2125,2125,5,8
2126,2126,8,12
2127,2127,7,8
2128,2128,6,9
2129,2129,8,11
2130,2130,6,8
2131,2131,5,11
2132,2132,8,8
2133,2133,8,9
2134,2134,5,9
2135,2135,7,10
2136,2136,8,11
2137,2137,8,12
2138,2138,7,11
2139,2139,8,9
2140,2140,8,12
2141,2141,6,12
2142,2142,6,11
2143,2143,6,12
2144,2144,7,12
2145,2145,8,10
2146,2146,6,8
2147,2147,8,8
2148,2148,5,9
2149,2149,7,11
2150,2150,7,9
2151,2151,7,10
2152,2152,7,8
2153,2153,6,10
2154,2154,8,9
2155,2155,8,9
2156,2156,7,8
2157,2157,6,8
2158,2158,8,11
2159,2159,5,11
2160,2160,8,9
2161,2161,5,12
2162,2162,7,10
2163,2163,5,12
2164,2164,8,12
2165,2165,8,11
2166,2166,7,8
2167,2167,8,8
2168,2168,5,11
2169,2169,7,8
2170,2170,7,11
2171,2171,5,12
2172,2172,7,10
2173,2173,6,10
2174,2174,6,11
2175,2175,7,10
2176,2176,7,12
2177,2177,8,11
2178,2178,7,8
2179,2179,8,10
2180,2180,5,9
2181,2181,8,10
2182,2182,6,8
2183,2183,7,9
2184,2184,8,8
2185,2185,6,11
2186,2186,6,11
2187,2187,5,10
2188,2188,5,12
2189,2189,6,9
2190,2190,8,11
2191,2191,7,10
2192,2192,8,12
2193,2193,6,11
2194,2194,6,11
2195,2195,7,10
2196,2196,7,10
2197,2197,8,9
2198,2198,7,12
2199,2199,6,11
2200,2200,5,8
2201,2201,6,10
2202,2202,6,11
2203,2203,8,9
2204,2204,6,9
2205,2205,7,12
2206,2206,5,10
2207,2207,6,9
2208,2208,8,9
2209,2209,6,8
2210,2210,7,9
2211,2211,6,12
2212,2212,8,10
2213,2213,7,12
2214,2214,7,10
2215,2215,6,11
2216,2216,6,8
2217,2217,6,12
2218,2218,8,10
2219,2219,7,12
2220,2220,8,8
2221,2221,7,12
2222,2222,6,10
2223,2223,5,11
2224,2224,6,8
2225,2225,6,11
2226,2226,5,10
2227,2227,8,11
2228,2228,6,11
2229,2229,5,12
2230,2230,8,11
2231,2231,7,9
2232,2232,6,10
2233,2233,5,10
2234,2234,7,10
2235,2235,6,10
2236,2236,5,10
2237,2237,5,8
2238,2238,8,11
2239,2239,6,11
2240,2240,6,9
2241,2241,7,9
2242,2242,6,10
2243,2243,6,10
2244,2244,5,8
2245,2245,5,12
2246,2246,6,9
2247,2247,7,10
2248,2248,8,11
2249,2249,8,8
2250,2250,7,9
2251,2251,6,12
2252,2252,6,12
2253,2253,7,9
2254,2254,7,12
2255,2255,8,12
2256,2256,7,11
2257,2257,6,12
2258,2258,7,9
2259,2259,7,9
2260,2260,6,9
2261,2261,7,9
2262,2262,6,11
2263,2263,6,10
2264,2264,5,11
2265,2265,7,9
2266,2266,8,12
2267,2267,7,8
2268,2268,5,10
2269,2269,8,11
2270,2270,6,12
2271,2271,8,10
2272,2272,6,9
2273,2273,8,12
2274,2274,5,9
2275,2275,5,12
2276,2276,7,8
2277,2277,5,11
2278,2278,5,8
2279,2279,5,9
2280,2280,8,12
2281,2281,5,11
2282,2282,5,8
2283,2283,8,9
2284,2284,5,12
2285,2285,5,10
2286,2286,8,12
2287,2287,7,10
2288,2288,7,9
2289,2289,8,11
2290,2290,5,12
2291,2291,6,9
2292,2292,5,8
2293,2293,5,9
2294,2294,8,10
2295,2295,5,12
2296,2296,5,11
2297,2297,8,9
2298,2298,5,8
2299,2299,6,12
2300,2300,6,9
2301,2301,7,9
2302,2302,8,9
2303,2303,7,9
2304,2304,7,9
2305,2305,5,11
2306,2306,5,8
2307,2307,5,8
2308,2308,5,11
2309,2309,5,12
2310,2310,5,12
2311,2311,5,8
2312,2312,5,8
2313,2313,7,8
2314,2314,6,11
2315,2315,7,12
2316,2316,5,9
2317,2317,7,11
2318,2318,5,9
2319,2319,7,8
2320,2320,5,12
2321,2321,6,12
2322,2322,5,10
2323,2323,7,11
2324,2324,7,12
2325,2325,5,11
2326,2326,7,10
2327,2327,8,8
2328,2328,8,11
2329,2329,8,10
2330,2330,8,10
2331,2331,5,11
2332,2332,7,9
2333,2333,6,10
2334,2334,6,8
2335,2335,8,12
2336,2336,5,12
2337,2337,8,10
2338,2338,6,9
2339,2339,5,11
2340,2340,7,11
2341,2341,7,12
2342,2342,5,9
2343,2343,6,9
2344,2344,8,9
2345,2345,6,9
2346,2346,7,8
2347,2347,5,10
2348,2348,6,8
2349,2349,8,10
2350,2350,8,11
2351,2351,5,10
2352,2352,8,11
2353,2353,7,12
2354,2354,5,9
2355,2355,6,9
2356,2356,8,9
2357,2357,7,10
2358,2358,8,9
2359,2359,6,11
2360,2360,6,10
2361,2361,8,8
2362,2362,8,12
2363,2363,8,12
2364,2364,8,12
2365,2365,6,9
2366,2366,5,11
2367,2367,7,8
2368,2368,7,12
2369,2369,6,11
2370,2370,8,12
2371,2371,5,12
2372,2372,8,8
2373,2373,8,10
2374,2374,8,11
2375,2375,6,12
2376,2376,6,11
2377,2377,7,11
2378,2378,5,9
2379,2379,8,9
2380,2380,5,11
2381,2381,6,12
2382,2382,6,11
2383,2383,5,11
2384,2384,7,8
2385,2385,5,12
2386,2386,8,9
2387,2387,8,12
2388,2388,8,11
2389,2389,8,8
2390,2390,7,11
2391,2391,7,9
2392,2392,5,8
2393,2393,7,11
2394,2394,8,10
2395,2395,6,10
2396,2396,8,9
2397,2397,8,12
2398,2398,8,10
2399,2399,6,11
2400,2400,7,8
2401,2401,8,11
2402,2402,8,10
2403,2403,7,11
2404,2404,6,12
2405,2405,5,8
2406,2406,8,8
2407,2407,7,11
2408,2408,7,12
2409,2409,6,9
2410,2410,7,10
2411,2411,5,11
2412,2412,7,10
2413,2413,8,9
2414,2414,8,10
2415,2415,5,12
2416,2416,5,10
2417,2417,5,9
2418,2418,7,12
2419,2419,5,10
2420,2420,8,11
2421,2421,5,11
2422,2422,8,11
2423,2423,5,12
2424,2424,6,10
2425,2425,7,8
2426,2426,7,11
2427,2427,6,12
2428,2428,7,8
2429,2429,8,10
2430,2430,6,11
2431,2431,7,12
2432,2432,7,8
2433,2433,6,9
2434,2434,7,9
2435,2435,6,10
2436,2436,5,8
2437,2437,5,12
2438,2438,7,12
2439,2439,7,11
2440,2440,6,11
2441,2441,8,12
2442,2442,6,10
2443,2443,6,12
2444,2444,7,10
2445,2445,5,9
2446,2446,7,8
2447,2447,7,10
2448,2448,5,12
2449,2449,6,9
2450,2450,7,10
2451,2451,5,10
2452,2452,6,11
2453,2453,5,9
2454,2454,7,11
2455,2455,6,8
2456,2456,8,10
2457,2457,6,8
2458,2458,8,11
2459,2459,8,9
2460,2460,6,12
2461,2461,8,11
2462,2462,5,9
2463,2463,5,10
2464,2464,6,11
2465,2465,8,8
2466,2466,6,11
2467,2467,8,8
2468,2468,8,11
2469,2469,6,12
2470,2470,6,12
2471,2471,8,10
2472,2472,6,9
2473,2473,5,10
2474,2474,6,11
2475,2475,7,9
2476,2476,8,11
2477,2477,6,9
2478,2478,7,8
2479,2479,7,12
2480,2480,5,11
2481,2481,6,10
2482,2482,6,11
2483,2483,6,9
2484,2484,7,12
2485,2485,6,12
2486,2486,6,12
2487,2487,6,12
2488,2488,5,8
2489,2489,6,12
2490,2490,6,12
2491,2491,5,12
2492,2492,8,10
2493,2493,7,10
2494,2494,6,9
2495,2495,6,12
2496,2496,6,12
2497,2497,5,11
2498,2498,7,8
2499,2499,8,12
2500,2500,6,11
2501,2501,8,12
2502,2502,7,11
2503,2503,8,8
2504,2504,6,12
2505,2505,8,11
2506,2506,6,10
2507,2507,7,12
2508,2508,6,9
2509,2509,8,10
2510,2510,7,11
2511,2511,8,10
2512,2512,7,9
2513,2513,5,8
2514,2514,6,8
2515,2515,7,9
2516,2516,5,12
2517,2517,7,11
2518,2518,6,12
2519,2519,8,11
2520,2520,6,11
2521,2521,5,12
2522,2522,5,9
2523,2523,7,9
2524,2524,5,12
2525,2525,5,11
2526,2526,8,12
2527,2527,5,12
2528,2528,7,8
2529,2529,8,11
2530,2530,7,9
2531,2531,8,12
2532,2532,7,10
2533,2533,8,12
2534,2534,6,11
2535,2535,7,8
2536,2536,8,10
2537,2537,6,11
2538,2538,6,10
2539,2539,5,12
2540,2540,6,11
2541,2541,5,10
2542,2542,5,12
2543,2543,6,12
2544,2544,8,10
2545,2545,8,10
2546,2546,7,10
2547,2547,7,9
2548,2548,8,12
2549,2549,8,10
2550,2550,6,9
2551,2551,8,10
2552,2552,6,8
2553,2553,7,8
2554,2554,6,12
2555,2555,7,11
2556,2556,7,12
2557,2557,6,10
2558,2558,7,8
2559,2559,5,12
2560,2560,8,11
2561,2561,8,8
2562,2562,7,12
2563,2563,8,11
2564,2564,5,12
2565,2565,5,12
2566,2566,7,11
2567,2567,7,12
2568,2568,5,9
2569,2569,8,8
2570,2570,8,12
2571,2571,6,10
2572,2572,8,11
2573,2573,7,12
2574,2574,5,10
2575,2575,8,8
2576,2576,6,9
2577,2577,6,11
2578,2578,5,10
2579,2579,8,9
2580,2580,8,11
2581,2581,6,12
2582,2582,8,10
2583,2583,5,8
2584,2584,7,12
2585,2585,8,12
2586,2586,6,12
2587,2587,7,8
2588,2588,8,9
2589,2589,7,11
2590,2590,5,9
2591,2591,7,9
2592,2592,6,10
2593,2593,5,8
2594,2594,8,9
2595,2595,5,11
2596,2596,6,10
2597,2597,8,12
2598,2598,6,11
2599,2599,6,12
2600,2600,7,12
2601,2601,6,11
2602,2602,5,9
2603,2603,7,12
2604,2604,7,10
2605,2605,7,12
2606,2606,7,10
2607,2607,5,12
2608,2608,5,11
2609,2609,8,9
2610,2610,8,9
2611,2611,7,10
2612,2612,6,10
2613,2613,8,12
2614,2614,7,12
2615,2615,7,10
2616,2616,5,8
2617,2617,7,9
2618,2618,6,9
2619,2619,6,9
2620,2620,8,10
2621,2621,7,9
2622,2622,6,12
2623,2623,8,11
2624,2624,7,8
2625,2625,5,10
2626,2626,6,12
2627,2627,6,12
2628,2628,5,8
2629,2629,8,10
2630,2630,8,12
2631,2631,6,8
2632,2632,8,12
2633,2633,7,8
2634,2634,5,12
2635,2635,8,11
2636,2636,5,10
2637,2637,8,11
2638,2638,5,9
2639,2639,6,8
2640,2640,5,11
2641,2641,7,9
2642,2642,5,11
2643,2643,7,10
2644,2644,6,11
2645,2645,6,11
2646,2646,8,8
2647,2647,6,8
2648,2648,7,11
2649,2649,5,10
2650,2650,8,12
2651,2651,5,12
2652,2652,7,8
2653,2653,5,8
2654,2654,8,10
2655,2655,5,12
2656,2656,7,8
2657,2657,7,8
2658,2658,8,9
2659,2659,6,9
2660,2660,7,8
2661,2661,7,12
2662,2662,5,8
2663,2663,8,8
2664,2664,8,11
2665,2665,6,11
2666,2666,5,12
2667,2667,8,10
2668,2668,8,8
2669,2669,5,12
2670,2670,6,9
2671,2671,5,8
2672,2672,7,10
2673,2673,8,11
2674,2674,8,9
2675,2675,6,12
2676,2676,5,9
2677,2677,6,11
2678,2678,7,11
2679,2679,5,11
2680,2680,5,8
2681,2681,5,12
2682,2682,5,11
2683,2683,8,10
2684,2684,5,8
2685,2685,6,9
2686,2686,7,11
2687,2687,7,12
2688,2688,5,12
2689,2689,6,12
2690,2690,7,8
2691,2691,7,8
2692,2692,6,9
2693,2693,5,9
2694,2694,6,10
2695,2695,6,9
2696,2696,5,10
2697,2697,5,11
2698,2698,7,12
2699,2699,7,11
2700,2700,8,9
2701,2701,6,12
2702,2702,5,11
2703,2703,5,11
2704,2704,7,12
2705,2705,5,12
2706,2706,8,10
2707,2707,6,10
2708,2708,8,11
2709,2709,5,12
2710,2710,8,11
2711,2711,6,9
2712,2712,8,10
2713,2713,5,10
2714,2714,5,11
2715,2715,8,12
2716,2716,7,10
2717,2717,5,12
2718,2718,6,12
2719,2719,8,9
2720,2720,6,12
2721,2721,8,10
2722,2722,6,11
2723,2723,5,9
2724,2724,6,10
2725,2725,5,9
2726,2726,8,9
2727,2727,7,9
2728,2728,5,9
2729,2729,8,9
2730,2730,7,10
2731,2731,7,12
2732,2732,7,9
2733,2733,6,8
2734,2734,7,10
2735,2735,8,8
2736,2736,5,9
2737,2737,6,11
2738,2738,5,11
2739,2739,8,8
2740,2740,7,10
2741,2741,8,10
2742,2742,7,8
2743,2743,6,12
2744,2744,7,9
2745,2745,7,11
2746,2746,5,8
2747,2747,7,10
2748,2748,6,8
2749,2749,5,12
2750,2750,5,12
2751,2751,8,12
2752,2752,7,12
2753,2753,5,8
2754,2754,5,11
2755,2755,8,10
2756,2756,5,9
2757,2757,7,8
2758,2758,7,10
2759,2759,5,10
2760,2760,5,10
2761,2761,5,8
2762,2762,5,10
2763,2763,7,8
2764,2764,7,9
2765,2765,7,12
2766,2766,8,12
2767,2767,5,11
2768,2768,7,12
2769,2769,7,11
2770,2770,5,9
2771,2771,6,8
2772,2772,5,8
2773,2773,5,11
2774,2774,6,9
2775,2775,5,12
2776,2776,7,12
2777,2777,8,9
2778,2778,8,11
2779,2779,5,9
2780,2780,6,8
2781,2781,6,12
2782,2782,6,9
2783,2783,6,12
2784,2784,5,11
2785,2785,8,12
2786,2786,5,10
2787,2787,7,9
2788,2788,7,11
2789,2789,6,9
2790,2790,6,12
2791,2791,5,11
2792,2792,8,8
2793,2793,7,10
2794,2794,7,8
2795,2795,6,11
2796,2796,5,8
2797,2797,7,11
2798,2798,8,11
2799,2799,7,12
2800,2800,5,11
2801,2801,8,8
2802,2802,8,10
2803,2803,5,8
2804,2804,7,11
2805,2805,7,12
2806,2806,6,8
2807,2807,6,11
2808,2808,6,11
2809,2809,7,11
2810,2810,8,9
2811,2811,5,8
2812,2812,6,12
2813,2813,5,12
2814,2814,8,10
2815,2815,6,12
2816,2816,5,8
2817,2817,5,12
2818,2818,7,11
2819,2819,8,12
2820,2820,5,10
2821,2821,7,12
2822,2822,5,9
2823,2823,7,9
2824,2824,7,10
2825,2825,5,11
2826,2826,7,11
2827,2827,6,11
2828,2828,6,12
2829,2829,8,11
2830,2830,7,12
2831,2831,5,10
2832,2832,7,11
2833,2833,7,8
2834,2834,8,9
2835,2835,6,12
2836,2836,8,9
2837,2837,7,8
2838,2838,8,11
2839,2839,6,10
2840,2840,5,12
2841,2841,8,12
2842,2842,5,10
2843,2843,5,10
2844,2844,5,11
2845,2845,7,9
2846,2846,6,8
2847,2847,6,12
2848,2848,5,10
2849,2849,8,10
2850,2850,6,8
2851,2851,5,8
2852,2852,6,10
2853,2853,7,11
2854,2854,5,12
2855,2855,5,9
2856,2856,5,9
2857,2857,5,12
2858,2858,8,8
2859,2859,6,10
2860,2860,5,11
2861,2861,6,9
2862,2862,5,10
2863,2863,7,9
2864,2864,5,11
2865,2865,8,8
2866,2866,7,10
2867,2867,6,8
2868,2868,6,9
2869,2869,5,8
2870,2870,7,9
2871,2871,8,8
2872,2872,5,8
2873,2873,7,10
2874,2874,7,10
2875,2875,5,12
2876,2876,7,12
2877,2877,6,10
2878,2878,5,12
2879,2879,6,9
2880,2880,7,8
2881,2881,6,10
2882,2882,6,12
2883,2883,7,11
2884,2884,8,10
2885,2885,5,12
2886,2886,5,8
2887,2887,6,9
2888,2888,6,8
2889,2889,5,8
2890,2890,7,12
2891,2891,6,10
2892,2892,7,12
2893,2893,8,11
2894,2894,5,10
2895,2895,7,10
2896,2896,6,9
2897,2897,5,12
2898,2898,7,9
2899,2899,6,11
2900,2900,7,9
2901,2901,5,9
2902,2902,6,11
2903,2903,8,9
2904,2904,8,8
2905,2905,7,8
2906,2906,6,10
2907,2907,8,9
2908,2908,7,11
2909,2909,8,9
2910,2910,7,10
2911,2911,5,11
2912,2912,5,9
2913,2913,7,10
2914,2914,7,11
2915,2915,5,9
2916,2916,6,8
2917,2917,5,10
2918,2918,7,8
2919,2919,5,12
2920,2920,5,8
2921,2921,6,9
2922,2922,7,8
2923,2923,8,8
2924,2924,8,8
2925,2925,8,10
2926,2926,6,10
2927,2927,6,9
2928,2928,5,12
2929,2929,6,8
2930,2930,8,8
2931,2931,6,10
2932,2932,5,10
2933,2933,8,9
2934,2934,6,10
2935,2935,5,9
2936,2936,8,8
2937,2937,5,12
2938,2938,8,12
2939,2939,7,10
2940,2940,8,9
2941,2941,5,9
2942,2942,7,9
2943,2943,6,10
2944,2944,7,10
2945,2945,8,8
2946,2946,8,10
2947,2947,8,10
2948,2948,5,11
2949,2949,5,8
2950,2950,7,10
2951,2951,5,12
2952,2952,5,11
2953,2953,8,8
2954,2954,5,9
2955,2955,7,8
2956,2956,6,11
2957,2957,7,12
2958,2958,8,11
2959,2959,7,9
2960,2960,6,12
2961,2961,5,10
2962,2962,8,8
2963,2963,5,12
2964,2964,5,12
2965,2965,7,11
2966,2966,8,11
2967,2967,8,10
2968,2968,8,12
2969,2969,5,8
2970,2970,8,10
2971,2971,5,10
2972,2972,6,12
2973,2973,7,8
2974,2974,5,8
2975,2975,5,11
2976,2976,7,12
2977,2977,7,12
2978,2978,8,11
2979,2979,6,9
2980,2980,7,8
2981,2981,6,8
2982,2982,5,12
2983,2983,6,11
2984,2984,6,8
2985,2985,5,9
2986,2986,7,8
2987,2987,5,12
2988,2988,5,10
