IDCLIENTE,OFERTAID,CANTIDAD,FECHAINICIAL,FECHAFINAL
695,696,695,20/05/2020,24/05/2020
696,697,696,23/05/2020,22/05/2020
697,698,697,23/05/2020,23/05/2020
698,699,698,22/05/2020,23/05/2020
699,700,699,20/05/2020,19/05/2020
700,701,700,20/05/2020,21/05/2020
701,702,701,19/05/2020,23/05/2020
702,703,702,20/05/2020,18/05/2020
703,704,703,21/05/2020,23/05/2020
704,705,704,18/05/2020,18/05/2020
705,706,705,22/05/2020,20/05/2020
706,707,706,21/05/2020,19/05/2020
707,708,707,21/05/2020,23/05/2020
708,709,708,22/05/2020,23/05/2020
709,710,709,21/05/2020,19/05/2020
710,711,710,21/05/2020,19/05/2020
711,712,711,19/05/2020,24/05/2020
712,713,712,23/05/2020,19/05/2020
713,714,713,18/05/2020,22/05/2020
714,715,714,19/05/2020,20/05/2020
715,716,715,20/05/2020,22/05/2020
716,717,716,20/05/2020,18/05/2020
717,718,717,23/05/2020,23/05/2020
718,719,718,19/05/2020,21/05/2020
719,720,719,18/05/2020,21/05/2020
720,721,720,24/05/2020,22/05/2020
721,722,721,22/05/2020,23/05/2020
722,723,722,21/05/2020,23/05/2020
723,724,723,19/05/2020,19/05/2020
724,725,724,20/05/2020,22/05/2020
725,726,725,22/05/2020,18/05/2020
726,727,726,18/05/2020,24/05/2020
727,728,727,23/05/2020,18/05/2020
728,729,728,18/05/2020,19/05/2020
729,730,729,19/05/2020,21/05/2020
730,731,730,24/05/2020,24/05/2020
731,732,731,19/05/2020,22/05/2020
732,733,732,19/05/2020,21/05/2020
733,734,733,19/05/2020,23/05/2020
734,735,734,22/05/2020,21/05/2020
735,736,735,22/05/2020,24/05/2020
736,737,736,21/05/2020,24/05/2020
737,738,737,22/05/2020,19/05/2020
738,739,738,18/05/2020,19/05/2020
739,740,739,19/05/2020,24/05/2020
740,741,740,19/05/2020,21/05/2020
741,742,741,20/05/2020,18/05/2020
742,743,742,20/05/2020,18/05/2020
743,744,743,22/05/2020,23/05/2020
744,745,744,19/05/2020,24/05/2020
745,746,745,20/05/2020,21/05/2020
746,747,746,20/05/2020,24/05/2020
747,748,747,22/05/2020,18/05/2020
748,749,748,20/05/2020,19/05/2020
749,750,749,21/05/2020,24/05/2020
750,751,750,18/05/2020,20/05/2020
751,752,751,22/05/2020,21/05/2020
752,753,752,24/05/2020,19/05/2020
753,754,753,19/05/2020,23/05/2020
754,755,754,21/05/2020,20/05/2020
755,756,755,23/05/2020,19/05/2020
756,757,756,21/05/2020,18/05/2020
757,758,757,20/05/2020,18/05/2020
758,759,758,23/05/2020,20/05/2020
759,760,759,23/05/2020,22/05/2020
760,761,760,19/05/2020,19/05/2020
761,762,761,19/05/2020,23/05/2020
762,763,762,24/05/2020,20/05/2020
763,764,763,21/05/2020,19/05/2020
764,765,764,18/05/2020,18/05/2020
765,766,765,20/05/2020,21/05/2020
766,767,766,24/05/2020,19/05/2020
767,768,767,20/05/2020,24/05/2020
768,769,768,20/05/2020,18/05/2020
769,770,769,23/05/2020,24/05/2020
770,771,770,21/05/2020,21/05/2020
771,772,771,23/05/2020,22/05/2020
772,773,772,23/05/2020,20/05/2020
773,774,773,21/05/2020,24/05/2020
774,775,774,22/05/2020,24/05/2020
775,776,775,21/05/2020,23/05/2020
776,777,776,21/05/2020,20/05/2020
777,778,777,18/05/2020,18/05/2020
778,779,778,19/05/2020,20/05/2020
779,780,779,24/05/2020,22/05/2020
780,781,780,18/05/2020,22/05/2020
781,782,781,20/05/2020,18/05/2020
782,783,782,24/05/2020,21/05/2020
783,784,783,19/05/2020,20/05/2020
784,785,784,22/05/2020,20/05/2020
785,786,785,18/05/2020,19/05/2020
786,787,786,23/05/2020,24/05/2020
787,788,787,18/05/2020,21/05/2020
788,789,788,23/05/2020,19/05/2020
789,790,789,19/05/2020,22/05/2020
790,791,790,20/05/2020,19/05/2020
791,792,791,23/05/2020,18/05/2020
792,793,792,18/05/2020,19/05/2020
793,794,793,24/05/2020,24/05/2020
794,795,794,19/05/2020,21/05/2020
795,796,795,22/05/2020,20/05/2020
796,797,796,24/05/2020,22/05/2020
797,798,797,22/05/2020,19/05/2020
798,799,798,18/05/2020,18/05/2020
799,800,799,22/05/2020,22/05/2020
800,801,800,18/05/2020,23/05/2020
801,802,801,24/05/2020,20/05/2020
802,803,802,20/05/2020,24/05/2020
803,804,803,21/05/2020,20/05/2020
804,805,804,24/05/2020,19/05/2020
805,806,805,20/05/2020,18/05/2020
806,807,806,24/05/2020,18/05/2020
807,808,807,20/05/2020,18/05/2020
808,809,808,19/05/2020,23/05/2020
809,810,809,24/05/2020,20/05/2020
810,811,810,22/05/2020,18/05/2020
811,812,811,21/05/2020,19/05/2020
812,813,812,22/05/2020,24/05/2020
813,814,813,22/05/2020,18/05/2020
814,815,814,24/05/2020,20/05/2020
815,816,815,23/05/2020,18/05/2020
816,817,816,19/05/2020,18/05/2020
817,818,817,20/05/2020,20/05/2020
818,819,818,23/05/2020,18/05/2020
819,820,819,22/05/2020,19/05/2020
820,821,820,19/05/2020,22/05/2020
821,822,821,22/05/2020,24/05/2020
822,823,822,23/05/2020,18/05/2020
823,824,823,20/05/2020,20/05/2020
824,825,824,23/05/2020,18/05/2020
825,826,825,19/05/2020,20/05/2020
826,827,826,18/05/2020,20/05/2020
827,828,827,18/05/2020,24/05/2020
828,829,828,18/05/2020,24/05/2020
829,830,829,22/05/2020,20/05/2020
830,831,830,22/05/2020,18/05/2020
831,832,831,22/05/2020,18/05/2020
832,833,832,22/05/2020,21/05/2020
833,834,833,21/05/2020,24/05/2020
834,835,834,24/05/2020,19/05/2020
835,836,835,20/05/2020,24/05/2020
836,837,836,21/05/2020,23/05/2020
837,838,837,18/05/2020,23/05/2020
838,839,838,20/05/2020,24/05/2020
839,840,839,24/05/2020,24/05/2020
840,841,840,19/05/2020,19/05/2020
841,842,841,20/05/2020,18/05/2020
842,843,842,22/05/2020,23/05/2020
843,844,843,23/05/2020,22/05/2020
844,845,844,24/05/2020,21/05/2020
845,846,845,21/05/2020,22/05/2020
846,847,846,20/05/2020,19/05/2020
847,848,847,21/05/2020,20/05/2020
848,849,848,23/05/2020,18/05/2020
849,850,849,22/05/2020,21/05/2020
850,851,850,20/05/2020,18/05/2020
851,852,851,24/05/2020,24/05/2020
852,853,852,19/05/2020,23/05/2020
853,854,853,23/05/2020,18/05/2020
854,855,854,19/05/2020,23/05/2020
855,856,855,22/05/2020,20/05/2020
856,857,856,22/05/2020,24/05/2020
857,858,857,19/05/2020,18/05/2020
858,859,858,19/05/2020,24/05/2020
859,860,859,23/05/2020,20/05/2020
860,861,860,19/05/2020,24/05/2020
861,862,861,18/05/2020,24/05/2020
862,863,862,24/05/2020,20/05/2020
863,864,863,24/05/2020,24/05/2020
864,865,864,24/05/2020,20/05/2020
865,866,865,23/05/2020,21/05/2020
866,867,866,22/05/2020,19/05/2020
867,868,867,21/05/2020,21/05/2020
868,869,868,19/05/2020,19/05/2020
869,870,869,22/05/2020,22/05/2020
870,871,870,22/05/2020,20/05/2020
871,872,871,20/05/2020,21/05/2020
872,873,872,22/05/2020,21/05/2020
873,874,873,24/05/2020,22/05/2020
874,875,874,23/05/2020,22/05/2020
875,876,875,20/05/2020,22/05/2020
876,877,876,24/05/2020,22/05/2020
877,878,877,21/05/2020,23/05/2020
878,879,878,18/05/2020,20/05/2020
879,880,879,19/05/2020,21/05/2020
880,881,880,20/05/2020,19/05/2020
881,882,881,18/05/2020,21/05/2020
882,883,882,20/05/2020,19/05/2020
883,884,883,24/05/2020,22/05/2020
884,885,884,20/05/2020,23/05/2020
885,886,885,18/05/2020,21/05/2020
886,887,886,18/05/2020,24/05/2020
887,888,887,23/05/2020,23/05/2020
888,889,888,24/05/2020,18/05/2020
889,890,889,20/05/2020,19/05/2020
890,891,890,23/05/2020,19/05/2020
891,892,891,24/05/2020,22/05/2020
892,893,892,23/05/2020,20/05/2020
893,894,893,19/05/2020,23/05/2020
894,895,894,23/05/2020,21/05/2020
895,896,895,20/05/2020,19/05/2020
896,897,896,24/05/2020,20/05/2020
897,898,897,22/05/2020,18/05/2020
898,899,898,20/05/2020,23/05/2020
899,900,899,19/05/2020,21/05/2020
900,901,900,23/05/2020,20/05/2020
901,902,901,18/05/2020,21/05/2020
902,903,902,20/05/2020,21/05/2020
903,904,903,19/05/2020,22/05/2020
904,905,904,23/05/2020,18/05/2020
905,906,905,18/05/2020,23/05/2020
906,907,906,19/05/2020,21/05/2020
907,908,907,19/05/2020,19/05/2020
908,909,908,23/05/2020,22/05/2020
909,910,909,20/05/2020,23/05/2020
910,911,910,22/05/2020,24/05/2020
911,912,911,21/05/2020,24/05/2020
912,913,912,21/05/2020,19/05/2020
913,914,913,22/05/2020,21/05/2020
914,915,914,18/05/2020,23/05/2020
915,916,915,23/05/2020,18/05/2020
916,917,916,19/05/2020,21/05/2020
917,918,917,18/05/2020,19/05/2020
918,919,918,20/05/2020,19/05/2020
919,920,919,23/05/2020,24/05/2020
920,921,920,21/05/2020,24/05/2020
921,922,921,21/05/2020,19/05/2020
922,923,922,23/05/2020,21/05/2020
923,924,923,22/05/2020,22/05/2020
924,925,924,22/05/2020,24/05/2020
925,926,925,19/05/2020,20/05/2020
926,927,926,24/05/2020,24/05/2020
927,928,927,23/05/2020,23/05/2020
928,929,928,22/05/2020,21/05/2020
929,930,929,21/05/2020,20/05/2020
930,931,930,21/05/2020,24/05/2020
931,932,931,24/05/2020,19/05/2020
932,933,932,23/05/2020,22/05/2020
933,934,933,20/05/2020,19/05/2020
934,935,934,18/05/2020,21/05/2020
935,936,935,21/05/2020,24/05/2020
936,937,936,24/05/2020,21/05/2020
937,938,937,24/05/2020,21/05/2020
938,939,938,22/05/2020,20/05/2020
939,940,939,22/05/2020,22/05/2020
940,941,940,19/05/2020,24/05/2020
941,942,941,20/05/2020,23/05/2020
942,943,942,20/05/2020,20/05/2020
943,944,943,24/05/2020,23/05/2020
944,945,944,23/05/2020,22/05/2020
945,946,945,18/05/2020,20/05/2020
946,947,946,24/05/2020,18/05/2020
947,948,947,22/05/2020,18/05/2020
948,949,948,20/05/2020,23/05/2020
949,950,949,23/05/2020,23/05/2020
950,951,950,23/05/2020,20/05/2020
951,952,951,18/05/2020,24/05/2020
952,953,952,22/05/2020,18/05/2020
953,954,953,23/05/2020,22/05/2020
954,955,954,21/05/2020,22/05/2020
955,956,955,21/05/2020,24/05/2020
956,957,956,22/05/2020,20/05/2020
957,958,957,21/05/2020,18/05/2020
958,959,958,24/05/2020,23/05/2020
959,960,959,22/05/2020,24/05/2020
960,961,960,20/05/2020,22/05/2020
961,962,961,19/05/2020,20/05/2020
962,963,962,22/05/2020,23/05/2020
963,964,963,19/05/2020,18/05/2020
964,965,964,20/05/2020,23/05/2020
965,966,965,22/05/2020,18/05/2020
966,967,966,22/05/2020,20/05/2020
967,968,967,19/05/2020,18/05/2020
968,969,968,24/05/2020,18/05/2020
969,970,969,18/05/2020,24/05/2020
970,971,970,18/05/2020,19/05/2020
971,972,971,20/05/2020,18/05/2020
972,973,972,24/05/2020,19/05/2020
973,974,973,23/05/2020,18/05/2020
974,975,974,23/05/2020,24/05/2020
975,976,975,24/05/2020,18/05/2020
976,977,976,19/05/2020,21/05/2020
977,978,977,19/05/2020,18/05/2020
978,979,978,22/05/2020,20/05/2020
979,980,979,19/05/2020,20/05/2020
980,981,980,24/05/2020,23/05/2020
981,982,981,18/05/2020,21/05/2020
982,983,982,21/05/2020,19/05/2020
983,984,983,19/05/2020,18/05/2020
984,985,984,21/05/2020,19/05/2020
985,986,985,18/05/2020,18/05/2020
986,987,986,21/05/2020,20/05/2020
987,988,987,19/05/2020,22/05/2020
988,989,988,19/05/2020,20/05/2020
989,990,989,22/05/2020,19/05/2020
990,991,990,18/05/2020,24/05/2020
991,992,991,23/05/2020,18/05/2020
992,993,992,24/05/2020,18/05/2020
993,994,993,20/05/2020,20/05/2020
994,995,994,21/05/2020,22/05/2020
995,996,995,18/05/2020,20/05/2020
996,997,996,18/05/2020,22/05/2020
997,998,997,20/05/2020,21/05/2020
998,999,998,19/05/2020,21/05/2020
999,1000,999,24/05/2020,19/05/2020
1000,1001,1000,18/05/2020,19/05/2020
1001,1002,1001,18/05/2020,21/05/2020
1002,1003,1002,23/05/2020,24/05/2020
1003,1004,1003,24/05/2020,19/05/2020
1004,1005,1004,24/05/2020,23/05/2020
1005,1006,1005,22/05/2020,20/05/2020
1006,1007,1006,23/05/2020,18/05/2020
1007,1008,1007,20/05/2020,20/05/2020
1008,1009,1008,19/05/2020,22/05/2020
1009,1010,1009,23/05/2020,20/05/2020
1010,1011,1010,22/05/2020,22/05/2020
1011,1012,1011,21/05/2020,18/05/2020
1012,1013,1012,20/05/2020,23/05/2020
1013,1014,1013,23/05/2020,22/05/2020
1014,1015,1014,18/05/2020,21/05/2020
1015,1016,1015,18/05/2020,18/05/2020
1016,1017,1016,24/05/2020,20/05/2020
1017,1018,1017,22/05/2020,22/05/2020
1018,1019,1018,22/05/2020,19/05/2020
1019,1020,1019,22/05/2020,24/05/2020
1020,1021,1020,19/05/2020,22/05/2020
1021,1022,1021,19/05/2020,24/05/2020
1022,1023,1022,20/05/2020,22/05/2020
1023,1024,1023,18/05/2020,22/05/2020
1024,1025,1024,20/05/2020,23/05/2020
1025,1026,1025,21/05/2020,23/05/2020
1026,1027,1026,21/05/2020,18/05/2020
1027,1028,1027,18/05/2020,22/05/2020
1028,1029,1028,20/05/2020,21/05/2020
1029,1030,1029,21/05/2020,21/05/2020
1030,1031,1030,20/05/2020,22/05/2020
1031,1032,1031,24/05/2020,19/05/2020
1032,1033,1032,21/05/2020,19/05/2020
1033,1034,1033,23/05/2020,22/05/2020
1034,1035,1034,22/05/2020,20/05/2020
1035,1036,1035,23/05/2020,23/05/2020
1036,1037,1036,21/05/2020,20/05/2020
1037,1038,1037,18/05/2020,21/05/2020
1038,1039,1038,19/05/2020,19/05/2020
1039,1040,1039,19/05/2020,24/05/2020
1040,1041,1040,23/05/2020,21/05/2020
1041,1042,1041,22/05/2020,18/05/2020
1042,1043,1042,21/05/2020,20/05/2020
1043,1044,1043,20/05/2020,21/05/2020
1044,1045,1044,22/05/2020,24/05/2020
1045,1046,1045,20/05/2020,18/05/2020
1046,1047,1046,22/05/2020,19/05/2020
1047,1048,1047,19/05/2020,23/05/2020
1048,1049,1048,18/05/2020,22/05/2020
1049,1050,1049,21/05/2020,20/05/2020
1050,1051,1050,19/05/2020,22/05/2020
1051,1052,1051,23/05/2020,18/05/2020
1052,1053,1052,24/05/2020,23/05/2020
1053,1054,1053,24/05/2020,20/05/2020
1054,1055,1054,24/05/2020,21/05/2020
1055,1056,1055,22/05/2020,23/05/2020
1056,1057,1056,18/05/2020,23/05/2020
1057,1058,1057,24/05/2020,18/05/2020
1058,1059,1058,24/05/2020,20/05/2020
1059,1060,1059,24/05/2020,18/05/2020
1060,1061,1060,20/05/2020,22/05/2020
1061,1062,1061,20/05/2020,24/05/2020
1062,1063,1062,19/05/2020,18/05/2020
1063,1064,1063,18/05/2020,22/05/2020
1064,1065,1064,24/05/2020,23/05/2020
1065,1066,1065,18/05/2020,21/05/2020
1066,1067,1066,18/05/2020,24/05/2020
1067,1068,1067,18/05/2020,23/05/2020
1068,1069,1068,21/05/2020,23/05/2020
1069,1070,1069,21/05/2020,23/05/2020
1070,1071,1070,23/05/2020,20/05/2020
1071,1072,1071,19/05/2020,22/05/2020
1072,1073,1072,22/05/2020,22/05/2020
1073,1074,1073,20/05/2020,22/05/2020
1074,1075,1074,22/05/2020,19/05/2020
1075,1076,1075,24/05/2020,19/05/2020
1076,1077,1076,23/05/2020,19/05/2020
1077,1078,1077,21/05/2020,19/05/2020
1078,1079,1078,19/05/2020,21/05/2020
1079,1080,1079,19/05/2020,18/05/2020
1080,1081,1080,19/05/2020,22/05/2020
1081,1082,1081,18/05/2020,19/05/2020
1082,1083,1082,19/05/2020,24/05/2020
1083,1084,1083,22/05/2020,20/05/2020
1084,1085,1084,22/05/2020,24/05/2020
1085,1086,1085,23/05/2020,18/05/2020
1086,1087,1086,24/05/2020,19/05/2020
1087,1088,1087,24/05/2020,18/05/2020
1088,1089,1088,24/05/2020,18/05/2020
1089,1090,1089,18/05/2020,22/05/2020
1090,1091,1090,24/05/2020,20/05/2020
1091,1092,1091,24/05/2020,21/05/2020
1092,1093,1092,22/05/2020,21/05/2020
1093,1094,1093,20/05/2020,18/05/2020
1094,1095,1094,18/05/2020,20/05/2020
1095,1096,1095,19/05/2020,19/05/2020
1096,1097,1096,18/05/2020,23/05/2020
1097,1098,1097,23/05/2020,24/05/2020
1098,1099,1098,21/05/2020,18/05/2020
1099,1100,1099,18/05/2020,18/05/2020
1100,1101,1100,19/05/2020,19/05/2020
1101,1102,1101,19/05/2020,21/05/2020
1102,1103,1102,24/05/2020,22/05/2020
1103,1104,1103,18/05/2020,23/05/2020
1104,1105,1104,23/05/2020,24/05/2020
1105,1106,1105,18/05/2020,18/05/2020
1106,1107,1106,22/05/2020,21/05/2020
1107,1108,1107,21/05/2020,19/05/2020
1108,1109,1108,24/05/2020,23/05/2020
1109,1110,1109,19/05/2020,19/05/2020
1110,1111,1110,18/05/2020,23/05/2020
1111,1112,1111,18/05/2020,24/05/2020
1112,1113,1112,19/05/2020,24/05/2020
1113,1114,1113,24/05/2020,22/05/2020
1114,1115,1114,24/05/2020,23/05/2020
1115,1116,1115,21/05/2020,18/05/2020
1116,1117,1116,23/05/2020,18/05/2020
1117,1118,1117,21/05/2020,18/05/2020
1118,1119,1118,22/05/2020,20/05/2020
1119,1120,1119,22/05/2020,21/05/2020
1120,1121,1120,21/05/2020,20/05/2020
1121,1122,1121,18/05/2020,22/05/2020
1122,1123,1122,22/05/2020,20/05/2020
1123,1124,1123,22/05/2020,18/05/2020
1124,1125,1124,19/05/2020,23/05/2020
1125,1126,1125,24/05/2020,24/05/2020
1126,1127,1126,20/05/2020,24/05/2020
1127,1128,1127,22/05/2020,18/05/2020
1128,1129,1128,21/05/2020,22/05/2020
1129,1130,1129,21/05/2020,23/05/2020
1130,1131,1130,20/05/2020,21/05/2020
1131,1132,1131,23/05/2020,21/05/2020
1132,1133,1132,20/05/2020,22/05/2020
1133,1134,1133,23/05/2020,21/05/2020
1134,1135,1134,23/05/2020,24/05/2020
1135,1136,1135,22/05/2020,21/05/2020
1136,1137,1136,18/05/2020,19/05/2020
1137,1138,1137,18/05/2020,24/05/2020
1138,1139,1138,22/05/2020,21/05/2020
1139,1140,1139,18/05/2020,20/05/2020
1140,1141,1140,24/05/2020,20/05/2020
1141,1142,1141,21/05/2020,19/05/2020
1142,1143,1142,18/05/2020,24/05/2020
1143,1144,1143,24/05/2020,22/05/2020
1144,1145,1144,19/05/2020,24/05/2020
1145,1146,1145,19/05/2020,18/05/2020
1146,1147,1146,21/05/2020,21/05/2020
1147,1148,1147,22/05/2020,23/05/2020
1148,1149,1148,18/05/2020,21/05/2020
1149,1150,1149,24/05/2020,21/05/2020
1150,1151,1150,20/05/2020,20/05/2020
1151,1152,1151,24/05/2020,22/05/2020
1152,1153,1152,19/05/2020,22/05/2020
1153,1154,1153,18/05/2020,24/05/2020
1154,1155,1154,18/05/2020,19/05/2020
1155,1156,1155,20/05/2020,23/05/2020
1156,1157,1156,24/05/2020,24/05/2020
1157,1158,1157,22/05/2020,23/05/2020
1158,1159,1158,22/05/2020,21/05/2020
1159,1160,1159,19/05/2020,20/05/2020
1160,1161,1160,19/05/2020,18/05/2020
1161,1162,1161,20/05/2020,24/05/2020
1162,1163,1162,21/05/2020,19/05/2020
1163,1164,1163,24/05/2020,20/05/2020
1164,1165,1164,22/05/2020,23/05/2020
1165,1166,1165,20/05/2020,21/05/2020
1166,1167,1166,21/05/2020,18/05/2020
1167,1168,1167,19/05/2020,19/05/2020
1168,1169,1168,21/05/2020,19/05/2020
1169,1170,1169,21/05/2020,23/05/2020
1170,1171,1170,22/05/2020,19/05/2020
1171,1172,1171,18/05/2020,21/05/2020
1172,1173,1172,18/05/2020,24/05/2020
1173,1174,1173,20/05/2020,18/05/2020
1174,1175,1174,22/05/2020,18/05/2020
1175,1176,1175,21/05/2020,22/05/2020
1176,1177,1176,20/05/2020,18/05/2020
1177,1178,1177,22/05/2020,24/05/2020
1178,1179,1178,24/05/2020,20/05/2020
1179,1180,1179,18/05/2020,24/05/2020
1180,1181,1180,18/05/2020,19/05/2020
1181,1182,1181,21/05/2020,24/05/2020
1182,1183,1182,19/05/2020,19/05/2020
1183,1184,1183,19/05/2020,21/05/2020
1184,1185,1184,19/05/2020,20/05/2020
1185,1186,1185,18/05/2020,21/05/2020
1186,1187,1186,21/05/2020,20/05/2020
1187,1188,1187,20/05/2020,24/05/2020
1188,1189,1188,18/05/2020,19/05/2020
1189,1190,1189,24/05/2020,20/05/2020
1190,1191,1190,22/05/2020,20/05/2020
1191,1192,1191,21/05/2020,24/05/2020
1192,1193,1192,22/05/2020,20/05/2020
1193,1194,1193,21/05/2020,22/05/2020
1194,1195,1194,20/05/2020,18/05/2020
1195,1196,1195,24/05/2020,20/05/2020
1196,1197,1196,22/05/2020,19/05/2020
1197,1198,1197,19/05/2020,21/05/2020
1198,1199,1198,20/05/2020,20/05/2020
1199,1200,1199,24/05/2020,18/05/2020
1200,1201,1200,18/05/2020,20/05/2020
1201,1202,1201,19/05/2020,18/05/2020
1202,1203,1202,24/05/2020,24/05/2020
1203,1204,1203,18/05/2020,22/05/2020
1204,1205,1204,21/05/2020,18/05/2020
1205,1206,1205,23/05/2020,24/05/2020
1206,1207,1206,21/05/2020,23/05/2020
1207,1208,1207,23/05/2020,19/05/2020
1208,1209,1208,22/05/2020,21/05/2020
1209,1210,1209,19/05/2020,19/05/2020
1210,1211,1210,18/05/2020,19/05/2020
1211,1212,1211,24/05/2020,21/05/2020
1212,1213,1212,19/05/2020,24/05/2020
1213,1214,1213,21/05/2020,24/05/2020
1214,1215,1214,21/05/2020,24/05/2020
1215,1216,1215,19/05/2020,22/05/2020
1216,1217,1216,18/05/2020,23/05/2020
1217,1218,1217,18/05/2020,18/05/2020
1218,1219,1218,20/05/2020,23/05/2020
1219,1220,1219,18/05/2020,24/05/2020
1220,1221,1220,18/05/2020,23/05/2020
1221,1222,1221,19/05/2020,24/05/2020
1222,1223,1222,23/05/2020,22/05/2020
1223,1224,1223,23/05/2020,18/05/2020
1224,1225,1224,24/05/2020,20/05/2020
1225,1226,1225,21/05/2020,22/05/2020
1226,1227,1226,22/05/2020,21/05/2020
1227,1228,1227,20/05/2020,19/05/2020
1228,1229,1228,19/05/2020,22/05/2020
1229,1230,1229,22/05/2020,20/05/2020
1230,1231,1230,21/05/2020,21/05/2020
1231,1232,1231,23/05/2020,22/05/2020
1232,1233,1232,20/05/2020,22/05/2020
1233,1234,1233,19/05/2020,23/05/2020
1234,1235,1234,21/05/2020,24/05/2020
1235,1236,1235,22/05/2020,19/05/2020
1236,1237,1236,24/05/2020,23/05/2020
1237,1238,1237,22/05/2020,18/05/2020
1238,1239,1238,21/05/2020,18/05/2020
1239,1240,1239,20/05/2020,24/05/2020
1240,1241,1240,21/05/2020,18/05/2020
1241,1242,1241,21/05/2020,24/05/2020
1242,1243,1242,18/05/2020,20/05/2020
1243,1244,1243,18/05/2020,22/05/2020
1244,1245,1244,18/05/2020,20/05/2020
1245,1246,1245,24/05/2020,24/05/2020
1246,1247,1246,24/05/2020,18/05/2020
1247,1248,1247,20/05/2020,18/05/2020
1248,1249,1248,24/05/2020,20/05/2020
1249,1250,1249,24/05/2020,21/05/2020
1250,1251,1250,18/05/2020,19/05/2020
1251,1252,1251,23/05/2020,19/05/2020
1252,1253,1252,19/05/2020,19/05/2020
1253,1254,1253,21/05/2020,23/05/2020
1254,1255,1254,20/05/2020,24/05/2020
1255,1256,1255,19/05/2020,21/05/2020
1256,1257,1256,21/05/2020,20/05/2020
1257,1258,1257,19/05/2020,18/05/2020
1258,1259,1258,21/05/2020,24/05/2020
1259,1260,1259,20/05/2020,22/05/2020
1260,1261,1260,23/05/2020,23/05/2020
1261,1262,1261,22/05/2020,22/05/2020
1262,1263,1262,22/05/2020,20/05/2020
1263,1264,1263,24/05/2020,21/05/2020
1264,1265,1264,18/05/2020,22/05/2020
1265,1266,1265,20/05/2020,22/05/2020
1266,1267,1266,23/05/2020,23/05/2020
1267,1268,1267,18/05/2020,18/05/2020
1268,1269,1268,23/05/2020,18/05/2020
1269,1270,1269,24/05/2020,20/05/2020
1270,1271,1270,24/05/2020,18/05/2020
1271,1272,1271,19/05/2020,20/05/2020
1272,1273,1272,22/05/2020,24/05/2020
1273,1274,1273,20/05/2020,19/05/2020
1274,1275,1274,24/05/2020,18/05/2020
1275,1276,1275,24/05/2020,19/05/2020
1276,1277,1276,22/05/2020,20/05/2020
1277,1278,1277,23/05/2020,18/05/2020
1278,1279,1278,21/05/2020,21/05/2020
1279,1280,1279,19/05/2020,21/05/2020
1280,1281,1280,23/05/2020,21/05/2020
1281,1282,1281,21/05/2020,18/05/2020
1282,1283,1282,18/05/2020,21/05/2020
1283,1284,1283,24/05/2020,21/05/2020
1284,1285,1284,19/05/2020,24/05/2020
1285,1286,1285,21/05/2020,18/05/2020
1286,1287,1286,18/05/2020,19/05/2020
1287,1288,1287,22/05/2020,23/05/2020
1288,1289,1288,19/05/2020,24/05/2020
1289,1290,1289,22/05/2020,19/05/2020
1290,1291,1290,19/05/2020,22/05/2020
1291,1292,1291,23/05/2020,23/05/2020
1292,1293,1292,24/05/2020,22/05/2020
1293,1294,1293,19/05/2020,19/05/2020
1294,1295,1294,20/05/2020,19/05/2020
1295,1296,1295,19/05/2020,22/05/2020
1296,1297,1296,22/05/2020,24/05/2020
1297,1298,1297,22/05/2020,21/05/2020
1298,1299,1298,19/05/2020,19/05/2020
1299,1300,1299,18/05/2020,18/05/2020
1300,1301,1300,19/05/2020,20/05/2020
1301,1302,1301,18/05/2020,24/05/2020
1302,1303,1302,24/05/2020,20/05/2020
1303,1304,1303,23/05/2020,24/05/2020
1304,1305,1304,22/05/2020,22/05/2020
