NUMERO,INDIVIDUAL,DURACION,MENAJE
1660,1,122,1
1661,1,92,0
1662,1,168,1
1663,1,6,0
1664,1,43,1
1665,1,86,1
1666,0,49,0
1667,1,13,1
1668,0,104,0
1669,0,108,1
1670,0,118,1
1671,1,108,0
1672,1,32,0
1673,1,38,1
1674,0,18,0
1675,1,140,1
1676,0,19,1
1677,1,7,1
1678,1,36,0
1679,1,50,0
1680,0,168,0
1681,1,41,0
1682,1,126,0
1683,1,28,1
1684,0,19,0
1685,1,42,1
1686,1,54,1
1687,1,58,1
1688,0,177,0
1689,1,11,0
1690,1,43,1
1691,1,105,1
1692,0,138,1
1693,1,160,0
1694,1,105,0
1695,1,63,0
1696,1,117,0
1697,0,127,1
1698,0,101,0
1699,0,154,1
1700,0,51,0
1701,0,138,1
1702,1,33,0
1703,1,10,1
1704,1,102,1
1705,1,44,1
1706,1,56,0
1707,1,3,1
1708,1,180,1
1709,1,85,1
1710,0,80,1
1711,1,176,0
1712,1,164,0
1713,1,76,0
1714,0,163,0
1715,1,29,0
1716,0,130,1
1717,0,10,1
1718,1,119,1
1719,1,38,1
1720,1,138,0
1721,0,24,0
1722,0,61,0
1723,1,64,0
1724,1,103,0
1725,1,99,0
1726,1,132,1
1727,1,122,1
1728,0,177,0
1729,0,147,0
1730,0,148,1
1731,1,131,0
1732,0,55,0
1733,1,176,0
1734,0,65,0
1735,0,78,0
1736,0,171,1
1737,0,25,0
1738,0,17,0
1739,0,1,1
1740,1,24,1
1741,0,94,0
1742,0,12,1
1743,0,18,1
1744,1,58,1
1745,1,38,1
1746,1,39,1
1747,1,164,0
1748,1,160,1
1749,0,7,0
1750,1,89,0
1751,1,33,1
1752,0,107,1
1753,0,94,1
1754,1,28,1
1755,0,149,1
1756,1,85,1
1757,0,169,1
1758,0,22,0
1759,0,15,1
1760,1,70,0
1761,1,14,1
1762,0,56,0
1763,1,71,0
1764,0,81,1
1765,0,63,0
1766,1,103,0
1767,0,168,0
1768,1,23,0
1769,0,90,1
1770,1,34,1
1771,0,14,1
1772,1,82,1
1773,1,157,0
1774,0,178,0
1775,0,136,1
1776,1,174,0
1777,1,156,0
1778,0,60,1
1779,1,76,0
1780,1,27,0
1781,1,72,1
1782,1,162,1
1783,1,85,1
1784,1,60,1
1785,0,179,0
1786,1,6,1
1787,1,83,1
1788,1,21,1
1789,0,10,1
1790,1,126,0
1791,0,155,0
1792,0,137,1
1793,0,136,0
1794,0,1,1
1795,0,157,0
1796,1,176,1
1797,0,92,1
1798,1,6,0
1799,0,103,1
1800,0,127,0
1801,1,58,0
1802,0,180,1
1803,0,86,1
1804,1,88,0
1805,1,29,0
1806,1,9,0
1807,1,50,1
1808,0,174,1
1809,0,163,1
1810,0,24,1
1811,1,159,1
1812,0,152,0
1813,1,25,0
1814,1,94,1
1815,0,164,1
1816,0,69,0
1817,0,97,0
1818,0,56,0
1819,0,68,1
1820,1,155,1
1821,0,158,0
1822,1,28,1
1823,0,48,1
1824,1,170,0
1825,0,91,0
1826,0,42,0
1827,0,141,0
1828,1,51,1
1829,1,15,1
1830,0,159,0
1831,0,159,1
1832,1,28,0
1833,1,125,0
1834,0,30,0
1835,0,171,0
1836,0,129,0
1837,1,59,0
1838,0,63,1
1839,0,52,1
1840,1,21,0
1841,0,4,1
1842,1,71,0
1843,1,89,0
1844,0,87,0
1845,0,127,1
1846,1,76,0
1847,1,108,0
1848,0,149,1
1849,1,50,0
1850,1,74,1
1851,0,66,1
1852,1,86,0
1853,0,30,1
1854,1,73,0
1855,0,170,0
1856,1,104,0
1857,0,160,0
1858,0,7,0
1859,0,51,0
1860,0,178,0
1861,1,168,1
1862,0,144,0
1863,0,154,1
1864,1,58,1
1865,0,112,1
1866,1,44,0
1867,1,125,1
1868,0,68,0
1869,0,125,1
1870,1,133,1
1871,1,136,1
1872,1,97,1
1873,0,111,1
1874,1,155,1
1875,1,35,1
1876,1,1,0
1877,1,156,0
1878,1,29,1
1879,1,130,1
1880,1,98,1
1881,0,173,0
1882,0,107,0
1883,1,82,0
1884,1,102,0
1885,1,39,1
1886,1,155,0
1887,0,49,1
1888,1,80,0
1889,0,72,1
1890,0,126,0
1891,0,166,0
1892,0,167,0
1893,1,111,0
1894,1,79,1
1895,0,166,0
1896,0,40,1
1897,1,47,0
1898,0,25,0
1899,1,125,0
1900,1,2,1
1901,1,32,0
1902,1,166,0
1903,1,113,0
1904,0,122,1
1905,1,78,1
1906,0,14,0
1907,0,24,0
1908,0,122,1
1909,1,123,0
1910,1,31,0
1911,1,49,1
1912,0,138,0
1913,0,54,1
1914,0,141,0
1915,1,66,0
1916,1,173,1
1917,1,4,0
1918,0,180,1
1919,0,61,0
1920,0,87,0
1921,0,27,0
1922,1,44,1
1923,0,42,1
1924,0,148,0
1925,0,18,0
1926,0,137,1
1927,1,16,0
1928,0,16,0
1929,0,9,1
1930,1,149,0
1931,0,15,1
1932,1,56,0
1933,1,48,0
1934,0,110,1
1935,1,109,1
1936,0,174,1
1937,1,11,1
1938,1,38,0
1939,0,34,1
1940,0,55,0
1941,1,50,0
1942,0,127,1
1943,1,33,1
1944,1,175,1
1945,0,160,1
1946,1,82,1
1947,0,1,0
1948,0,38,0
1949,1,78,1
1950,1,28,0
1951,1,65,0
1952,1,11,1
1953,0,166,1
1954,1,133,1
1955,1,88,1
1956,1,145,0
1957,0,102,0
1958,1,54,1
1959,0,83,0
1960,1,180,1
1961,1,87,0
1962,1,132,1
1963,0,153,0
1964,1,23,1
1965,0,11,1
1966,1,61,1
1967,0,45,0
1968,1,84,1
1969,1,97,1
1970,0,147,1
1971,0,59,0
1972,0,88,1
1973,0,129,1
1974,1,178,1
1975,0,6,1
1976,1,125,0
1977,1,127,0
1978,1,53,1
1979,1,150,0
1980,1,112,0
1981,0,105,1
1982,0,148,0
1983,0,125,0
1984,0,39,1
1985,1,111,0
1986,0,6,0
1987,0,92,0
1988,0,2,1
1989,0,179,1
1990,0,59,1
1991,0,145,1
1992,1,141,0
1993,1,171,1
1994,0,80,1
1995,1,49,0
1996,1,59,0
1997,1,142,0
1998,0,56,0
1999,1,71,1
2000,1,77,1
2001,1,18,1
2002,0,14,1
2003,1,154,0
2004,1,170,1
2005,1,100,0
2006,0,35,1
2007,1,74,0
2008,0,93,1
2009,1,92,0
2010,0,170,1
2011,0,60,0
2012,1,145,0
2013,1,114,0
2014,0,41,0
2015,1,144,0
2016,0,67,1
2017,0,28,0
2018,1,71,1
2019,0,60,1
2020,1,66,0
2021,0,76,1
2022,0,47,1
2023,1,102,1
2024,1,93,1
2025,1,72,1
2026,0,54,0
2027,0,157,1
2028,1,61,1
2029,0,163,0
2030,0,5,0
2031,0,129,1
2032,1,89,1
2033,0,85,0
2034,1,178,0
2035,1,90,0
2036,1,112,0
2037,1,32,1
2038,1,62,1
2039,0,90,0
2040,1,65,0
2041,0,144,0
2042,0,40,1
2043,0,119,0
2044,1,175,1
2045,1,100,0
2046,0,4,0
2047,0,124,1
2048,0,72,0
2049,1,24,1
2050,0,8,0
2051,0,29,0
2052,1,34,1
2053,0,96,0
2054,1,94,1
2055,1,149,0
2056,1,174,1
2057,0,80,1
2058,1,122,0
2059,1,5,0
2060,0,80,0
2061,1,41,0
2062,0,51,1
2063,0,77,0
2064,1,75,1
2065,0,130,1
2066,1,64,1
2067,0,144,1
2068,1,127,0
2069,1,71,0
2070,1,79,0
2071,1,35,0
2072,0,42,1
2073,1,51,1
2074,0,81,1
2075,0,99,0
2076,0,75,0
2077,1,157,1
2078,1,17,1
2079,0,173,0
2080,0,165,0
2081,1,66,1
2082,1,128,0
2083,1,9,1
2084,1,61,0
2085,1,155,0
2086,0,84,1
2087,0,134,1
2088,1,37,0
2089,0,149,1
2090,0,67,0
2091,0,73,0
2092,0,7,0
2093,1,93,1
2094,1,140,1
2095,0,160,0
2096,0,61,0
2097,1,106,1
2098,0,108,1
2099,1,27,1
2100,0,69,1
2101,1,87,1
2102,1,77,1
2103,1,48,0
2104,0,103,0
2105,0,170,1
2106,1,34,0
2107,0,112,1
2108,0,102,0
2109,0,1,1
2110,1,101,0
2111,1,105,0
2112,1,85,0
2113,1,61,1
2114,0,6,1
2115,0,178,0
2116,0,19,0
2117,0,99,0
2118,0,170,0
2119,1,113,0
2120,0,163,0
2121,1,91,0
2122,0,135,0
2123,1,22,1
2124,0,77,0
2125,1,72,1
2126,1,76,0
2127,1,153,0
2128,1,120,1
2129,0,18,1
2130,1,9,1
2131,1,73,0
2132,0,93,0
2133,1,151,1
2134,1,72,0
2135,1,156,0
2136,0,166,0
2137,0,179,0
2138,1,55,1
2139,0,135,0
2140,0,52,1
2141,1,27,1
2142,1,99,0
2143,1,79,0
2144,1,107,1
2145,1,19,0
2146,0,148,0
2147,1,39,1
2148,0,73,0
2149,1,49,1
2150,0,162,1
2151,1,91,0
2152,1,155,1
2153,1,87,1
2154,0,71,0
2155,0,26,0
2156,0,94,0
2157,1,52,0
2158,1,111,0
2159,0,116,1
2160,0,12,0
2161,1,91,0
2162,0,11,1
2163,1,79,1
2164,0,116,1
2165,1,116,0
2166,1,166,1
2167,1,85,1
2168,0,76,1
2169,1,84,1
2170,1,45,0
2171,1,59,1
2172,0,26,1
2173,1,159,1
2174,1,55,1
2175,0,60,1
2176,1,31,0
2177,0,98,1
2178,0,177,1
2179,0,167,0
2180,0,112,1
2181,0,69,0
2182,0,37,1
2183,1,80,1
2184,0,3,0
2185,1,53,1
2186,1,9,1
2187,1,110,1
2188,1,84,0
2189,1,149,1
2190,1,163,0
2191,1,142,1
2192,0,161,0
2193,1,124,1
2194,1,154,0
2195,0,109,1
2196,0,88,1
2197,1,132,1
2198,1,177,0
2199,0,29,0
2200,1,68,1
2201,1,127,0
2202,0,163,1
2203,1,147,1
2204,1,8,0
2205,1,148,1
2206,0,24,0
2207,0,9,0
2208,0,87,1
2209,0,51,1
2210,1,122,0
2211,0,146,1
2212,0,147,1
2213,1,58,1
2214,1,19,1
2215,1,38,1
2216,1,87,0
2217,1,71,0
2218,1,52,1
2219,1,94,1
2220,0,43,0
2221,1,51,0
2222,0,6,1
2223,1,31,0
2224,0,156,0
2225,1,153,1
2226,0,1,0
2227,1,57,1
2228,1,80,1
2229,1,118,1
2230,1,117,1
2231,1,22,1
2232,0,73,0
2233,1,69,0
2234,0,113,0
2235,1,170,1
2236,0,115,1
2237,0,40,1
2238,1,80,0
2239,1,28,1
2240,1,105,0
2241,1,6,0
2242,0,139,1
2243,0,136,0
2244,0,87,1
2245,1,116,0
2246,1,97,1
2247,1,161,1
2248,1,108,1
2249,1,39,0
2250,0,117,0
2251,1,141,1
2252,1,158,1
2253,0,12,1
2254,1,153,0
2255,1,56,0
2256,0,144,0
2257,1,38,0
2258,0,126,0
2259,1,70,0
2260,0,19,1
2261,0,38,1
2262,0,125,0
2263,0,142,0
2264,0,147,1
2265,1,22,0
2266,1,93,0
2267,1,4,1
2268,0,169,0
2269,0,96,0
2270,0,171,0
2271,1,173,1
2272,0,30,1
2273,1,38,1
2274,0,15,1
2275,1,33,0
2276,1,29,1
2277,1,60,0
2278,0,62,1
2279,0,111,1
2280,1,106,0
2281,1,37,1
2282,1,102,0
2283,1,124,1
2284,1,109,0
2285,1,8,1
2286,0,15,1
2287,0,26,0
2288,0,72,1
2289,1,164,0
2290,0,74,1
2291,1,117,0
2292,1,177,0
2293,1,2,0
2294,0,108,0
2295,1,3,0
2296,1,111,1
2297,1,170,0
2298,1,32,1
2299,0,50,1
2300,0,146,0
2301,1,61,0
2302,0,45,1
2303,0,47,1
2304,1,77,0
2305,1,60,0
2306,0,125,0
2307,0,60,0
2308,0,157,1
2309,1,36,0
2310,0,143,0
2311,1,48,0
2312,0,172,1
2313,0,133,0
2314,0,68,0
2315,1,110,0
2316,1,34,1
2317,0,30,0
2318,1,105,0
2319,0,9,0
2320,1,155,1
2321,0,120,0
2322,1,76,0
2323,1,104,0
2324,1,126,1
2325,1,4,1
2326,0,25,1
2327,1,112,1
2328,0,143,0
2329,0,111,0
2330,1,138,0
2331,0,80,0
2332,0,61,1
2333,0,174,1
2334,1,130,0
2335,1,42,0
2336,1,122,0
2337,1,16,1
2338,1,55,0
2339,1,90,0
2340,1,115,0
2341,0,114,1
2342,0,8,1
2343,1,73,1
2344,1,173,1
2345,1,14,1
2346,0,41,0
2347,1,82,0
2348,1,122,0
2349,0,126,0
2350,0,98,0
2351,0,64,0
2352,0,13,1
2353,0,127,1
2354,0,61,1
2355,1,31,0
2356,0,84,1
2357,0,1,0
2358,1,73,0
2359,0,85,1
2360,1,167,1
2361,0,125,1
2362,0,34,0
2363,0,119,0
2364,0,129,0
2365,0,116,1
2366,0,4,1
2367,1,146,1
2368,1,173,1
2369,1,140,1
2370,0,177,1
2371,1,143,0
2372,0,48,1
2373,0,130,0
2374,0,102,1
2375,0,81,1
2376,0,49,1
2377,0,49,1
2378,1,71,1
2379,1,112,0
2380,0,127,0
2381,0,148,1
2382,0,98,0
2383,0,94,0
2384,1,147,0
2385,1,147,0
2386,1,4,0
2387,0,161,0
2388,1,59,1
2389,0,18,0
2390,0,148,1
2391,1,20,0
2392,1,39,1
2393,1,37,0
2394,0,89,0
2395,0,175,0
2396,0,92,1
2397,0,135,1
2398,1,3,0
2399,1,2,0
2400,0,156,1
2401,1,123,1
2402,0,121,1
2403,1,32,0
2404,1,16,1
2405,1,62,1
2406,1,112,1
2407,1,20,1
2408,0,48,1
2409,1,170,1
2410,1,39,1
2411,1,37,0
2412,0,8,0
2413,0,106,0
2414,0,170,0
2415,0,156,0
2416,1,66,1
2417,1,27,1
2418,1,44,1
2419,1,157,1
2420,1,76,0
2421,1,79,0
2422,1,5,0
2423,0,51,1
2424,1,70,0
2425,1,106,0
2426,0,106,0
2427,0,8,1
2428,1,45,1
2429,0,155,0
2430,0,121,0
2431,0,99,1
2432,1,75,1
2433,1,169,1
2434,0,2,0
2435,1,119,1
2436,0,4,1
2437,0,31,0
2438,0,10,0
2439,0,102,0
2440,1,143,1
2441,0,21,0
2442,0,158,1
2443,1,25,0
2444,1,160,0
2445,0,27,0
2446,0,139,0
2447,0,25,1
2448,1,58,1
2449,0,132,0
2450,1,113,0
2451,1,128,0
2452,1,85,0
2453,0,155,0
2454,0,60,0
2455,1,1,0
2456,1,133,1
2457,1,78,0
2458,1,151,0
2459,1,15,1
2460,0,168,1
2461,0,49,0
2462,0,111,0
2463,0,142,1
2464,0,112,0
2465,1,22,0
2466,1,45,1
2467,1,130,0
2468,1,151,1
2469,1,142,0
2470,1,39,1
2471,0,169,0
2472,1,51,1
2473,0,99,0
2474,0,104,1
2475,1,47,1
2476,0,66,1
2477,1,74,0
2478,1,45,0
2479,0,42,0
2480,1,111,0
2481,0,68,0
2482,1,132,0
2483,1,151,1
2484,0,14,0
2485,1,73,0
2486,0,63,0
2487,0,4,1
2488,1,48,0
2489,0,151,0
2490,0,30,1
2491,1,25,1
2492,0,102,1
2493,1,121,1
2494,0,21,1
2495,0,95,0
2496,0,160,1
2497,1,57,1
2498,0,131,1
2499,1,140,0
2500,0,25,1
2501,0,22,0
2502,0,61,0
2503,1,134,1
2504,0,166,0
2505,0,122,1
2506,1,171,1
2507,1,30,0
2508,1,58,0
2509,0,136,1
2510,0,39,1
2511,1,25,0
2512,1,86,1
2513,1,152,0
2514,1,41,0
2515,0,24,0
2516,0,121,0
2517,1,10,0
2518,0,77,0
2519,0,142,1
2520,0,60,1
2521,0,35,0
2522,0,38,0
2523,1,125,0
2524,1,83,0
2525,0,136,0
2526,0,88,0
2527,1,91,0
2528,1,158,1
2529,1,158,1
2530,0,73,1
2531,0,64,0
2532,1,118,0
2533,0,153,1
2534,0,137,1
2535,0,17,0
2536,0,107,0
2537,0,58,1
2538,0,49,0
2539,0,1,1
2540,0,158,1
2541,0,102,1
2542,1,79,0
2543,1,12,0
2544,0,160,1
2545,1,118,0
2546,0,65,1
2547,1,51,0
2548,0,177,0
2549,0,38,1
2550,1,28,1
2551,0,38,0
2552,1,11,0
2553,0,93,1
2554,0,140,1
2555,1,120,1
2556,1,35,1
2557,0,126,0
2558,1,146,1
2559,0,43,1
2560,1,20,0
2561,0,85,1
2562,1,79,1
2563,0,143,1
2564,0,171,0
2565,0,109,1
2566,1,108,1
2567,1,150,0
2568,0,77,1
2569,0,45,1
2570,1,130,1
2571,1,171,0
2572,0,102,1
2573,0,98,1
2574,1,99,0
2575,1,30,1
2576,0,129,1
2577,1,40,0
2578,1,46,1
2579,0,18,0
2580,0,49,1
2581,1,79,1
2582,1,18,1
2583,0,66,0
2584,1,1,0
2585,1,17,0
2586,0,95,1
2587,0,91,1
2588,1,129,0
2589,1,160,0
2590,1,172,0
2591,0,128,0
2592,0,143,1
2593,0,127,1
2594,1,148,0
2595,0,119,1
2596,1,6,1
2597,0,146,0
2598,0,51,0
2599,1,47,1
2600,1,134,1
2601,1,119,0
2602,1,42,0
2603,1,50,1
2604,1,160,1
2605,1,175,1
2606,0,5,1
2607,0,106,1
2608,0,7,1
2609,0,141,0
2610,0,74,1
2611,1,101,1
2612,1,127,0
2613,0,108,1
2614,0,172,0
2615,0,46,1
2616,1,43,0
2617,1,87,0
2618,0,42,1
2619,0,164,0
2620,0,178,1
2621,0,123,0
2622,0,34,1
2623,1,105,1
2624,0,164,1
2625,1,31,1
2626,0,90,1
2627,1,113,0
2628,0,158,0
2629,0,136,0
2630,0,75,1
2631,1,46,1
2632,1,88,1
2633,0,40,0
2634,0,140,1
2635,0,40,1
2636,1,125,1
2637,0,172,0
2638,1,6,0
2639,1,55,0
2640,0,14,0
2641,1,21,0
2642,0,167,1
2643,0,30,1
2644,0,108,0
2645,0,82,1
2646,0,138,1
2647,0,145,0
2648,0,67,1
2649,1,172,1
2650,1,100,1
2651,1,69,1
2652,0,170,0
2653,0,13,1
2654,0,9,0
2655,1,123,1
2656,1,67,1
2657,1,28,0
2658,0,134,1
2659,0,2,0
2660,0,172,0
2661,0,175,0
2662,0,163,1
2663,0,141,1
2664,1,167,1
2665,0,136,1
2666,0,58,0
2667,0,79,0
2668,1,127,0
2669,0,2,0
2670,1,117,1
2671,0,28,0
2672,0,123,1
2673,1,55,0
2674,1,106,0
2675,0,4,0
2676,1,14,1
2677,0,15,1
2678,1,133,1
2679,1,75,0
2680,1,81,1
2681,1,71,0
2682,0,105,1
2683,0,10,0
2684,0,143,1
2685,0,5,0
2686,1,166,1
2687,0,65,0
2688,1,4,1
2689,0,101,0
2690,1,22,0
2691,1,16,1
2692,0,171,1
2693,1,132,1
2694,1,17,1
2695,1,154,1
2696,0,51,0
2697,1,176,0
2698,1,65,1
2699,0,140,0
2700,1,92,0
2701,0,119,0
2702,1,107,1
2703,1,60,1
2704,0,102,0
2705,1,167,0
2706,1,61,0
2707,1,103,0
2708,1,17,0
2709,0,61,1
2710,1,118,0
2711,1,82,1
2712,0,83,1
2713,0,82,0
2714,0,88,0
2715,0,162,0
2716,1,19,0
2717,0,78,0
2718,0,159,1
2719,0,141,1
2720,0,59,0
2721,0,32,1
2722,1,43,1
2723,1,179,1
2724,1,106,0
2725,0,177,0
2726,0,99,0
2727,0,61,0
2728,0,148,1
2729,0,67,1
2730,1,160,1
2731,0,170,0
2732,0,122,0
2733,1,47,0
2734,1,147,1
2735,1,28,0
2736,0,69,1
2737,1,172,0
2738,1,133,0
2739,0,97,1
2740,1,117,0
2741,0,9,0
2742,1,6,1
2743,1,30,0
2744,1,51,1
2745,0,37,1
2746,1,15,0
2747,0,60,0
2748,0,37,0
2749,1,120,0
2750,0,85,1
2751,0,69,1
2752,0,154,0
2753,0,135,1
2754,0,154,0
2755,1,104,1
2756,1,122,0
2757,1,4,0
2758,0,29,1
2759,1,35,1
2760,1,126,1
2761,1,58,0
2762,1,7,1
2763,1,13,1
2764,0,61,1
2765,0,47,1
2766,0,177,0
2767,0,66,0
2768,1,139,1
2769,0,43,0
2770,1,175,0
2771,0,73,1
2772,1,119,0
2773,1,100,0
2774,1,108,1
2775,0,75,0
2776,1,75,1
2777,1,146,1
2778,1,7,0
2779,0,11,1
2780,0,160,1
2781,1,168,0
2782,0,77,1
2783,1,32,1
2784,1,32,1
2785,0,6,0
2786,1,13,1
2787,1,157,1
2788,0,152,1
2789,1,12,0
2790,0,107,0
2791,0,54,0
2792,0,63,0
2793,0,109,0
2794,0,99,1
2795,0,48,0
2796,1,134,0
2797,1,15,0
2798,0,92,1
2799,1,170,1
2800,0,67,1
2801,0,53,0
2802,1,145,1
2803,1,46,1
2804,0,142,0
2805,0,41,0
2806,1,156,0
2807,1,147,0
2808,0,164,1
2809,1,32,1
2810,0,155,1
2811,1,124,1
2812,1,74,0
2813,1,166,0
2814,0,96,1
2815,0,120,1
2816,0,72,1
2817,0,55,1
2818,1,120,1
2819,1,28,1
2820,0,139,0
2821,0,10,0
2822,1,92,1
2823,0,91,1
2824,0,90,1
2825,0,97,1
2826,0,75,1
2827,1,104,1
2828,1,158,1
2829,1,139,0
2830,0,76,1
2831,0,41,0
2832,0,102,1
2833,0,23,0
2834,1,48,1
2835,1,82,0
2836,0,121,1
2837,0,180,1
2838,1,180,0
2839,1,89,0
2840,1,108,1
2841,1,48,1
2842,1,100,0
2843,1,64,0
2844,0,79,1
2845,1,39,0
2846,1,21,0
2847,1,42,0
2848,1,76,0
2849,1,154,0
2850,1,113,0
2851,1,80,1
2852,0,178,0
2853,1,86,0
2854,1,22,1
2855,0,39,0
2856,1,39,1
2857,1,152,0
2858,1,83,1
2859,0,124,0
2860,0,40,0
2861,1,95,0
2862,0,57,1
2863,0,1,0
2864,0,177,0
2865,0,119,0
2866,0,162,1
2867,0,165,0
2868,0,59,1
2869,0,85,0
2870,1,171,1
2871,1,124,0
2872,0,137,1
2873,0,3,1
2874,1,132,1
2875,1,104,0
2876,0,26,0
2877,0,18,1
2878,1,176,0
2879,0,44,0
2880,0,52,0
2881,0,130,0
2882,0,61,0
2883,1,99,1
2884,0,156,0
2885,0,172,0
2886,1,87,0
2887,1,48,0
2888,0,179,1
2889,0,45,0
2890,1,154,1
2891,0,156,1
2892,0,136,0
2893,1,61,1
2894,1,158,1
2895,1,96,0
2896,0,108,1
2897,1,92,0
2898,1,124,1
2899,0,94,0
2900,1,95,1
2901,1,107,1
2902,0,1,0
2903,1,24,1
2904,0,151,0
2905,1,105,1
2906,1,6,0
2907,1,5,1
2908,0,9,0
2909,1,165,1
2910,0,158,1
2911,0,159,1
2912,0,11,1
2913,1,91,0
2914,0,104,0
2915,1,100,1
2916,1,131,1
2917,0,178,1
2918,0,144,1
2919,0,137,0
2920,1,172,0
2921,1,158,0
2922,0,26,0
2923,0,33,0
2924,0,12,1
2925,0,13,1
2926,0,105,1
2927,0,98,0
2928,0,117,0
2929,0,108,1
2930,0,89,0
2931,0,37,0
2932,1,48,0
2933,1,172,1
2934,1,22,0
2935,1,102,0
2936,0,84,1
2937,0,166,1
2938,1,28,1
2939,1,46,1
2940,1,2,1
2941,0,117,0
2942,1,118,0
2943,1,9,0
2944,0,168,1
2945,0,179,1
2946,0,147,1
2947,0,123,0
2948,0,37,1
2949,0,56,1
2950,1,73,0
2951,1,141,0
2952,1,100,0
2953,0,35,0
2954,1,11,0
2955,1,102,1
2956,0,163,0
2957,0,58,0
2958,1,110,0
2959,1,139,1
2960,1,8,1
2961,1,89,0
2962,0,107,0
2963,0,154,1
2964,1,111,0
2965,1,122,0
2966,1,157,0
2967,1,126,1
2968,0,128,0
2969,0,120,1
2970,0,64,1
2971,0,95,0
2972,1,139,0
2973,0,165,0
2974,1,154,0
2975,1,25,0
2976,0,39,1
2977,1,36,0
2978,0,170,1
2979,0,19,1
2980,1,173,1
2981,1,27,1
2982,0,154,1
2983,0,35,1
2984,0,80,0
2985,0,27,0
2986,1,22,1
2987,1,153,1
2988,0,172,0
2989,0,19,0
2990,1,52,1
2991,1,102,0
2992,1,113,1
2993,1,61,1
2994,0,56,0
2995,0,173,0
2996,0,20,0
2997,1,124,1
2998,1,21,0
2999,0,78,1
3000,0,110,1
3001,1,164,1
3002,0,140,0
3003,0,22,0
3004,1,173,0
3005,1,9,1
3006,1,170,1
3007,1,36,0
3008,0,88,0
3009,0,162,0
3010,0,172,0
3011,0,148,0
3012,0,40,0
3013,0,63,0
3014,1,24,0
3015,0,170,0
3016,0,108,0
3017,0,178,0
3018,0,29,0
3019,0,141,1
3020,0,174,0
3021,1,90,1
3022,1,104,1
3023,0,100,1
3024,1,176,1
3025,0,73,1
3026,0,34,0
3027,0,176,1
3028,0,60,0
3029,1,20,0
3030,0,68,0
3031,0,113,0
3032,0,169,0
3033,1,65,1
3034,0,120,1
3035,0,11,1
3036,1,129,0
3037,1,120,0
3038,0,93,1
3039,1,32,0
3040,1,16,0
3041,1,113,0
3042,1,66,0
3043,0,61,1
3044,1,160,1
3045,1,109,1
3046,1,70,1
3047,0,122,0
3048,0,142,0
3049,1,150,0
3050,1,41,0
3051,0,153,1
3052,1,120,1
3053,0,22,0
3054,1,177,0
3055,0,57,1
3056,1,14,0
3057,1,167,1
3058,1,168,0
3059,0,92,0
3060,0,126,1
3061,1,42,1
3062,0,105,0
3063,0,2,1
3064,1,103,0
3065,0,161,1
3066,0,79,0
3067,0,30,1
3068,1,157,0
3069,0,72,0
3070,0,41,1
3071,1,18,1
3072,1,136,1
3073,0,33,1
3074,0,133,1
3075,1,75,1
3076,1,4,1
3077,0,114,1
3078,1,18,1
3079,1,48,1
3080,1,159,1
3081,1,169,1
3082,0,172,1
3083,1,14,0
3084,0,156,0
3085,1,67,0
3086,0,126,0
3087,1,177,0
3088,1,98,1
3089,0,175,0
3090,1,120,1
3091,0,42,0
3092,1,124,1
3093,0,97,1
3094,1,146,1
3095,0,15,1
3096,0,155,1
3097,0,169,1
3098,1,118,1
3099,0,142,1
3100,1,158,0
3101,0,88,0
3102,0,31,0
3103,1,113,0
3104,1,158,0
3105,0,170,1
3106,1,139,1
3107,0,103,0
3108,0,122,0
3109,1,17,1
3110,0,50,0
3111,0,52,1
3112,0,3,1
3113,0,157,1
3114,1,45,0
3115,0,39,1
3116,0,143,1
3117,0,13,1
3118,1,76,0
3119,1,131,1
3120,1,1,0
3121,1,114,1
3122,1,77,1
3123,1,13,0
3124,1,155,1
3125,0,56,1
3126,0,30,1
3127,1,70,1
3128,0,84,1
3129,0,79,0
3130,0,96,1
3131,0,114,0
3132,0,180,0
3133,1,135,1
3134,0,155,1
3135,0,98,0
3136,0,177,0
3137,0,41,1
3138,1,50,1
3139,1,73,1
3140,1,132,1
3141,0,21,1
3142,1,152,0
3143,1,127,0
3144,0,17,0
3145,1,166,1
3146,1,161,0
3147,1,124,0
3148,1,35,0
3149,0,155,0
3150,1,47,1
3151,0,49,0
3152,0,140,0
3153,1,33,0
3154,0,166,1
3155,1,32,0
3156,1,109,0
3157,0,60,0
3158,1,137,1
3159,1,73,1
3160,1,115,1
3161,0,78,1
3162,1,15,0
3163,1,80,0
3164,1,97,1
3165,0,50,1
3166,0,39,0
3167,0,149,1
3168,1,42,1
3169,1,118,1
3170,0,95,0
3171,0,165,1
3172,0,139,0
3173,1,94,0
3174,0,82,1
3175,1,146,0
3176,0,141,1
3177,1,163,1
3178,0,107,1
3179,1,172,1
3180,1,155,0
3181,0,95,0
3182,0,58,0
3183,0,93,0
3184,0,90,1
3185,1,29,0
3186,1,49,1
3187,1,125,0
3188,1,50,0
3189,1,33,1
3190,1,23,1
3191,0,175,1
3192,1,171,0
3193,0,60,0
3194,1,92,0
3195,0,155,0
3196,1,144,1
3197,0,22,0
3198,1,127,0
3199,1,157,1
3200,1,132,0
3201,0,63,1
3202,1,13,1
3203,1,132,1
3204,0,168,0
3205,1,6,1
3206,0,4,0
3207,0,158,1
3208,0,53,1
3209,0,46,1
3210,1,23,1
3211,0,38,0
