DIRECCION,COSTO,SEGURO,NUMEROHABITACIONES,MENAJE
 50179  Galesburg Way,827399,E8882296-4D30-4327-9F7B-3C96FF1A43F2,4,0
 74465 East Tokelau Ln.,505377,C876BFE7-075C-47DC-B95A-2FB8CBBE973B,4,0
 40170 North Half Moon Bay Ln.,326172,27C19C22-809E-4689-B2D2-5906395E3BFF,5,0
 65117 North Costa Rica Ct.,492658,B61F2D13-3C77-4B72-A4F6-28BE487B8A7C,5,1
 73492  Moldova St.,443363,6A9C24EB-AFA3-4CEB-8A3F-826C5E13FEB3,5,1
 25556  Portugal Ln.,883478,17ACB2CE-C234-4F57-8024-518CA53C59A9,1,1
 53816 East Armenia Blvd.,865972,096908F5-ADB5-4F93-9010-BCA3D97D6CCE,1,0
 3768 North Romania Way,796326,ACE42D17-036D-4711-AAA7-50146B90ADB5,1,0
 74035 South Togo Ct.,398675,C25D79CF-74E0-45A3-8B07-C060957DEE1A,2,0
 36359  Dover Ln.,449256,B1B9B13F-CD64-4C9B-A9BC-8758F3B37EA5,2,1
 8758 South Montserrat Ln.,832251,267E34BB-9223-442F-BCB2-4045E78D5B49,3,1
 71681 South Anguilla Ct.,821750,D328E262-C7D0-47F7-8574-DB2ACD4ADDE2,1,1
 90745 West Ireland Ln.,392681,CC02AF0B-4492-46A7-BC94-92EE08C58174,3,0
 86053  Somalia Way,741828,5C54594A-3FFD-47FB-BBD7-14642EF95383,2,1
 31989 West Belarus St.,143426,0F4EDD8F-3C6B-433C-99DC-6FF51E65E7B9,3,0
 29684 West Morgantown Way,100154,BA693D80-CB76-46A6-8144-0520650AF63C,5,1
 4662 North Jacksonville Ct.,336896,8F39D708-C632-405B-A256-765D84616311,3,1
 87307  Guyana Blvd.,105685,2929330E-1DB2-495C-904C-4EF3918DDDC4,3,0
 26324 East Fairbanks St.,596435,9EB30E00-59F9-4629-AD53-E77AD45410A9,2,1
 79135 West Edmond St.,508684,8975D922-9534-4D03-9108-AAD4FDF3DC99,3,0
 11995 East Sao Tome and Principe Way,177302,0752F7C3-9A8C-4B96-B462-4230E900596B,1,0
 71537 East Bloomington Ct.,368801,C4D193F3-9F6B-4ADA-9C5D-B517D468ACF8,2,0
 28131 North Gainesville Ct.,299249,5BFD0ED3-C00C-4F45-8243-D57B458228C7,4,1
 69540 North Faroe Islands St.,744645,AFB2F424-7AC3-4CEA-9393-6C9DD02B49E7,3,0
 54964 South Middlebury Way,569314,4DB82E2E-555D-4E59-87CA-6C8C43A9D4EA,3,1
 20675 West Sierra Leone Ct.,495458,7D9840BE-E701-4D22-A5E4-13644B01F6E1,1,1
 85742 South Mongolia Ave.,163609,11643132-882B-45B8-8CB8-06391A8D4126,1,0
 80758 East Guinea St.,756096,16001048-FF4D-4FCF-8F6D-E194ECCB8930,2,0
 99096 South Uganda Way,754773,AEFCE91E-7EBD-4982-A298-D22AB07BEE58,1,0
 80685 West Saint Pierre and Miquelon Ct.,368554,0D7E21D3-EA5C-49D6-A80A-B45E5F74F9A8,2,1
 152 South Malaysia St.,683937,C16A5923-BB71-4616-85A8-5203642A8B7E,3,0
 88736 East Billings Ct.,172355,B0953CEF-6ADB-4B72-88D2-8082B083C5F1,4,1
 87485 South Armenia St.,665782,86484320-D297-4EA8-A39B-CA5E86C2CCD6,5,0
 49907  Korea Way,117758,E7FEA802-81C3-4E84-9F7C-E2A67AA517DA,4,0
 80797 West Bismarck Ln.,117229,39182092-9CE1-4CBB-9D0C-AC96D3541ED3,5,1
 27056 South Lexington Ave.,844849,20F75146-98DB-4018-98F8-931FAA76FD08,2,1
 38122  Casper Ave.,806517,FB96DA8C-856F-4FCC-8BE4-5AD90344106D,2,1
 41320 South Angola St.,594961,226971B9-8F14-4CB2-8CB8-05D47004299F,5,1
 84717 South Spain St.,269702,B45D3416-D1D8-45F0-89CE-C8DCB47B5677,4,0
 20884 East Albania Blvd.,156688,9F9D7EB2-325D-4372-9DD5-7DDBA2AF29CA,4,1
 70827 North Netherlands Antilles Ln.,222492,F7BE508E-1B7A-42C1-9E0A-6FFFD55610BD,1,0
 74807 West Escondido Blvd.,507780,9ED55822-00EB-473C-A130-2B829CED3E94,2,1
 39820 East Bellflower St.,794235,609B8E99-AF14-439F-9F82-83671C5CDE06,5,0
 26075 East Guyana Ln.,358763,CF8DF3B9-C419-4455-96DE-3C0EE77C90C5,1,0
 8595 East Belpre Ln.,269515,8297EDA1-C269-49D8-96B6-139B9BDBA99E,4,1
 43852 South Senegal Ct.,348307,CB8529AF-E469-4120-AD1A-691FFBAFAF58,4,1
 82536 East Panama St.,783011,4EA1B1AA-EA58-4F88-A9E4-A0441FD9F03A,5,1
 15055 North Corinth Blvd.,315589,9F782568-5CA5-46AF-B135-8C03F45B2029,2,1
 30262 North San Marino Ln.,456789,35E1A413-7186-4054-84B9-91B9D7979241,1,1
 56270 South Algeria Ln.,612936,CE656EBD-D3FB-4B47-88A6-ADA20D04160E,5,1
 58324 South Cameroon Way,357481,E9B79A91-01A5-4E94-9218-447DD3E15056,3,1
 34241  Montserrat Ave.,259401,0580B943-7CFF-4DE4-92EF-32C52793B2DD,2,0
 2470 East Puerto Rico Ln.,479941,F8A01C62-F580-4535-BF5A-84B82CE6842B,3,0
 28122 North McAllen Ln.,492140,1AA59408-983D-479B-AFF1-4EA0B3A02134,2,1
 73025 East Ethiopia Ct.,352842,6DDCBFB5-E947-4BBD-A8F9-E3069AE35C2E,3,1
 59305 North Iceland Ct.,257231,094C4172-CD61-4329-8826-C626208329FE,5,0
 29586 West Canada Ave.,694661,7BFB8AC6-B647-4D20-B618-F42870180611,5,1
 57202 East Angola Ave.,372935,2C6BE80E-7609-4D9B-ADA9-BAB4044FBE6D,1,1
 17606 West Nauru Ln.,508253,E7DA95CE-7866-4DAC-8F17-0D9BCA4C3360,4,1
 62243 East Jamaica Ave.,384825,F7B68E1F-473D-4CA8-975E-A5A1F972B2F4,3,0
 49984 West Chad St.,428646,9B163EFC-CB0B-4595-BF32-A613B8C03811,4,0
 964  Astoria Ct.,744291,E4A94D91-18E9-47B3-B1A9-5BBFE3DC9621,2,0
 20103 North Barbados Ln.,263417,98E89B53-F536-4CFF-A555-D73F0A5E59FF,4,1
 4239 South Somalia St.,355867,8341A3E2-030A-4825-B17D-9A8040854114,1,1
 26765 North Ephraim Ave.,593132,028103FB-909E-401F-BCFA-E73EF524E7DA,5,0
 42828  Saint Lucia Blvd.,678270,4CFB1651-4051-4C60-8FB3-EC9B1CB2C622,2,1
 17669 East Henderson Ct.,420309,EAB1E654-D265-4733-A4BB-FC113FC732D7,4,0
 80704  Brazil Ct.,613149,B18DA163-B338-45B0-88DE-1BA40F3CDF6C,2,1
 21769 East Mechanicville Blvd.,703221,6514C6DB-7C7B-47D4-B66D-A08A25F7912B,5,0
 46274  Nigeria Blvd.,203487,6AC5733B-6A38-4393-8F31-120C2CF0DDA6,2,0
 6173 North Baltimore Ln.,110420,4F6213F4-3626-432B-BBBA-A89252BAD74F,1,1
 36946 South Libyan Arab Jamahiriya Ave.,514724,609BDE93-BAD1-4B1F-B065-40B70EC43B1A,3,1
 43121  Guyana Ln.,223458,8B34B6E7-CD16-4751-8B69-E5C29B69F45B,5,0
 10029 East Antarctica Way,227801,D572C5FD-3ECE-4623-9F2C-EED16AC90E99,5,0
 2792 East Durham Ave.,195110,6C5A53E9-0F7C-4AFC-94D6-C0D963ECBC2E,3,0
 40314  Arvada St.,325142,033416E2-A906-4F79-995D-420B6AE04CAA,3,1
 1050 South Bouvet Island Way,778441,DD48C698-BAB9-4143-92F2-E7E5ABA3A4FE,1,0
 61903 West Ireland Ave.,601227,B08363E8-3A97-4A12-A069-236C49FBB2D7,2,1
 46308 West Equatorial Guinea Way,229429,4B66FD4E-A5C2-4E6D-B203-278145E00EB4,5,1
 67133  Austria Way,329711,8E4BC339-D415-4AE5-A7AE-D198FF4B5DC9,4,0
 5567 East Sri Lanka St.,558765,9CFCA512-FE4D-4BC9-91A8-21ABCF4AEA41,1,0
 86236 East Algeria Way,738914,4D95F7B1-E527-4910-9605-FE46E8A0827F,3,0
 86273 South Parkersburg Ct.,850526,A6EACFB4-94EA-47CB-91F6-1FEC41DF5B4C,1,1
 43719  Serbia and Montenegro Way,231049,A696084B-9269-4975-B1E5-A15FB8706615,3,1
 85490 West Viet Nam St.,678205,CA3C5B08-ABF9-4D0A-A3A7-A17986FA2245,1,1
 16972 East El Salvador Ln.,897424,009F2415-F28A-4ADB-9FDA-6D2141735A29,4,0
 85784 South Comoros Ave.,705132,551E62B3-E209-4818-BB1A-34FF07DDB973,1,0
 75413 North Belize Ave.,487774,D77BEF56-0480-4A9E-A84F-95ABE8C05F55,1,0
 51558 North Kazakhstan Ln.,320831,0D3F64BC-0947-437F-B587-B3A12FFBF140,3,1
 37111 North Barbados St.,600023,9F284728-B5A9-42CA-BB9D-16A3D7339281,4,0
 76691 East Oman Ct.,297290,B15D25EC-42AA-48E0-86B1-C1A031A2B910,1,0
 98504 East Guinea Way,796663,1A86733A-F6A1-40A4-9B16-0982AB368EB7,4,0
 78988  Samoa Ave.,896034,07F883CB-F6CF-4079-89F3-EE09DED00A1C,1,0
 95974 South South Georgia and The South Sandwich Islands Way,224529,BE176B2A-8924-414A-A138-1F2AFB157224,2,0
 58463 North Bolivia St.,392193,64561D03-A01D-4434-B805-223A53A8E812,5,0
 93117  Lebanon Way,263802,26D4613E-084A-4345-A696-BB92F62DEF93,1,0
 69145 West Ireland Ct.,225946,2C442196-D097-4B63-A8A1-3741263C8E54,4,0
 1760 South Burundi Ln.,142866,0CD2AE76-C053-453B-BA25-5DE541C7AB16,1,1
 60384 West Australia Ct.,656110,22D62E0A-D164-475D-BA6A-472393CE71C4,1,0
 45634 North Mongolia Ave.,869594,360726EE-2FE7-41D3-ACA2-2EAA9BD2DB62,2,1
 46496  Gibraltar Ct.,221855,D2AE2B40-0422-4CFD-8864-11A4E67A5D7C,3,0
 6022  Uruguay St.,854906,4D631386-33B7-469E-9DB9-F7756E7E423A,5,0
 1387 East Cook Islands Blvd.,235432,620C9995-0479-4819-81C0-54B230F33853,5,0
 28848 North Ephraim Ln.,410806,929FAA96-E21F-451C-9AD8-8B2543FCD8F3,4,1
 63925  Colombia Ln.,226735,8D26CDBC-F225-43D8-BFA6-93022100D09A,1,0
 86722  Azerbaijan St.,404923,62D43806-4126-45E8-99AB-E138D380846F,2,1
 48151 South Cape May St.,491726,F8F3813C-D815-4F41-A5E0-B8853BEEA06E,5,1
 41617 North Bangladesh Ln.,791279,B62987F3-4944-41E8-8ED4-9C4A52D5F934,3,0
 26352 East Angola Ave.,779812,6F9D1E7E-60CF-4766-9CC4-664C8CF6615D,2,1
 16023  La Palma St.,192264,1C63DC60-ED96-41F9-84BD-BDD8335F2E4B,2,0
 3438 West Allentown Way,252076,1C46E19D-9DB9-46FC-A288-C5EB03B8F8BB,1,0
 36900  Micronesia Ct.,404413,ACF3E6F0-3A14-4256-99E9-7033B819DAC3,1,0
 35340  Burundi Way,246471,4E173231-69D3-4A56-A85C-776380F304E2,3,0
 6801 North Oakland Way,867754,09398DEE-8678-411A-ACE5-BDE81B14A407,2,0
 75244 North Heard Island and Mcdonald Islands Way,572691,F1A12887-DDE1-490D-8640-408465A7D7DC,5,0
 16320  Apple Valley St.,889788,C6573354-B5DE-43F6-90AC-57AA49017711,5,1
 52157  Tunisia Way,170440,296DF7F5-412C-4C3E-BAC8-03946006CA74,3,1
 5595  Ecuador Blvd.,311879,B5F503BC-3EDE-4B73-8960-3E219790E743,2,0
 40254  Lithuania Ln.,289763,DDC8EDBB-6BB4-4C2D-89CD-24A199936102,4,1
 95948 North Virgin Islands, British Ave.,895243,336D9F28-E9A3-45CB-9D48-2A4F0C81C2D7,1,1
 93883 North Bosnia and Herzegovina Ave.,299224,E8D53857-7DAB-4376-99EA-A85F95B70C70,3,1
 87586 East Antigua and Barbuda Blvd.,619760,7DF233EC-3FE5-4A56-9183-6D5BF5E663D9,2,1
 38115  Mauritius St.,733439,2E5A42DF-4A77-45FC-BDBE-90107A6C26A7,5,0
 92995  Cayman Islands St.,305541,3D994E7E-6A5E-46D9-B73D-17D940D3C3BB,3,0
 37651 North Peabody Ave.,401993,E089D10A-6E62-49B3-9A42-75453F9DBF19,2,1
 34162  Colombia Way,608919,F7C00048-1950-45C5-9E9C-2EA39727A5D1,2,1
 50277 South British Indian Ocean Territory Ave.,564704,759FD645-0F76-4CFA-B8DB-BB3B3E21C5A4,1,0
 15670  Slovakia Ln.,430275,AD404A78-911C-4F88-BC1A-F245D5A96E3A,2,1
 70855 North Timor-leste St.,552550,66C72C8E-7E5C-4EFB-AD6F-C362AF0732D3,1,1
 70093  North Las Vegas Way,207636,CFAB62E8-DA37-404E-B702-3EE88E7FD985,3,0
 13386 East Geneva Ct.,746693,D02D0213-2382-4B6E-BD88-AFFC696DECA1,5,1
 3623  Australia Blvd.,373084,C9AB3D8B-0190-41F6-AE44-52308FD79A9E,1,1
 39578 West Djibouti Way,893668,21A0D190-F508-4C64-8BFB-545B22C05A65,4,0
 81077 North Benin Blvd.,633667,8C7F949A-4D50-4446-BCAC-D5137A36B4A3,4,1
 24169 North Guadeloupe Ave.,838948,875D23CB-70FD-4459-8627-ACF784426E90,2,0
 42510 North Burkina Faso St.,624742,F30BF816-14F6-4FCA-B473-572AE07E97ED,2,1
 57515 North Aruba Ave.,505377,7852C3A3-E7C9-4DF6-8BF5-E5D2F072F549,1,0
 86280 North Oman Ave.,288604,3F80EAAA-A62F-43A6-BA43-194908D23BDE,1,1
 59421 North Paraguay Blvd.,384804,AB5AF4D7-4F28-4ACB-A141-0F0C3A9236BE,4,0
 11500 West Ecuador Ln.,409046,A92DD7DC-89A6-4318-896F-73CE4442231C,2,1
 86105 West Auburn Ave.,827212,14FBAA93-9964-4F91-BA95-36D52EE843E0,5,0
 43324 South Netherlands Antilles Way,349307,7323555A-5A21-40B4-8BFA-1AD1F6F5121C,3,0
 42897 West Latvia Ln.,472599,B3AD992B-DF8A-4248-8A3C-8C4929A4992B,4,0
 98296 West Basin Ct.,401816,C2966D37-5B82-4255-871D-F6304D6311FC,5,1
 5607 North Appleton Blvd.,736318,2914203F-0801-4A3D-8037-448416C53642,5,1
 73067 South Dominica St.,724803,BD669932-EE54-44B6-9892-42074A99CD60,3,0
 99242 West Attleboro Ln.,149349,81777691-1739-4FDC-A999-C02C58DCEC6F,5,0
 85729 North Bangladesh Ave.,132399,A21BEF6E-6F30-46A5-BC2F-4566968E04AE,2,1
 58504 North Serbia and Montenegro Ln.,355263,46DADF4C-739D-4720-9C5A-9B746AA989FF,5,1
 70527 West Albania Way,448955,81D55110-19D7-4F23-AFA4-1BB77AD6108F,1,1
 26199 North Samoa Ln.,876567,8356CFC8-AC6B-42DF-89A5-DE8522078194,1,0
 72689 South San Marino Ave.,869053,9F395907-23F1-40B8-AC9B-BA52E233C6A5,4,0
 27260 South Pitcairn Ln.,248934,A743C941-803B-414A-8D65-3A15AE6DEED9,4,0
 33455 North Mauritius Ct.,146513,224CFAC5-2E4E-4605-BBF8-45BB6483C5EB,4,1
 54578  Bakersfield Ln.,133016,2A303A19-F0A4-4671-9315-F7E9173B0A02,3,1
 57009 South Bolivia Blvd.,122998,406E791B-C3C9-42BD-8391-F8D66074B704,5,1
 79223 East Viet Nam Blvd.,640398,9D3022E4-6334-4CEC-BEA4-0A2689BFF2FA,2,1
 10794  Concord Ave.,568261,BF7194F6-60AA-4B15-BD82-5AD6436DF721,4,1
 67557 North Burkina Faso Ct.,544090,F64A25B6-AA63-42AF-9FDC-FF2304915D3F,1,1
 48119 South Plymouth Ln.,870178,6D184F27-78DA-4357-8EAF-6A5FF4CC686B,1,1
 99214 West Fond du Lac Ln.,497207,D705A36E-A5C5-4268-A3CF-34C7E052D1ED,5,1
 93064  Ames St.,368996,6AE0DC14-1E4B-4A87-BB34-12B34A4319E3,5,1
 94612  Bhutan Ave.,189497,8E56DC18-BF8A-4A8E-9C88-722A7D16A73C,5,0
 81084 South Timor-leste Blvd.,781476,98D3B4B0-B262-4CD1-B69D-00A6D2D1DA84,4,1
 99712 North Zambia Ln.,176006,3049D932-0A4A-430A-8B04-C3DE75C9D0D1,1,1
 5366 East Burundi Ave.,856703,3A87E4FB-DAF3-4DDB-BC6D-1865E6C3654D,3,1
 15875 North Botswana Ct.,665582,CAC14D78-F8AA-4FCB-9EE7-27F709E1D744,4,1
 97958 East Clearwater St.,336582,284B2E6B-6C32-4D9B-8CA1-4CC3B566EA20,1,0
 98656 North Beacon St.,480067,0EAE62AB-B020-4455-B95E-66C3470D1227,4,0
 44393  Andorra Ln.,686665,61F17240-CE4B-4D69-8780-4C2475450EB6,4,0
 95580 South Iceland Ct.,685500,5173DA88-E707-4E9F-8633-18FF19D927EF,4,1
 86658 South Angola St.,684066,96B1185D-BFA0-4C45-9EDF-6D9C302FF7A2,4,1
 83298 East Canada St.,119636,C333DC1C-B7E3-44F3-B783-4E4382693AC9,2,0
 36479 South Cook Islands Blvd.,786349,257CE509-66C9-45BF-A902-BF17B3010E12,2,1
 62811 South Bermuda St.,600654,E77B61B2-D2A1-4162-AD60-72A2B12DCB4B,3,0
 79050 North Decatur Ln.,436243,0F3004B3-68B3-4318-AEE7-11EEC1DD9163,3,0
 43894 South Grand Rapids Ln.,481770,AE7B1C96-061E-46CF-8EEC-C51539728D0C,5,1
 76462 West Allentown Way,864409,2EED6E56-71F5-4FDD-8943-AAA41CC1B87F,1,1
 22975 North Italy Ave.,668475,091FC3F4-96DA-4397-A1D3-3365039FF3A2,5,1
 10020 North Azerbaijan St.,513269,E7BADAD1-2DBB-454B-BB00-2B492D30B4E7,2,1
 61356 North Cambodia St.,391950,D8682D60-2965-442B-A22F-4242DC3A4265,5,0
 71942 East Macedonia Way,174996,7D37BF39-5F42-4DD9-962A-65F4D9A15522,3,1
 77840 North Ecuador Way,627803,08A4FB33-AF3E-4DFF-AAFC-8A3EB33006A7,5,1
 12427 East Austria Blvd.,686485,1FB63A3D-C199-418F-9852-20B6CC088A38,2,0
 68150  Switzerland Ct.,886562,A26B6577-BDA1-4E21-B132-0DBD466FB80F,3,1
 49616  Lebanon St.,376190,4D81B41E-04CA-4787-9502-DAF328EDFAA7,5,0
 41298 North Cypress Ave.,368715,1A68C027-3372-411E-A3FC-18D6A6911D55,3,1
 10834  Daly City St.,304455,AF7E7CD1-861F-4A2E-B091-183924DD593C,4,0
 10954 South Bouvet Island Way,646681,A72B9197-35E0-4E47-8B3D-539F591C3447,5,1
 19592 West Botswana Ct.,687199,09BD8A46-F849-4C15-9B16-85885A1CBBCA,3,1
 51091 South Equatorial Guinea Ct.,577539,E6B9D324-3F54-47DB-8297-73B7D79EC559,4,1
 81039 South Turks and Caicos Islands Blvd.,184431,572EEA43-E998-444C-9A02-932DE08EA1B1,4,1
 87571 South Morocco Ln.,805175,EC29DB88-5C57-413E-A265-C7249C76FAE8,5,1
 20747 South Sri Lanka Ln.,98448,982DCCC8-90FA-48D9-AA62-A4305C0228D7,5,0
 16811 West Cook Islands Blvd.,219441,9364A3EA-D326-4F5D-962C-C67A11E3D6B1,2,1
 2828 West Ephraim Way,774542,E4AC6893-5AF5-4E0B-8770-BFA1F8A6B181,4,0
 46621  Argentina St.,638796,0FC299A5-30A6-4A65-9879-2C83DBBA8A9A,2,0
 37795 South Palau Blvd.,772709,C2487456-A839-47D0-A34C-D3982A5F4750,3,1
 30146 North Colombia Way,828890,39833E84-6079-4D0E-9B72-D42ACEA193EF,1,1
 30469 East Eufaula Ln.,375833,7EBA9E94-AE61-4A7F-98C9-D0F834289646,3,0
 24055 East Charleston Ave.,453106,39C49F37-DD79-48DA-8CA8-0AA0754E0E3A,4,0
 74462 East Mauritius Blvd.,860299,67F4520A-5C57-43BB-BCB9-BEAF7A4EC0A3,2,1
 68282 West College Station Blvd.,686355,15235FA1-96F2-40CB-A9F8-729D57F33A66,1,0
 52920 West Finland Way,501892,F18B9E66-035F-414D-9269-CEBC0B187650,5,0
 39978  Tokelau Ln.,756369,97032A11-2380-47DB-BB71-5908D390EA72,2,0
 88018 East Latvia St.,322163,040708E3-6E85-48E0-B7A3-302FFF0805EB,4,1
 53461 East Bristol Ave.,809721,25F66E35-E3D3-43E7-B82C-425E38EDA934,4,1
 54603 West Antarctica Ln.,829307,E0C751ED-04D7-426E-ABB5-38BB0E04C417,3,0
 50936 North Peru Way,753987,C0B64DF8-C612-49CC-BB99-8FE0777FA218,3,1
 30518 South Elsmere Blvd.,424106,7BBBEE50-8FF0-4CD6-87A1-34EDB13A0AFC,4,1
 12159 South Hungary Ln.,248384,A8977D3C-0A4D-4AC6-A208-2F4DC6BB0C68,3,0
 80891 South Gabon Ln.,535805,CDDB6CE7-DC64-4761-89AE-65D547313247,3,0
 17331 North Germany St.,775424,2EB3CF3C-C74D-48C4-ADD2-CF49F03F34F3,5,0
 3761  Armenia Way,236812,AC665666-818C-4CD5-BBF7-4A3BBEA7D8E9,5,1
 17807  Barbados Way,335938,E49C732B-8547-4E6B-ABED-367A70C2A5E9,5,1
 68886 North Bhutan Way,805592,E3B30253-14AB-4549-B378-171DBA842FA3,1,1
 43523 South Afghanistan Ave.,203865,DD5C1A81-48FE-420E-8794-DADBA7CF5974,5,0
 13806 South Belarus Ct.,387806,2BAD1E8D-DD2C-4AAF-AEF5-99916B1901BA,1,0
 83370 West Bhutan St.,407672,23E0740A-2139-4616-9B85-C37D4018B6B9,1,1
 87197 West Augusta Ct.,703560,987A6BDE-FEE1-4D05-8E8C-E7310DFB1423,2,1
 53396 West Port Orford Ave.,273152,F07D6786-08C6-4DCE-859D-98D9A0CA9CC3,1,1
 15618 West Czech Republic Ct.,811882,77748821-FD1E-413E-A00C-9B12879C765F,4,0
 12835 East Israel Ct.,601192,8BFB6EF6-7167-4BBF-BB72-0158E7014F3D,2,1
 73354 West Tuvalu Ln.,730938,5C44B904-EFF0-4721-8260-A684F18F01A3,1,0
 82868 West Greenland St.,560808,B1E31574-AC9D-4CFE-9001-BBCDC8E423F8,4,0
 23824  Cameroon Ln.,170225,C1BDC3E6-3024-47C0-BB41-9A598D36AD08,4,0
 79784 West Guyana Ave.,804340,C3FDA81C-AB2C-4F25-9C21-8BC7BE04CF1A,3,0
 95248 West Elmira Ln.,193882,ECC1FEBE-9133-41F7-B4F5-1D7CF5E7F9EA,2,0
 53514 South Butler Ave.,285982,F035CBE5-E3E3-4C17-B8CA-C79CC4E46CAA,3,1
 9929  Phoenix Ln.,457599,753AFBCD-2CE0-4B03-89BB-8C86420F763A,3,1
 56532  Saint Pierre and Miquelon Ln.,237198,B961AC00-6E43-4ABA-956A-6F1EFE27F812,3,0
 24991 North Denmark Ave.,525083,8F9090E9-DD3F-4EEE-B9FF-7771858EBA1F,5,0
 71969 South Trinidad and Tobago Blvd.,699950,76CE6572-D0CD-40C5-8B78-845AC7EA08B7,4,1
 27770 South Dominican Republic Ct.,136168,8C710E83-23C0-46B4-8A23-D861892F5B8A,1,1
 91789 East Holy See Vatican City State Blvd.,97518,9D999030-FD49-4934-91FB-03F7A9BFA875,4,1
 92918 West Kiribati Blvd.,780258,06A84FED-3B4E-4078-BEE9-DE0235898708,1,1
 41675 South Congo Way,664720,2305638A-CE41-4E69-BDD9-3F12C72A3D6E,1,0
 60226 South Cruz Bay Ave.,220945,E771E747-160F-4B52-A144-0650B0573E56,5,1
 92545 North Columbia Ave.,606207,062C9FE7-155F-435D-963B-D92013B7B005,5,1
 73738  Anguilla Ct.,120228,1CF8D02F-4B79-4B7A-B690-080389E0CD20,5,0
 69325 South Andorra Ave.,846608,AED76BE2-BD47-4869-8773-19C193566377,3,0
 65835 South United Kingdom St.,453037,A8392CDB-0D9F-4308-A939-0851EE41A181,2,0
 39293 South Georgia Ln.,437365,C6055270-8C66-4463-913F-8F32FB7FAA59,2,1
 61525 North Switzerland Ave.,572376,9710BC78-7E79-45C3-92E4-0A55911B9C8A,5,0
 48336  Germany Ave.,601798,5EB990CD-3A3E-4684-8607-AE51A4B18C03,1,1
 9924 East Botswana Ln.,375130,DE89C27C-7F5E-4308-BC3F-5C47FE5CDA81,2,1
 57346  Bangladesh Ct.,645849,708C2B9E-E095-4D1A-AA6A-F20BBC73CAA6,2,0
 98257 North Green Bay Blvd.,487102,6FE46F32-B49B-4A61-89F9-68A0FFE3CA0E,4,0
 10189 East Macao St.,267143,693B0F22-B79C-4F1B-A5A7-B37D03B3CB0F,1,1
 74983 South India St.,725435,FCE88B37-A86B-481A-9BAD-5A2016DC85B8,3,0
 26434 South Baton Rouge Ave.,267887,228D4855-B4CE-45A2-B011-A61842E4211C,5,0
 51197 South Viet Nam St.,674588,FEF16907-638E-432A-867E-67540F3123B5,5,1
 52719  Albania Ln.,425682,A80C762B-4F3F-4041-8DCD-69B103008153,5,0
 57733 East Martinique Ln.,377683,C26464B0-60DA-4085-8C44-A799A8901E30,1,1
 92642 South Armenia Blvd.,342715,F1182D31-693A-4461-813E-18A7EB4CB37F,1,0
 38096 South Chesapeake Ave.,794468,B9AABA33-1B8F-4FE3-8C37-0CA3265E2EDF,1,1
 40881  Blacksburg St.,415465,1741B432-0CE9-4E3A-BD23-8680F724FA1C,3,1
 49163 West Bradbury Ct.,271720,65E1D6DC-17E9-46EC-B1C5-E52DA9B00339,3,0
 69531 East Dominican Republic Ct.,440886,D75257C6-28F1-4A17-8018-3C0C89BCBC3A,2,0
 82168 West Nicaragua Ave.,520965,845EBA34-9E2D-412C-8D6D-339115387048,5,1
 94530  Dodge City Way,224787,002A175A-ED87-4E52-BABF-E58EC1178436,3,1
 27455 South Cambodia Ln.,159629,8A91B952-58C0-479F-999B-1CFFEB27CF88,4,0
 59049  Eritrea Way,280034,E85FDB30-A468-4BDA-8B83-105E9C8692B3,4,1
 29896  Cairo Blvd.,636846,18CDA763-5392-4096-9621-B2C064A8129E,1,0
 7393 South Belleville Ave.,688081,36EC3E4E-777D-467F-8EF9-4BC7F838DD21,1,1
 29155 West Lesotho Ct.,664977,E895E89C-B513-4789-8629-1344E3CA560E,2,1
 78967 East Japan Ave.,800828,47349266-5A63-4AF5-948C-5CF4C445BC5D,5,0
 36065  Artesia Blvd.,574312,25C8BF3D-753F-490A-9C33-8D78E9A1B876,1,0
 57218 North Palau Blvd.,719822,F1982EB5-944E-44BB-84E9-E6F169F99BE0,1,0
 96800 North Atlantic City Blvd.,798163,30833039-1060-41EF-850C-CE4C1F78BF79,3,0
 26996 East Heard Island and Mcdonald Islands Ct.,603005,97812B68-1D72-4995-A629-996B51F475C6,3,1
 91073 West Virgin Islands, British Ct.,290861,38AE7845-36DC-4399-982A-910E6E3BA69F,4,1
 73225 North Sao Tome and Principe St.,423203,645B8DC9-AB04-4FCF-8EC8-1BD88D981E69,1,1
 30586 South Cape Verde Ave.,446983,1A40B60C-85B2-4004-A962-144E41BFA531,3,0
 94502 West Switzerland Ln.,473326,EC13E66A-E23A-4A86-8E72-F28BD8B7E967,3,0
 32001 South Butte Way,358957,C8846352-12C5-4E2E-ADC7-532AC56BB6CD,5,0
 46442 South Pakistan Ave.,289176,C2A161BB-BD01-4227-9AF6-CE170652DE25,1,1
 25436 West Australia Way,181907,4B2B0E86-BBAA-4D0E-BA70-F78D4B52414D,1,1
 13502 East Afghanistan Ave.,726780,3131EC49-D934-46AA-BBE7-93F1085CD7FD,4,1
 40760 East Antarctica Ct.,274635,D3CE925E-899D-4E3C-91F1-A653255F8479,2,1
 59069 West Mozambique Ct.,553719,C9F6F264-FAAE-4F8A-8C77-A4C9E9D2D225,1,1
 90977 South Bahrain Ave.,116699,9C038CC3-AB55-4E23-AF9B-599A0F91DB29,4,0
 29122 South Bulgaria Ave.,643157,AE0E81AE-FA01-4379-802F-76C296CE5804,5,0
