NUMOFERTA, IDOPERADOR, IDLUGAR, TIPOLUGAR, HABILITADA, FECHAINICIAL, FECHAFINAL, PRECIO
 398,398,398,habitación vivienda universitaria,0,29/04/2019,30/04/2019,186341
 399,399,399,habitación vivienda ,0,28/01/2018,23/10/2018,1580718
 400,400,400,habitación hotel,1,17/03/2019,24/05/2019,3404412
 401,401,401,habitación vivienda ,1,04/04/2019,02/07/2019,3474051
 402,402,402,habitación vivienda universitaria,0,10/05/2018,24/05/2019,1548492
 403,403,403,vivienda,0,03/02/2018,07/05/2019,1916256
 404,404,404,habitación hostal,0,07/11/2019,10/09/2019,3607250
 405,405,405,vivienda,1,02/04/2020,25/01/2020,1653083
 406,406,406,suite vivienda universitaria,1,01/06/2018,14/05/2018,3046348
 407,407,407,habitación vivienda universitaria,0,08/11/2018,23/11/2018,645488
 408,408,408,habitación vivienda ,0,03/05/2019,06/03/2020,3884903
 409,409,409,habitación vivienda ,0,04/05/2019,23/07/2019,1562105
 410,410,410,habitación vivienda ,0,19/04/2019,28/11/2018,3983536
 411,411,411,habitación hotel,0,16/08/2018,11/07/2019,3926286
 412,412,412,vivienda,1,20/02/2020,10/11/2019,187120
 413,413,413,vivienda,0,31/03/2019,19/12/2018,139379
 414,414,414,habitación vivienda ,0,07/03/2018,16/12/2019,1493212
 415,415,415,habitación hotel,1,30/12/2019,26/06/2018,3131452
 416,416,416,suite vivienda universitaria,1,15/01/2020,11/02/2019,3006356
 417,417,417,habitación hostal,1,28/11/2018,12/03/2020,2670921
 418,418,418,habitación hotel,1,21/01/2018,28/04/2019,832074
 419,419,419,habitación hotel,0,18/12/2019,11/03/2019,1298341
 420,420,420,suite hotel,0,24/02/2020,10/04/2018,3079826
 421,421,421,vivienda,1,18/10/2019,14/09/2018,2742233
 422,422,422,vivienda,1,04/06/2018,15/03/2019,2437874
 423,423,423,habitación vivienda universitaria,1,11/05/2018,12/10/2019,1705638
 424,424,424,habitación vivienda universitaria,0,16/05/2020,06/07/2019,2540407
 425,425,425,vivienda,0,27/03/2018,22/02/2018,2990562
 426,426,426,vivienda,0,28/01/2018,06/05/2018,3276768
 427,427,427,vivienda,0,15/10/2018,01/03/2020,750249
 428,428,428,habitación vivienda ,0,30/05/2018,14/02/2019,591114
 429,429,429,suite vivienda universitaria,0,29/12/2019,02/02/2019,3765134
 430,430,430,habitación vivienda universitaria,1,14/09/2018,09/05/2020,1865882
 431,431,431,habitación vivienda universitaria,1,01/07/2019,03/02/2020,374135
 432,432,432,habitación hotel,1,28/04/2018,12/05/2019,815165
 433,433,433,suite hotel,1,25/03/2018,23/11/2018,3364350
 434,434,434,vivienda,1,25/02/2020,19/04/2018,465895
 435,435,435,suite hotel,1,11/12/2019,03/06/2019,3414778
 436,436,436,suite hotel,0,10/05/2020,30/05/2018,3853114
 437,437,437,habitación hostal,1,27/02/2020,21/04/2020,1461191
 438,438,438,suite vivienda universitaria,1,29/03/2019,21/04/2018,3352214
 439,439,439,vivienda,1,26/04/2019,16/10/2019,1552735
 440,440,440,habitación vivienda ,0,26/01/2019,11/01/2019,1097131
 441,441,441,habitación hotel,0,31/03/2019,03/07/2018,2763460
 442,442,442,vivienda,0,23/07/2018,10/06/2019,107529
 443,443,443,suite hotel,1,16/05/2018,19/05/2020,1162282
 444,444,444,suite vivienda universitaria,1,28/09/2018,27/07/2019,3283159
 445,445,445,habitación hostal,1,04/12/2018,24/08/2019,1298853
 446,446,446,vivienda,1,08/08/2018,19/11/2018,392499
 447,447,447,habitación hotel,0,02/12/2019,11/10/2019,2300132
 448,448,448,habitación hostal,1,08/07/2019,29/03/2020,1039039
 449,449,449,habitación hostal,1,19/06/2018,26/04/2020,2627940
 450,450,450,suite vivienda universitaria,1,01/01/2020,11/06/2019,3319752
 451,451,451,habitación vivienda universitaria,0,09/04/2018,06/04/2018,3894060
 452,452,452,habitación hostal,1,10/07/2018,04/10/2018,2822579
 453,453,453,suite hotel,0,14/10/2018,15/01/2018,573724
 454,454,454,habitación vivienda ,1,23/09/2019,25/09/2018,1179668
 455,455,455,suite vivienda universitaria,1,20/11/2019,20/08/2018,969831
 456,456,456,habitación hostal,1,11/12/2019,09/01/2020,3738903
 457,457,457,habitación vivienda ,1,24/10/2019,11/06/2018,1910387
 458,458,458,suite vivienda universitaria,0,07/09/2019,13/05/2018,2121960
 459,459,459,habitación vivienda universitaria,0,27/01/2019,05/09/2019,2095324
 460,460,460,habitación hostal,1,29/09/2018,24/12/2018,3760752
 461,461,461,suite hotel,0,06/10/2019,06/02/2018,3985572
 462,462,462,habitación vivienda ,1,23/08/2018,14/04/2018,2329274
 463,463,463,habitación hotel,1,14/01/2020,27/12/2019,2423942
 464,464,464,vivienda,0,12/01/2020,19/12/2018,215816
 465,465,465,habitación vivienda universitaria,1,21/02/2018,05/03/2019,2031957
 466,466,466,habitación hotel,0,14/02/2020,03/04/2019,2116571
 467,467,467,habitación vivienda universitaria,1,27/08/2018,19/11/2019,3519071
 468,468,468,habitación hotel,0,11/03/2020,20/04/2019,148549
 469,469,469,vivienda,0,05/05/2020,01/12/2019,1634404
 470,470,470,habitación vivienda ,0,28/02/2020,25/01/2020,616419
 471,471,471,habitación vivienda ,0,05/06/2018,19/03/2018,1297670
 472,472,472,suite hotel,1,24/05/2018,21/06/2019,2206440
 473,473,473,habitación hotel,1,09/12/2019,04/04/2018,1602851
 474,474,474,suite hotel,1,09/06/2019,04/06/2019,2726947
 475,475,475,habitación hotel,1,10/06/2018,07/10/2019,2642977
 476,476,476,habitación vivienda ,0,27/04/2020,05/04/2018,2688755
 477,477,477,habitación hostal,0,05/08/2019,17/02/2020,2696862
 478,478,478,suite hotel,0,07/02/2020,11/02/2019,2497271
 479,479,479,habitación hotel,1,16/09/2018,03/01/2020,2362142
 480,480,480,suite hotel,1,09/02/2018,20/02/2019,2631801
 481,481,481,suite hotel,0,10/03/2018,09/10/2018,2995869
 482,482,482,suite hotel,1,13/04/2019,25/04/2019,1985541
 483,483,483,habitación hostal,0,23/10/2019,02/10/2019,3194483
 484,484,484,habitación vivienda universitaria,1,03/02/2019,26/05/2019,2001622
 485,485,485,suite vivienda universitaria,1,10/08/2018,03/04/2020,1345455
 486,486,486,vivienda,1,07/05/2019,18/02/2019,1715932
 487,487,487,vivienda,0,18/08/2019,28/06/2018,3201445
 488,488,488,suite vivienda universitaria,1,26/08/2019,26/04/2018,2576596
 489,489,489,vivienda,1,29/11/2019,09/03/2020,968145
 490,490,490,habitación hotel,1,20/02/2019,12/04/2020,3118265
 491,491,491,suite vivienda universitaria,1,10/02/2019,03/04/2019,1713854
 492,492,492,habitación hostal,0,15/01/2019,13/09/2019,3836384
 493,493,493,habitación vivienda ,1,06/11/2019,16/10/2019,3860331
 494,494,494,suite vivienda universitaria,1,20/05/2018,03/06/2019,2239603
 495,495,495,habitación vivienda universitaria,0,18/07/2018,16/02/2020,2832617
 496,496,496,habitación hostal,0,11/08/2019,13/02/2020,138603
 497,497,497,suite vivienda universitaria,0,29/02/2020,01/08/2019,205599
 498,498,498,suite hotel,0,14/12/2018,31/01/2019,3583322
 499,499,499,habitación vivienda universitaria,1,21/04/2018,11/04/2020,1584496
 500,500,500,habitación vivienda universitaria,0,17/05/2018,15/02/2018,3100123
 501,501,501,habitación hotel,0,29/04/2020,11/03/2020,278227
 502,502,502,habitación vivienda universitaria,1,14/05/2018,09/12/2019,1193645
 503,503,503,suite vivienda universitaria,0,04/04/2018,03/03/2018,2452519
 504,504,504,habitación vivienda ,0,14/12/2019,10/09/2019,704067
 505,505,505,vivienda,0,22/02/2019,02/11/2019,2923156
 506,506,506,suite vivienda universitaria,0,16/04/2020,21/09/2019,3384263
 507,507,507,habitación vivienda universitaria,0,11/08/2019,12/11/2019,2738635
 508,508,508,habitación vivienda ,1,13/09/2019,09/05/2020,2062334
 509,509,509,habitación hostal,0,20/07/2018,30/12/2018,135939
 510,510,510,habitación hostal,0,06/10/2019,05/07/2018,1959003
 511,511,511,suite hotel,1,26/04/2018,10/01/2019,1740247
 512,512,512,habitación hostal,1,23/02/2020,26/10/2018,1715359
 513,513,513,suite vivienda universitaria,0,30/09/2018,26/09/2019,588737
 514,514,514,vivienda,1,19/06/2018,23/03/2020,2149080
 515,515,515,habitación vivienda universitaria,1,04/10/2019,22/03/2019,3865391
 516,516,516,habitación vivienda ,1,09/07/2018,27/01/2020,723041
 517,517,517,habitación hotel,1,04/08/2019,08/09/2019,3246679
 518,518,518,habitación vivienda universitaria,1,25/04/2018,29/05/2019,2440811
 519,519,519,habitación vivienda ,0,16/03/2018,27/04/2018,1015323
 520,520,520,habitación vivienda ,1,24/10/2019,04/08/2019,263946
 521,521,521,vivienda,1,21/09/2019,13/12/2019,3272372
 522,522,522,vivienda,1,20/03/2018,17/11/2018,2814576
 523,523,523,habitación vivienda ,0,08/11/2019,07/12/2018,3385905
 524,524,524,habitación hostal,1,23/06/2019,29/01/2020,942244
 525,525,525,suite vivienda universitaria,0,09/01/2019,14/02/2019,1285372
 526,526,526,suite vivienda universitaria,0,19/05/2019,30/09/2018,2971419
 527,527,527,habitación hotel,1,08/10/2019,12/08/2018,2369156
 528,528,528,habitación hostal,1,02/08/2019,13/12/2019,405564
 529,529,529,suite vivienda universitaria,0,14/12/2018,07/11/2019,1303775
 530,530,530,habitación vivienda ,0,19/06/2019,18/03/2019,761797
 531,531,531,habitación hotel,1,29/07/2018,05/02/2019,3672014
 532,532,532,habitación hostal,0,07/04/2018,14/05/2018,861021
 533,533,533,vivienda,0,14/05/2018,06/02/2019,1604386
 534,534,534,habitación hostal,0,01/11/2018,02/08/2019,3550146
 535,535,535,habitación vivienda universitaria,0,27/09/2019,20/04/2020,336023
 536,536,536,suite vivienda universitaria,1,26/03/2020,02/05/2020,3364096
 537,537,537,habitación vivienda universitaria,1,05/06/2019,31/03/2018,1332379
 538,538,538,habitación hotel,1,13/05/2019,07/02/2019,933380
 539,539,539,habitación hostal,0,25/03/2020,03/01/2018,2976657
 540,540,540,habitación hotel,0,14/07/2018,01/09/2019,846231
 541,541,541,vivienda,1,25/09/2019,05/08/2019,2332337
 542,542,542,habitación hotel,0,06/04/2018,20/12/2019,2562539
 543,543,543,vivienda,0,04/02/2018,30/07/2019,3367349
 544,544,544,habitación vivienda ,0,28/09/2018,12/01/2018,3567514
 545,545,545,suite hotel,1,21/06/2019,02/02/2020,544495
 546,546,546,vivienda,1,18/04/2020,08/07/2019,3913974
 547,547,547,habitación vivienda universitaria,1,17/09/2019,07/03/2020,3381542
 548,548,548,habitación vivienda ,1,01/02/2020,21/08/2018,1572072
 549,549,549,vivienda,0,27/09/2018,27/02/2018,139391
 550,550,550,habitación vivienda universitaria,1,14/08/2019,28/07/2018,1799936
 551,551,551,vivienda,0,21/08/2018,23/08/2018,2962834
 552,552,552,habitación vivienda ,0,12/02/2018,22/03/2018,2405417
 553,553,553,suite vivienda universitaria,0,11/04/2018,13/05/2019,1863394
 554,554,554,habitación vivienda universitaria,0,21/08/2018,23/02/2018,2876890
 555,555,555,vivienda,1,05/05/2018,29/01/2019,1355657
 556,556,556,habitación hostal,0,13/07/2018,31/12/2018,537374
 557,557,557,suite vivienda universitaria,0,01/04/2020,07/08/2019,796827
 558,558,558,habitación vivienda ,0,28/02/2018,26/07/2019,3240992
 559,559,559,habitación vivienda universitaria,1,22/12/2018,16/06/2018,1049192
 560,560,560,habitación hostal,0,29/04/2019,01/02/2018,1508671
 561,561,561,suite hotel,0,20/09/2018,10/10/2019,1669873
 562,562,562,suite vivienda universitaria,1,09/03/2018,13/12/2018,215532
 563,563,563,habitación hostal,1,15/05/2020,01/01/2019,3926423
 564,564,564,habitación vivienda universitaria,1,28/04/2019,03/02/2019,3931666
 565,565,565,habitación vivienda ,0,09/07/2019,23/09/2019,1972563
 566,566,566,habitación hotel,1,05/09/2019,21/11/2019,618616
 567,567,567,habitación hotel,1,29/04/2020,02/05/2019,2382176
 568,568,568,suite vivienda universitaria,1,14/08/2019,14/11/2019,2700111
 569,569,569,vivienda,1,22/10/2019,12/05/2019,2832050
 570,570,570,habitación vivienda universitaria,0,31/07/2019,15/01/2018,3634230
 571,571,571,habitación vivienda ,0,16/09/2019,27/11/2019,3521882
 572,572,572,habitación hotel,1,15/01/2019,24/05/2020,558266
 573,573,573,habitación hotel,0,19/03/2019,24/07/2018,2584146
 574,574,574,vivienda,0,20/12/2019,30/12/2019,1070403
 575,575,575,habitación vivienda universitaria,0,08/08/2019,04/10/2018,282383
 576,576,576,habitación hotel,0,02/05/2018,12/01/2020,841875
 577,577,577,habitación hostal,1,06/02/2019,24/08/2019,3767211
 578,578,578,suite hotel,0,15/05/2018,11/02/2018,3514948
 579,579,579,habitación hotel,0,22/06/2019,12/05/2018,2392906
 580,580,580,habitación vivienda universitaria,0,23/12/2018,04/07/2019,1091343
 581,581,581,habitación vivienda ,0,24/09/2018,05/03/2020,2218781
 582,582,582,habitación hotel,0,21/05/2020,31/01/2019,121055
 583,583,583,suite vivienda universitaria,0,06/04/2018,23/07/2019,3305007
 584,584,584,habitación hostal,0,13/09/2018,21/06/2018,1190158
 585,585,585,habitación hotel,0,13/11/2019,07/04/2018,414168
 586,586,586,suite hotel,1,09/09/2018,04/08/2018,2234686
 587,587,587,habitación hostal,0,01/11/2018,14/08/2018,1087266
 588,588,588,habitación vivienda universitaria,0,18/11/2018,14/03/2020,1216655
 589,589,589,habitación hostal,1,21/03/2019,22/08/2018,3612406
 590,590,590,habitación hotel,0,04/02/2018,13/11/2018,2344027
 591,591,591,habitación hostal,0,09/09/2019,15/03/2020,3768644
 592,592,592,habitación vivienda universitaria,0,15/12/2018,07/08/2019,171742
 593,593,593,habitación hotel,1,27/04/2018,24/06/2019,1523303
 594,594,594,habitación hostal,1,22/02/2019,01/04/2018,2428239
 595,595,595,suite hotel,1,16/01/2020,31/10/2018,713453
 596,596,596,vivienda,0,25/02/2019,03/01/2019,3481889
 597,597,597,habitación vivienda ,0,06/03/2020,06/01/2018,2377654
 598,598,598,suite hotel,0,11/12/2019,30/12/2019,1368943
 599,599,599,habitación hostal,1,01/03/2018,15/01/2018,337289
 600,600,600,suite vivienda universitaria,1,05/02/2019,19/03/2018,1095405
 601,601,601,habitación hotel,0,22/03/2019,24/11/2018,3023500
 602,602,602,habitación hotel,1,20/02/2018,22/02/2019,1837552
 603,603,603,habitación hostal,0,22/07/2018,12/02/2019,1187887
 604,604,604,habitación vivienda ,1,19/05/2020,04/07/2018,576179
 605,605,605,vivienda,1,05/06/2018,15/06/2019,1847252
 606,606,606,suite hotel,1,26/06/2018,24/09/2018,3234550
 607,607,607,habitación hostal,0,11/08/2019,13/06/2019,712120
 608,608,608,habitación vivienda ,1,01/04/2018,16/11/2019,3848416
 609,609,609,habitación hostal,1,30/12/2019,14/07/2018,1256773
 610,610,610,habitación vivienda universitaria,0,07/11/2018,11/02/2019,2410900
 611,611,611,suite hotel,0,10/08/2018,16/03/2020,2640194
 612,612,612,suite hotel,1,27/01/2019,07/02/2018,1101339
 613,613,613,suite vivienda universitaria,1,22/11/2018,06/02/2018,483614
 614,614,614,suite vivienda universitaria,1,04/09/2019,11/01/2018,577555
 615,615,615,habitación vivienda ,0,18/05/2019,30/01/2020,1152176
 616,616,616,habitación hotel,1,25/01/2019,19/02/2019,2301198
 617,617,617,habitación hostal,0,20/12/2018,06/12/2019,3089303
 618,618,618,habitación vivienda universitaria,1,20/04/2019,10/12/2019,3991703
 619,619,619,habitación hostal,1,21/11/2019,22/03/2018,443645
 620,620,620,vivienda,0,29/07/2019,19/02/2019,923735
 621,621,621,suite vivienda universitaria,0,21/11/2019,04/07/2018,838558
 622,622,622,habitación vivienda ,1,07/01/2019,16/05/2018,3047627
 623,623,623,suite hotel,0,01/08/2019,23/03/2018,3224276
 624,624,624,habitación vivienda universitaria,0,01/06/2018,11/10/2018,3429983
 625,625,625,habitación vivienda universitaria,1,02/01/2018,10/05/2020,1650910
 626,626,626,habitación hostal,0,25/02/2018,19/06/2019,371568
 627,627,627,habitación vivienda ,0,22/08/2018,02/08/2018,3541317
 628,628,628,habitación hotel,1,01/03/2019,10/07/2018,687103
 629,629,629,vivienda,0,25/02/2020,13/03/2018,487853
 630,630,630,vivienda,1,19/05/2019,07/07/2018,1546472
 631,631,631,habitación hotel,1,20/04/2018,19/09/2018,2540315
 632,632,632,habitación vivienda ,0,08/10/2019,04/08/2018,3562789
 633,633,633,suite vivienda universitaria,0,20/12/2019,16/02/2019,448196
 634,634,634,habitación hostal,1,23/02/2018,14/08/2018,3444426
 635,635,635,vivienda,0,21/10/2018,27/04/2019,126510
 636,636,636,suite vivienda universitaria,0,20/09/2019,18/09/2019,2779880
 637,637,637,habitación vivienda ,1,18/01/2019,05/03/2019,1946128
 638,638,638,vivienda,0,16/10/2018,01/01/2020,2405837
 639,639,639,suite vivienda universitaria,0,01/02/2020,02/02/2019,2565958
 640,640,640,habitación vivienda universitaria,1,11/01/2018,17/06/2018,2531301
 641,641,641,suite vivienda universitaria,1,08/04/2019,02/08/2018,2493655
 642,642,642,vivienda,0,12/08/2018,28/08/2018,1567458
 643,643,643,habitación vivienda universitaria,0,05/07/2018,19/05/2018,2382054
 644,644,644,suite vivienda universitaria,1,03/04/2020,19/06/2018,618636
 645,645,645,habitación vivienda ,1,26/04/2018,01/11/2019,2262807
 646,646,646,habitación hostal,1,25/03/2018,01/11/2019,732193
 647,647,647,vivienda,0,02/07/2018,01/05/2020,3935126
 648,648,648,habitación hotel,0,16/11/2019,16/02/2019,285788
 649,649,649,vivienda,0,15/02/2020,15/06/2019,2459952
 650,650,650,habitación hotel,1,14/02/2019,03/12/2018,1696822
 651,651,651,habitación hostal,0,04/03/2020,01/05/2018,2341941
 652,652,652,habitación hotel,0,23/06/2018,15/05/2020,2445483
 653,653,653,vivienda,1,23/12/2018,01/06/2019,3839693
 654,654,654,vivienda,1,19/05/2019,07/01/2020,513659
 655,655,655,habitación vivienda ,1,15/03/2020,17/12/2018,2110705
 656,656,656,habitación vivienda ,0,15/12/2019,13/02/2019,2307415
 657,657,657,vivienda,0,12/02/2019,28/06/2018,2395489
 658,658,658,habitación hostal,1,19/04/2018,14/02/2020,3808353
 659,659,659,suite hotel,0,26/02/2020,17/12/2019,1963456
 660,660,660,suite hotel,1,12/03/2020,25/01/2018,2136326
 661,661,661,suite hotel,0,08/12/2019,15/01/2018,1946609
 662,662,662,suite hotel,1,29/04/2020,22/05/2018,918054
 663,663,663,habitación vivienda ,1,05/04/2019,20/12/2018,1843340
 664,664,664,habitación hostal,1,17/11/2019,24/02/2018,1539958
 665,665,665,habitación hotel,1,14/01/2018,26/04/2019,1451149
 666,666,666,habitación vivienda universitaria,1,06/03/2020,15/11/2019,1161612
 667,667,667,habitación vivienda universitaria,1,13/08/2019,14/01/2019,3261566
 668,668,668,suite hotel,1,04/01/2019,17/02/2020,1831954
 669,669,669,habitación hotel,0,17/06/2019,28/11/2019,1297623
 670,670,670,habitación hotel,1,23/09/2018,24/09/2019,2107684
 671,671,671,suite hotel,1,30/08/2018,22/08/2018,1864022
 672,672,672,suite hotel,0,06/01/2019,30/01/2019,3364370
 673,673,673,habitación hotel,0,17/08/2019,16/05/2018,1935298
 674,674,674,suite vivienda universitaria,1,29/11/2018,16/03/2020,206365
 675,675,675,habitación vivienda ,0,28/05/2019,11/07/2019,2656794
 676,676,676,habitación hostal,1,12/05/2018,14/07/2018,2847209
 677,677,677,habitación vivienda ,1,24/02/2018,30/03/2019,1936493
 678,678,678,suite vivienda universitaria,0,11/02/2020,14/01/2018,1967739
 679,679,679,habitación hostal,1,06/07/2018,27/07/2019,2091909
 680,680,680,suite vivienda universitaria,0,17/02/2018,06/11/2018,3288836
 681,681,681,suite vivienda universitaria,1,10/12/2018,28/07/2018,3532800
 682,682,682,habitación hostal,0,20/08/2019,22/04/2018,599524
 683,683,683,habitación vivienda universitaria,0,24/02/2019,03/03/2020,928963
 684,684,684,habitación vivienda ,1,09/01/2019,01/01/2018,3273282
 685,685,685,vivienda,0,01/04/2018,29/04/2018,2351275
 686,686,686,habitación vivienda universitaria,0,04/07/2019,31/07/2019,2624961
 687,687,687,habitación hostal,0,21/07/2019,14/03/2020,791074
 688,688,688,vivienda,1,20/04/2019,23/08/2019,2195896
 689,689,689,habitación vivienda universitaria,1,27/07/2019,11/03/2019,2814762
 690,690,690,habitación hostal,1,19/04/2020,19/02/2018,2715533
 691,691,691,suite vivienda universitaria,1,26/03/2018,30/03/2020,2656818
 692,692,692,vivienda,0,21/11/2018,18/08/2018,3731898
 693,693,693,habitación hostal,0,30/11/2019,16/01/2020,3473657
