ID, BANIERA, YACUZZI, SALA, COCINETA
 1246,1,1,1,1
 1247,0,1,0,1
 1248,0,0,1,0
 1249,0,1,0,1
 1250,1,1,1,0
 1251,1,1,1,0
 1252,1,1,1,1
 1253,1,0,0,1
 1254,1,1,0,1
 1255,1,0,1,0
 1256,1,1,1,0
 1257,1,1,1,0
 1258,1,1,0,0
 1259,0,1,0,0
 1260,0,0,0,1
 1261,1,0,1,0
 1262,1,0,1,1
 1263,1,1,1,0
 1264,1,1,1,1
 1265,0,0,1,1
 1266,0,0,1,1
 1267,0,1,1,1
 1268,0,0,0,0
 1269,0,0,0,1
 1270,1,1,1,1
 1271,1,1,0,0
 1272,1,1,1,1
 1273,1,1,1,1
 1274,1,0,1,1
 1275,1,1,0,1
 1276,1,0,0,1
 1277,0,0,1,1
 1278,1,1,0,0
 1279,0,1,0,0
 1280,1,0,1,1
 1281,1,1,1,0
 1282,0,1,1,1
 1283,0,0,1,1
 1284,0,1,1,0
 1285,1,0,0,0
 1286,1,1,1,0
 1287,1,0,1,0
 1288,1,1,0,0
 1289,0,1,0,0
 1290,0,0,0,1
 1291,0,1,0,0
 1292,1,0,1,0
 1293,1,0,1,0
 1294,0,1,1,1
 1295,1,1,0,1
 1296,0,0,0,0
 1297,1,0,1,0
 1298,0,0,0,0
 1299,1,1,1,0
 1300,1,0,0,0
 1301,0,1,0,0
 1302,1,0,0,0
 1303,1,0,0,1
 1304,1,1,1,1
 1305,0,1,0,0
 1306,0,1,0,0
 1307,1,0,1,1
 1308,0,1,0,0
 1309,0,1,1,0
 1310,0,1,1,0
 1311,0,1,1,0
 1312,1,1,1,0
 1313,0,0,1,1
 1314,0,1,1,0
 1315,0,0,0,0
 1316,1,0,1,0
 1317,0,0,0,0
 1318,0,0,1,0
 1319,0,0,1,1
 1320,1,1,0,0
 1321,1,0,0,1
 1322,0,1,1,1
 1323,0,0,0,0
 1324,1,0,0,1
 1325,1,0,1,0
 1326,1,0,0,1
 1327,0,0,0,1
 1328,1,1,0,1
 1329,1,1,0,0
 1330,0,0,1,0
 1331,0,1,1,1
 1332,0,0,0,1
 1333,1,0,0,1
 1334,1,0,0,1
 1335,1,1,1,0
 1336,0,0,1,1
 1337,0,0,1,0
 1338,0,0,0,1
 1339,0,0,0,0
 1340,0,0,0,1
 1341,1,0,1,1
 1342,0,1,0,0
 1343,1,1,1,1
 1344,0,0,1,0
 1345,0,0,0,1
 1346,1,1,1,0
 1347,0,1,0,0
 1348,0,0,0,0
 1349,0,1,1,1
 1350,1,1,1,0
 1351,1,1,0,0
 1352,0,0,1,1
 1353,1,1,0,1
 1354,0,0,0,0
 1355,1,0,0,1
 1356,1,1,1,1
 1357,0,0,1,0
 1358,1,0,0,0
 1359,1,0,1,0
 1360,1,1,0,0
 1361,0,1,0,0
 1362,0,0,0,0
 1363,0,1,0,1
 1364,1,1,0,0
 1365,1,0,0,1
 1366,1,0,1,1
 1367,0,0,1,1
 1368,0,0,0,0
 1369,0,1,1,1
 1370,0,0,1,0
 1371,0,0,0,1
 1372,1,0,1,0
 1373,1,1,0,1
 1374,1,1,0,1
 1375,1,0,1,1
 1376,0,1,1,1
 1377,1,0,0,1
 1378,1,0,1,1
 1379,0,0,1,1
 1380,0,1,0,0
 1381,0,1,0,1
 1382,1,0,0,0
 1383,0,1,1,0
 1384,1,1,0,0
 1385,1,1,1,1
 1386,1,1,0,1
 1387,1,0,0,1
 1388,1,1,0,0
 1389,1,0,0,0
 1390,0,0,0,1
 1391,0,1,0,1
 1392,0,1,1,1
 1393,1,1,0,1
 1394,0,1,0,0
 1395,1,1,0,1
 1396,1,0,1,0
 1397,0,0,0,0
 1398,1,1,1,1
 1399,1,0,1,1
 1400,0,1,1,1
 1401,1,1,1,1
 1402,1,0,0,1
 1403,0,1,0,0
 1404,0,1,0,1
 1405,1,0,1,1
 1406,1,0,0,1
 1407,1,1,0,1
 1408,0,1,1,0
 1409,0,0,0,0
 1410,1,1,0,0
 1411,1,1,0,0
 1412,1,0,0,0
 1413,1,1,0,0
 1414,0,0,1,0
 1415,1,1,0,1
 1416,1,0,1,0
 1417,0,0,1,0
 1418,0,1,1,0
 1419,0,1,0,0
 1420,0,0,1,1
 1421,0,0,0,0
 1422,1,1,1,0
 1423,1,1,0,1
 1424,1,1,0,1
 1425,0,0,1,1
 1426,0,0,0,1
 1427,1,0,0,0
 1428,1,0,1,1
 1429,1,1,0,0
 1430,1,0,0,1
 1431,0,0,1,0
 1432,0,1,1,1
 1433,1,0,1,0
 1434,1,1,1,1
 1435,0,0,0,0
 1436,0,0,0,1
 1437,1,1,0,0
 1438,0,1,1,0
 1439,1,0,0,0
 1440,0,0,0,1
 1441,1,1,0,0
 1442,0,0,1,0
 1443,1,1,1,0
 1444,1,0,0,1
 1445,0,1,1,0
 1446,0,0,0,1
 1447,0,0,1,0
 1448,1,0,1,1
 1449,1,0,1,1
 1450,0,0,0,1
 1451,1,1,1,1
 1452,0,0,1,0
 1453,0,0,1,1
 1454,1,1,0,1
 1455,1,0,1,0
 1456,1,1,0,0
 1457,0,0,1,0
 1458,1,0,1,1
 1459,0,1,0,1
 1460,1,0,1,1
 1461,1,0,1,0
 1462,1,1,1,1
 1463,0,1,0,1
 1464,1,0,0,0
 1465,0,0,0,0
 1466,0,1,0,0
 1467,0,1,1,1
 1468,0,1,1,0
 1469,0,0,1,1
 1470,1,0,0,1
 1471,0,0,1,1
 1472,1,1,0,0
 1473,0,0,1,0
 1474,1,0,1,1
 1475,1,0,1,0
 1476,1,0,0,1
 1477,1,0,0,1
 1478,0,0,0,1
 1479,1,0,1,0
 1480,1,1,1,1
 1481,0,1,1,0
 1482,0,0,1,0
 1483,1,0,1,0
 1484,1,1,1,0
 1485,1,0,1,1
 1486,1,0,1,0
 1487,1,1,0,0
 1488,0,1,1,1
 1489,0,1,0,0
 1490,0,0,0,1
 1491,0,1,1,1
 1492,0,1,1,0
 1493,0,1,0,1
 1494,0,0,1,0
 1495,1,1,0,0
 1496,1,0,0,0
 1497,1,1,0,0
 1498,1,1,0,0
 1499,1,1,1,1
 1500,0,1,0,0
 1501,1,1,0,1
 1502,0,0,1,0
 1503,0,1,1,0
 1504,0,1,0,1
 1505,0,0,0,0
 1506,0,1,1,1
 1507,1,1,1,0
 1508,1,0,0,0
 1509,0,1,0,0
 1510,1,1,1,1
 1511,0,1,1,1
 1512,1,1,1,0
 1513,1,1,0,0
 1514,1,0,1,0
 1515,1,0,0,0
 1516,1,1,0,1
 1517,1,1,1,1
 1518,1,0,0,0
 1519,0,0,1,0
 1520,1,1,1,1
 1521,0,1,0,0
 1522,1,0,0,1
 1523,0,1,0,1
 1524,0,0,1,0
 1525,0,0,0,0
 1526,0,1,1,0
 1527,0,1,1,0
 1528,1,0,0,1
 1529,0,0,1,1
 1530,0,0,1,1
 1531,0,1,0,1
 1532,0,1,1,1
 1533,1,0,1,1
 1534,0,0,1,0
 1535,1,1,1,1
 1536,0,1,1,0
 1537,0,0,0,1
 1538,0,1,0,1
 1539,1,1,1,1
 1540,1,0,0,0
 1541,1,0,1,0
 1542,1,1,1,0
 1543,1,1,0,0
 1544,1,1,0,1
 1545,1,0,0,0
 1546,1,1,0,1
 1547,1,0,0,0
 1548,0,0,0,0
 1549,1,1,0,1
 1550,0,0,0,0
 1551,1,0,0,1
 1552,1,0,0,1
 1553,0,1,1,1
 1554,1,0,0,0
 1555,1,1,0,1
 1556,0,1,1,0
 1557,1,0,1,0
 1558,1,1,1,1
 1559,1,0,1,1
 1560,1,1,0,1
 1561,1,0,0,1
 1562,1,1,0,1
 1563,0,1,1,1
 1564,1,1,1,1
 1565,0,0,0,1
 1566,0,0,1,1
 1567,1,1,1,1
 1568,1,1,1,0
 1569,0,1,1,1
 1570,1,1,0,1
 1571,1,1,0,0
 1572,1,1,0,0
 1573,1,1,1,1
 1574,1,0,0,0
 1575,0,1,0,1
 1576,1,1,1,1
 1577,1,1,1,1
 1578,0,1,1,1
 1579,0,1,0,0
 1580,0,0,1,1
 1581,1,0,1,0
 1582,0,0,1,1
 1583,1,0,0,1
 1584,0,0,0,0
 1585,1,0,0,1
 1586,1,0,1,0
 1587,0,1,0,0
 1588,1,0,0,0
 1589,1,0,1,0
 1590,0,1,0,1
 1591,0,0,1,0
 1592,0,1,0,0
 1593,0,1,1,0
 1594,0,1,0,0
 1595,1,1,1,0
 1596,0,0,1,0
 1597,1,1,1,0
 1598,1,0,1,0
 1599,1,0,0,1
 1600,1,1,1,0
 1601,1,1,0,0
 1602,0,0,0,1
 1603,1,0,1,1
 1604,1,1,0,1
 1605,1,1,1,1
 1606,0,0,0,1
 1607,1,1,0,0
 1608,1,1,1,0
 1609,1,1,1,1
 1610,0,0,1,1
 1611,1,0,0,1
 1612,1,0,0,0
 1613,0,1,0,0
 1614,1,0,0,1
 1615,0,0,0,1
 1616,0,0,1,1
 1617,0,1,1,0
 1618,0,1,0,0
 1619,0,0,0,1
 1620,1,0,1,1
 1621,0,0,1,1
 1622,0,1,1,0
 1623,0,1,0,1
 1624,0,0,0,1
 1625,0,0,0,0
 1626,1,0,1,0
 1627,0,1,1,0
 1628,1,0,1,0
 1629,0,0,0,0
 1630,0,0,1,1
 1631,0,0,1,1
 1632,1,1,1,0
 1633,1,0,0,0
 1634,0,0,1,0
 1635,0,1,0,0
 1636,1,1,1,1
 1637,0,1,1,1
 1638,1,0,1,0
 1639,0,1,1,1
 1640,1,1,0,0
 1641,0,0,1,0
 1642,1,1,0,1
 1643,1,1,0,1
 1644,1,0,0,0
 1645,1,0,1,0
 1646,0,0,1,0
 1647,1,1,1,0
 1648,1,0,0,0
 1649,0,1,0,0
 1650,1,1,1,0
 1651,0,1,0,0
 1652,1,1,0,1
 1653,1,1,0,1
 1654,1,1,1,1
 1655,1,0,0,1
 1656,0,1,0,1
 1657,0,0,0,0
 1658,1,0,1,1
 1659,1,0,0,0
 1660,0,1,1,1
 1661,1,0,0,0
 1662,1,1,0,0
 1663,0,1,1,0
 1664,0,0,0,1
 1665,1,0,0,0
 1666,1,0,1,0
 1667,1,0,0,1
 1668,1,0,0,0
 1669,0,0,1,1
 1670,1,1,0,1
 1671,0,0,0,0
 1672,0,0,1,0
 1673,1,1,1,0
 1674,0,1,0,0
 1675,1,0,1,0
 1676,1,0,0,0
 1677,1,0,1,1
 1678,1,0,1,0
 1679,1,1,1,0
 1680,0,0,1,1
 1681,1,0,1,1
 1682,1,1,1,0
 1683,1,1,1,0
 1684,1,1,0,0
 1685,0,0,0,0
 1686,0,0,0,0
 1687,0,1,0,0
 1688,1,1,0,1
 1689,0,1,1,0
 1690,1,0,0,0
 1691,1,0,0,0
 1692,0,0,1,1
 1693,1,1,0,1
 1694,1,0,0,0
 1695,0,0,1,0
 1696,1,0,0,1
 1697,0,1,1,1
 1698,0,1,0,0
 1699,1,1,1,0
 1700,0,1,0,0
 1701,0,0,0,0
 1702,0,1,0,0
 1703,1,1,1,0
 1704,1,0,0,1
 1705,0,1,0,0
 1706,1,1,0,1
 1707,0,1,1,0
 1708,1,1,1,1
 1709,0,1,0,1
 1710,0,0,0,0
 1711,1,0,1,1
 1712,1,1,0,1
 1713,1,1,0,0
 1714,0,0,1,0
 1715,1,0,0,1
 1716,1,0,0,0
 1717,1,0,0,0
 1718,0,1,1,0
 1719,0,0,1,0
 1720,0,1,1,1
 1721,1,0,0,1
 1722,0,1,0,1
 1723,0,0,0,0
 1724,0,0,0,0
 1725,0,1,1,1
 1726,0,1,1,0
 1727,0,0,0,1
 1728,1,1,0,0
 1729,1,1,0,0
 1730,1,1,0,0
 1731,0,0,0,1
 1732,1,0,0,1
 1733,1,0,0,1
 1734,0,0,0,0
 1735,1,0,1,1
 1736,1,0,1,1
 1737,0,0,1,1
 1738,1,0,0,1
 1739,0,1,1,1
 1740,0,1,0,0
 1741,0,1,1,0
 1742,0,1,1,0
 1743,1,1,1,1
 1744,0,1,0,0
 1745,0,1,0,1
 1746,0,1,1,1
 1747,1,1,1,0
 1748,0,0,1,0
 1749,0,1,0,1
 1750,1,0,0,1
 1751,0,0,0,1
 1752,0,0,1,1
 1753,0,1,1,1
 1754,0,1,0,0
 1755,1,1,1,1
 1756,1,1,1,0
 1757,1,1,1,0
 1758,1,0,1,1
 1759,1,0,1,0
 1760,1,0,0,1
 1761,0,0,0,1
 1762,1,1,0,1
 1763,0,1,1,0
 1764,1,1,0,0
 1765,1,0,0,1
 1766,0,0,0,1
 1767,0,0,1,0
 1768,0,0,0,0
 1769,1,0,1,0
 1770,0,1,1,1
 1771,0,1,1,1
 1772,1,0,0,0
 1773,1,1,1,1
 1774,1,1,0,1
 1775,0,1,0,0
 1776,1,0,0,1
 1777,0,0,0,0
 1778,0,0,0,1
 1779,1,1,1,1
 1780,1,1,1,1
 1781,1,0,0,0
 1782,1,0,0,0
 1783,0,0,0,0
 1784,0,1,1,1
 1785,1,1,0,0
 1786,1,1,1,1
 1787,1,1,1,0
 1788,0,1,0,0
 1789,1,0,0,1
 1790,0,0,1,1
 1791,0,0,1,1
 1792,1,0,0,0
 1793,0,1,0,0
 1794,1,1,0,0
 1795,1,0,0,0
 1796,1,1,0,1
 1797,1,1,0,1
 1798,1,1,1,0
 1799,1,1,1,0
 1800,1,1,1,1
 1801,1,1,0,1
 1802,0,1,0,1
 1803,1,0,1,1
 1804,0,1,1,1
 1805,1,1,0,0
 1806,0,1,1,0
 1807,0,0,1,1
 1808,1,0,1,0
 1809,0,1,0,0
 1810,1,0,1,1
 1811,1,0,1,1
 1812,1,1,1,0
 1813,1,1,0,1
 1814,1,1,0,1
 1815,0,1,0,0
 1816,1,1,0,0
 1817,0,1,0,0
 1818,0,0,1,0
 1819,1,1,0,1
 1820,1,1,1,1
 1821,1,0,0,0
 1822,1,0,0,0
 1823,1,0,1,0
 1824,0,1,1,1
 1825,1,0,0,0
 1826,0,1,0,0
 1827,1,0,1,0
 1828,0,1,1,0
 1829,1,1,1,0
 1830,0,0,0,0
 1831,1,1,1,0
 1832,1,0,0,1
 1833,1,0,0,0
 1834,1,0,1,1
 1835,0,1,1,1
 1836,1,0,1,1
 1837,0,1,0,0
 1838,0,0,1,0
 1839,0,0,0,1
 1840,1,1,0,0
 1841,0,0,1,0
 1842,1,0,0,1
 1843,0,1,1,0
 1844,0,0,1,1
 1845,0,1,0,1
 1846,1,0,1,1
 1847,1,1,1,1
 1848,0,0,1,0
 1849,1,0,1,1
 1850,0,0,1,0
 1851,0,0,1,0
 1852,1,0,1,0
 1853,1,0,1,1
 1854,1,1,0,0
 1855,0,1,1,1
 1856,1,1,1,0
 1857,1,0,0,0
 1858,1,0,1,0
 1859,0,1,0,0
 1860,0,0,1,1
 1861,1,0,1,0
 1862,1,0,0,1
 1863,1,0,1,1
 1864,1,0,1,0
 1865,1,1,0,0
 1866,0,1,0,1
 1867,1,0,1,1
 1868,1,0,1,0
 1869,1,0,1,1
 1870,1,1,0,0
 1871,1,0,1,1
 1872,0,1,1,0
 1873,0,1,0,1
 1874,1,1,1,1
 1875,1,1,1,1
 1876,1,1,0,1
 1877,0,0,1,0
 1878,0,0,0,0
 1879,0,1,0,1
 1880,1,0,0,1
 1881,0,1,1,0
 1882,1,0,1,1
 1883,1,0,1,1
 1884,0,0,0,0
 1885,1,0,0,1
 1886,1,0,0,1
 1887,1,0,0,1
 1888,0,1,1,1
 1889,1,1,0,1
 1890,1,1,0,0
 1891,0,1,1,0
 1892,0,1,0,0
 1893,0,1,1,1
 1894,0,0,1,0
 1895,1,0,1,0
 1896,0,1,1,0
 1897,1,1,0,1
 1898,0,1,0,0
 1899,0,0,1,0
 1900,1,1,0,0
 1901,0,0,0,0
 1902,1,0,0,0
 1903,1,0,0,0
 1904,0,0,1,1
 1905,0,0,1,1
 1906,0,1,1,1
 1907,0,1,1,1
 1908,0,0,0,1
 1909,0,0,0,1
 1910,0,1,1,0
 1911,1,1,0,1
 1912,1,0,1,1
 1913,1,1,1,0
 1914,0,1,1,0
 1915,0,0,1,1
 1916,1,0,1,1
 1917,1,1,1,0
 1918,0,0,1,1
 1919,1,0,0,0
 1920,1,0,0,0
 1921,0,0,0,0
 1922,1,1,1,1
 1923,1,1,0,0
 1924,1,0,1,0
 1925,0,1,0,0
 1926,0,0,0,1
 1927,0,0,0,0
 1928,0,0,1,0
 1929,0,1,1,0
 1930,1,0,1,0
 1931,0,0,1,1
 1932,0,1,1,0
 1933,0,0,0,1
 1934,1,0,0,1
 1935,0,0,1,0
 1936,1,0,0,1
 1937,1,0,0,0
 1938,0,1,1,0
 1939,1,0,1,0
 1940,0,1,1,0
 1941,0,0,1,1
 1942,1,1,0,0
 1943,1,1,0,0
 1944,0,1,0,1
 1945,1,0,0,1
 1946,1,0,1,0
 1947,1,0,1,0
 1948,1,1,1,1
 1949,1,0,0,0
 1950,0,1,1,0
 1951,0,0,1,1
 1952,0,0,0,0
 1953,0,1,1,1
 1954,1,1,0,1
 1955,1,0,1,1
 1956,1,1,0,0
 1957,0,0,1,1
 1958,0,1,0,0
 1959,0,0,1,1
 1960,0,1,1,0
 1961,1,0,1,0
 1962,0,1,0,1
 1963,0,0,1,1
 1964,1,1,1,1
 1965,1,0,1,1
 1966,0,1,1,0
 1967,1,0,0,0
 1968,1,1,1,1
 1969,1,1,0,0
 1970,0,1,0,1
 1971,1,0,1,1
 1972,0,0,0,1
 1973,0,1,1,0
 1974,0,1,1,1
 1975,0,0,1,0
 1976,0,1,0,1
 1977,1,1,0,1
 1978,1,1,0,1
 1979,0,1,0,0
 1980,1,1,1,0
 1981,1,0,1,0
 1982,1,1,0,1
 1983,0,1,0,1
 1984,1,0,0,0
 1985,0,0,1,1
 1986,0,0,1,0
 1987,0,0,1,0
 1988,0,0,0,0
 1989,0,1,1,0
 1990,1,0,0,0
 1991,0,1,1,1
 1992,0,1,1,1
 1993,0,0,0,1
 1994,0,0,1,1
 1995,1,0,1,0
 1996,0,0,0,0
 1997,1,0,0,1
 1998,1,1,0,1
 1999,0,0,0,1
 2000,1,0,1,1
 2001,1,1,0,0
 2002,1,0,1,1
 2003,0,0,1,1
 2004,0,1,1,1
 2005,1,1,1,1
 2006,0,1,0,1
 2007,0,1,1,1
 2008,1,1,0,1
 2009,0,1,1,0
 2010,1,0,1,1
 2011,0,0,1,0
 2012,1,1,1,1
 2013,0,0,1,1
 2014,1,0,0,0
 2015,0,1,1,0
 2016,0,0,1,1
 2017,1,0,0,0
 2018,1,1,0,0
 2019,1,0,0,1
 2020,1,1,1,1
 2021,1,0,0,0
 2022,1,1,0,1
 2023,0,1,0,0
 2024,0,0,0,1
 2025,1,0,1,0
 2026,1,1,0,0
 2027,0,0,1,0
 2028,0,0,0,0
 2029,0,0,1,0
 2030,0,0,1,1
 2031,1,0,0,0
 2032,0,0,1,0
 2033,0,1,0,0
 2034,0,0,0,1
 2035,1,0,0,1
 2036,1,0,1,0
 2037,1,1,0,1
 2038,1,1,0,0
 2039,1,1,1,1
 2040,0,0,1,0
 2041,0,0,0,1
 2042,0,0,1,1
 2043,1,0,1,1
 2044,1,0,0,0
 2045,0,0,0,1
 2046,1,1,0,1
 2047,0,1,0,0
 2048,1,1,1,1
 2049,0,0,0,0
 2050,0,0,0,0
 2051,0,0,0,1
 2052,0,1,0,1
 2053,1,1,0,1
 2054,0,1,1,1
 2055,1,0,1,0
 2056,1,0,1,0
 2057,0,0,1,0
 2058,0,1,1,1
 2059,0,1,1,1
 2060,1,1,1,0
 2061,0,0,0,1
 2062,0,1,1,1
 2063,0,0,1,1
 2064,0,0,0,1
 2065,1,0,0,0
 2066,1,0,0,1
 2067,1,1,0,0
 2068,0,1,1,1
 2069,0,1,0,0
 2070,0,0,0,1
 2071,1,0,0,0
 2072,1,0,0,1
 2073,0,1,1,0
 2074,1,0,1,1
 2075,0,0,0,0
 2076,1,0,1,1
 2077,0,0,0,1
 2078,0,0,0,1
 2079,1,1,0,1
 2080,0,0,0,1
 2081,0,0,1,1
 2082,1,1,0,0
 2083,0,0,1,0
 2084,0,1,1,0
 2085,1,0,0,0
 2086,0,0,1,0
 2087,1,1,1,1
 2088,0,1,1,0
 2089,0,0,1,1
 2090,1,0,0,0
 2091,1,0,1,1
 2092,0,1,0,1
 2093,1,0,0,0
 2094,0,0,1,0
 2095,0,0,1,0
 2096,0,0,1,1
 2097,1,0,1,0
 2098,1,0,0,0
 2099,0,0,1,0
 2100,1,0,1,1
 2101,0,1,1,0
 2102,0,0,1,0
 2103,1,1,1,1
 2104,1,0,1,1
 2105,1,1,0,0
 2106,0,1,1,0
 2107,0,1,0,0
 2108,1,0,0,1
 2109,0,0,1,1
 2110,1,1,0,0
 2111,1,0,0,0
 2112,1,1,1,0
 2113,1,1,0,1
 2114,1,1,0,0
 2115,0,0,0,1
 2116,1,0,1,1
 2117,0,1,0,1
 2118,1,0,0,0
 2119,1,0,1,0
 2120,1,0,1,0
 2121,0,0,0,1
 2122,0,0,0,1
 2123,0,0,0,1
 2124,0,1,1,1
 2125,1,1,1,0
 2126,0,1,0,0
 2127,1,0,1,0
 2128,0,1,1,0
 2129,1,1,1,0
 2130,0,0,0,0
 2131,0,0,1,0
 2132,0,1,1,0
 2133,1,0,0,0
 2134,0,1,0,0
 2135,0,0,0,1
 2136,1,0,1,0
 2137,1,1,0,1
 2138,1,1,0,1
 2139,0,0,0,0
 2140,0,0,1,1
 2141,1,0,0,0
 2142,0,0,1,0
 2143,1,0,1,0
 2144,0,1,0,0
 2145,0,1,1,0
 2146,0,0,0,0
 2147,1,1,0,0
 2148,0,1,1,0
 2149,1,0,1,1
 2150,1,0,1,1
 2151,0,1,0,1
 2152,1,0,1,0
 2153,1,1,1,0
 2154,0,1,0,0
 2155,1,0,0,0
 2156,1,1,1,1
 2157,0,1,0,0
 2158,1,1,0,1
 2159,1,0,1,0
 2160,1,0,0,0
 2161,1,0,1,1
 2162,0,1,1,0
 2163,1,1,0,0
 2164,1,0,1,1
 2165,1,1,1,1
 2166,1,1,1,1
 2167,0,0,0,0
 2168,1,1,1,1
 2169,0,1,1,1
 2170,0,0,1,0
 2171,1,1,0,1
 2172,0,1,0,1
 2173,1,0,0,1
 2174,1,1,0,0
 2175,0,1,0,1
 2176,1,1,0,0
 2177,1,1,1,0
 2178,0,0,0,1
 2179,0,0,0,1
 2180,0,0,1,0
 2181,0,0,1,0
 2182,0,0,0,1
 2183,1,1,1,0
 2184,0,1,1,1
 2185,1,0,0,0
 2186,1,0,1,0
 2187,1,0,0,1
 2188,0,0,0,1
 2189,1,0,0,1
 2190,1,1,0,0
 2191,1,0,1,1
 2192,1,0,0,0
 2193,0,0,0,0
 2194,1,1,0,1
 2195,1,0,0,1
 2196,1,1,0,1
 2197,1,0,0,0
 2198,0,0,1,0
 2199,0,0,0,0
 2200,1,0,1,0
 2201,0,1,0,0
 2202,0,0,0,0
 2203,1,0,1,1
 2204,0,0,1,1
 2205,1,1,1,1
 2206,0,0,1,0
 2207,1,1,0,0
 2208,1,0,1,1
 2209,0,0,1,1
 2210,1,0,0,1
 2211,1,0,1,1
 2212,0,0,1,0
 2213,1,0,0,0
 2214,0,1,0,1
 2215,1,0,1,0
 2216,1,1,0,1
 2217,1,0,0,1
 2218,0,0,1,0
 2219,1,0,0,1
 2220,0,1,1,1
 2221,1,1,0,0
 2222,1,1,1,0
 2223,1,0,0,0
 2224,1,1,1,0
 2225,1,1,1,1
 2226,0,1,0,0
 2227,0,1,0,1
 2228,1,1,0,0
 2229,1,1,1,0
 2230,0,1,1,1
 2231,0,0,1,0
 2232,0,0,1,0
 2233,0,1,0,0
 2234,0,1,1,0
 2235,0,0,0,1
 2236,1,1,1,1
 2237,0,0,1,1
 2238,1,0,1,0
 2239,0,1,1,1
 2240,0,1,1,0
 2241,1,1,0,0
 2242,1,0,1,1
 2243,1,1,1,0
 2244,0,0,1,1
 2245,0,1,1,1
 2246,1,0,0,1
 2247,0,1,0,0
 2248,0,1,0,0
 2249,0,1,0,0
 2250,0,1,1,0
 2251,1,1,1,0
 2252,1,0,1,1
 2253,0,0,1,1
 2254,0,1,0,0
 2255,1,0,1,1
 2256,0,0,1,1
 2257,1,0,1,0
 2258,0,1,1,1
 2259,0,0,0,1
 2260,1,1,0,0
 2261,0,0,0,1
 2262,0,1,0,1
 2263,1,0,0,1
 2264,0,0,1,0
 2265,0,1,1,1
 2266,1,0,0,0
 2267,0,1,0,1
 2268,0,0,1,1
 2269,1,0,0,0
 2270,1,0,0,0
 2271,0,1,1,0
 2272,1,0,1,1
 2273,0,0,1,0
 2274,1,1,1,1
 2275,1,0,1,1
 2276,0,0,0,1
 2277,0,1,1,1
 2278,0,1,1,0
 2279,0,1,1,0
 2280,1,0,1,1
 2281,0,1,0,1
 2282,1,1,1,1
 2283,1,1,1,0
 2284,0,0,1,0
 2285,1,1,0,1
 2286,0,0,0,0
 2287,1,1,0,0
 2288,0,0,0,1
 2289,0,1,0,0
 2290,0,0,1,1
 2291,0,1,1,1
 2292,1,1,1,0
 2293,1,1,1,1
 2294,0,0,0,0
 2295,1,0,0,0
 2296,0,0,0,1
 2297,0,1,0,0
 2298,0,0,1,1
 2299,1,0,0,0
 2300,1,0,1,0
 2301,1,0,0,1
 2302,0,0,1,1
 2303,1,0,0,1
 2304,0,1,0,1
 2305,0,0,0,0
 2306,0,1,0,0
 2307,0,1,0,1
 2308,1,0,1,0
 2309,0,1,0,0
 2310,1,1,0,0
 2311,0,0,0,0
 2312,1,0,0,0
 2313,1,0,1,1
 2314,0,1,1,1
 2315,1,0,1,0
 2316,1,0,1,0
 2317,0,1,1,0
 2318,0,0,1,1
 2319,1,0,0,0
 2320,0,0,0,1
 2321,0,1,1,1
 2322,1,0,0,0
 2323,1,1,0,0
 2324,0,0,0,0
 2325,0,0,1,1
 2326,0,0,1,0
 2327,0,0,1,1
 2328,1,0,1,1
 2329,1,1,1,0
 2330,0,0,1,1
 2331,0,0,1,1
 2332,0,0,0,0
 2333,0,1,0,0
 2334,1,0,0,1
 2335,1,1,0,1
 2336,1,0,0,1
 2337,1,1,1,1
 2338,1,1,1,0
 2339,1,1,1,1
 2340,0,0,1,1
 2341,1,1,0,1
 2342,1,0,0,0
 2343,0,0,0,1
 2344,1,1,1,0
 2345,1,0,0,0
 2346,0,0,1,1
 2347,0,1,1,1
 2348,1,1,0,1
 2349,1,1,1,0
 2350,0,0,1,0
 2351,0,0,1,1
 2352,0,1,1,1
 2353,1,0,1,1
 2354,0,0,0,1
 2355,0,1,0,0
 2356,1,0,1,1
 2357,0,0,0,0
 2358,1,0,1,1
 2359,0,1,0,0
 2360,1,0,1,0
 2361,1,0,0,1
 2362,1,0,0,1
 2363,1,0,1,1
 2364,1,0,0,0
 2365,0,1,0,1
 2366,0,0,0,1
 2367,0,1,0,0
 2368,0,1,1,1
 2369,1,0,0,0
 2370,0,0,1,1
 2371,1,1,1,0
 2372,1,1,0,1
 2373,0,1,1,1
 2374,0,1,0,1
 2375,1,1,1,1
 2376,0,1,0,1
 2377,1,0,0,0
 2378,1,1,1,0
 2379,0,1,0,1
 2380,0,1,0,0
 2381,0,0,1,0
 2382,0,0,1,1
 2383,1,1,0,0
 2384,0,0,0,0
 2385,1,1,1,0
 2386,1,0,0,1
 2387,0,0,1,0
 2388,0,0,1,0
 2389,0,1,1,1
 2390,1,1,0,0
 2391,1,0,0,0
 2392,1,0,1,1
 2393,0,1,0,1
 2394,1,0,1,0
 2395,1,0,1,1
 2396,1,1,1,1
 2397,0,0,1,0
 2398,0,1,1,0
 2399,1,0,0,1
 2400,1,0,1,1
 2401,0,0,0,0
 2402,0,1,1,1
 2403,0,0,1,1
 2404,1,0,1,0
 2405,0,0,1,0
 2406,1,0,0,0
 2407,1,0,0,1
 2408,1,0,0,0
 2409,0,1,0,1
