ID,TIPO,NOMBRE
963,Hotel,SeneK
964,Miembro comunidad,SeneK
965,vecino,Livin
966,Hotel,City U 
967,Hostal,Operaciones b
968,Hostal,Hilton
969,Hostal,El Mono
970,vecino,Avianca
971,Miembro comunidad,El Mono
972,Hotel,Unal
973,Hotel,Livin
974,Empreza vivienda univercitaria,Avianca
975,Miembro comunidad,Hilton
976,Hotel,Tostao
977,Hostal,City U 
978,Hotel,SisTrans
979,Hostal,Livin
980,Hotel,Uni
981,Hotel,City U 
982,Miembro comunidad,SeneK
983,Hotel,Avianca
984,Hotel,SeneK
985,Miembro comunidad,El Mono
986,Empreza vivienda univercitaria,Hilton
987,Empreza vivienda univercitaria,Avianca
988,Hostal,Operaciones b
989,Hostal,SeneK
990,Hotel,Unal
991,Miembro comunidad,Uni
992,vecino,El Mono
993,vecino,SeneK
994,Miembro comunidad,Operaciones b
995,Miembro comunidad,Tostao
996,Hostal,SisTrans
997,Empreza vivienda univercitaria,City U 
998,vecino,El Mono
999,Empreza vivienda univercitaria,Tostao
1000,Empreza vivienda univercitaria,Operaciones b
1001,Hostal,Livin
1002,Miembro comunidad,Unal
1003,Miembro comunidad,Uni
1004,Miembro comunidad,Uni
1005,Hotel,Operaciones b
1006,Empreza vivienda univercitaria,City U 
1007,Empreza vivienda univercitaria,El sol
1008,Hostal,Livin
1009,vecino,El Mono
1010,vecino,Uni
1011,Hotel,El Mono
1012,Miembro comunidad,El sol
1013,Hotel,SeneK
1014,Hostal,Operaciones b
1015,Hostal,Unal
1016,vecino,Uni
1017,vecino,City U 
1018,Empreza vivienda univercitaria,City U 
1019,Hotel,Operaciones b
1020,Miembro comunidad,SisTrans
1021,Empreza vivienda univercitaria,SeneK
1022,vecino,El Mono
1023,Hotel,Operaciones b
1024,Empreza vivienda univercitaria,Unal
1025,Hotel,Avianca
1026,Miembro comunidad,Unal
1027,Miembro comunidad,City U 
1028,Miembro comunidad,El sol
1029,Empreza vivienda univercitaria,Panamericana
1030,Hostal,Operaciones b
1031,Hotel,El Mono
1032,Empreza vivienda univercitaria,Operaciones b
1033,Miembro comunidad,Operaciones b
1034,Hostal,El Mono
1035,Hostal,El sol
1036,Miembro comunidad,Hilton
1037,Miembro comunidad,El Mono
1038,Miembro comunidad,SisTrans
1039,Miembro comunidad,Uni
1040,Hostal,Tostao
1041,vecino,SisTrans
1042,Miembro comunidad,Unal
1043,vecino,El Mono
1044,Miembro comunidad,Operaciones b
1045,Miembro comunidad,SeneK
1046,Empreza vivienda univercitaria,Uni
1047,Miembro comunidad,El sol
1048,Empreza vivienda univercitaria,Tostao
1049,Hotel,Uni
1050,Hotel,El Mono
1051,Empreza vivienda univercitaria,Panamericana
1052,Hostal,Panamericana
1053,Hotel,Unal
1054,Hostal,El Mono
1055,vecino,Unal
1056,Empreza vivienda univercitaria,Hilton
1057,vecino,Uni
1058,Miembro comunidad,Operaciones b
1059,Miembro comunidad,SisTrans
1060,Hotel,City U 
1061,vecino,Hilton
1062,Miembro comunidad,El Mono
1063,Empreza vivienda univercitaria,SisTrans
1064,Miembro comunidad,El Mono
1065,Hotel,City U 
1066,Hostal,Operaciones b
1067,Miembro comunidad,El Mono
1068,Hostal,Avianca
1069,Miembro comunidad,El sol
1070,Empreza vivienda univercitaria,City U 
1071,Hotel,Tostao
1072,Miembro comunidad,Tostao
1073,Miembro comunidad,El sol
1074,Hotel,City U 
1075,Hostal,Avianca
1076,Hostal,Unal
1077,Miembro comunidad,Uni
1078,vecino,Panamericana
1079,Miembro comunidad,City U 
1080,Hostal,Hilton
1081,Miembro comunidad,El sol
1082,Hotel,Panamericana
1083,vecino,Hilton
1084,vecino,Uni
1085,vecino,City U 
1086,vecino,El Mono
1087,vecino,El Mono
1088,Hostal,Livin
1089,Empreza vivienda univercitaria,Unal
1090,vecino,Hilton
1091,Miembro comunidad,El sol
1092,Miembro comunidad,Hilton
1093,Empreza vivienda univercitaria,Tostao
1094,Hotel,Hilton
1095,Hotel,El Mono
1096,Miembro comunidad,Tostao
1097,Empreza vivienda univercitaria,SeneK
1098,Hostal,Panamericana
1099,Miembro comunidad,Unal
1100,Hotel,Livin
1101,Miembro comunidad,Uni
1102,Hotel,SeneK
1103,Hotel,El Mono
1104,Hotel,Uni
1105,Hotel,SisTrans
1106,vecino,Unal
1107,Hotel,SeneK
1108,vecino,Livin
1109,Hotel,City U 
1110,Hotel,SisTrans
1111,Hotel,SeneK
1112,Empreza vivienda univercitaria,City U 
1113,Miembro comunidad,Tostao
1114,Hostal,Hilton
1115,Hostal,Unal
1116,Miembro comunidad,Panamericana
1117,Hostal,Unal
1118,Miembro comunidad,Avianca
1119,vecino,SisTrans
1120,Hotel,El Mono
1121,Miembro comunidad,Panamericana
1122,Hostal,El Mono
1123,Miembro comunidad,El Mono
1124,Miembro comunidad,Tostao
1125,Hostal,Avianca
1126,Hotel,El sol
1127,Empreza vivienda univercitaria,SisTrans
1128,Empreza vivienda univercitaria,Hilton
1129,Miembro comunidad,Livin
1130,Hotel,Panamericana
1131,Hotel,Avianca
1132,Hotel,Tostao
1133,Hotel,City U 
1134,Hotel,Uni
1135,Empreza vivienda univercitaria,Avianca
1136,vecino,Hilton
1137,vecino,City U 
1138,Miembro comunidad,SisTrans
1139,Hostal,El sol
1140,Hotel,Uni
1141,Hotel,City U 
1142,Hotel,SeneK
1143,Miembro comunidad,Hilton
1144,Hostal,Unal
1145,Hotel,Operaciones b
1146,Hostal,City U 
1147,Hostal,El Mono
1148,Hostal,Hilton
1149,Hotel,Livin
1150,Miembro comunidad,Tostao
1151,Hotel,Operaciones b
1152,Miembro comunidad,Panamericana
1153,Miembro comunidad,Avianca
1154,vecino,Avianca
1155,Hostal,Hilton
1156,Hostal,City U 
1157,vecino,City U 
1158,Hotel,City U 
1159,Hostal,Hilton
1160,Empreza vivienda univercitaria,SeneK
1161,Miembro comunidad,SisTrans
1162,vecino,City U 
1163,vecino,Avianca
1164,vecino,El sol
1165,Hostal,Tostao
1166,Hotel,El Mono
1167,Miembro comunidad,SisTrans
1168,Empreza vivienda univercitaria,Panamericana
1169,Hotel,Avianca
1170,Hostal,Avianca
1171,vecino,SisTrans
1172,Miembro comunidad,El sol
1173,Miembro comunidad,Panamericana
1174,Miembro comunidad,Panamericana
1175,Empreza vivienda univercitaria,Operaciones b
1176,Empreza vivienda univercitaria,Livin
1177,Hotel,SeneK
1178,vecino,Livin
1179,Hostal,Uni
1180,vecino,Livin
1181,Miembro comunidad,Livin
1182,Empreza vivienda univercitaria,Panamericana
1183,Empreza vivienda univercitaria,SisTrans
1184,Miembro comunidad,SisTrans
1185,vecino,El sol
1186,Hotel,El Mono
1187,vecino,El Mono
1188,Miembro comunidad,Uni
1189,Miembro comunidad,Unal
1190,Hotel,Unal
1191,Empreza vivienda univercitaria,Unal
1192,Hotel,SisTrans
1193,Hotel,Panamericana
1194,Empreza vivienda univercitaria,El sol
1195,Empreza vivienda univercitaria,Livin
1196,Miembro comunidad,Avianca
1197,Miembro comunidad,SeneK
1198,Empreza vivienda univercitaria,Panamericana
1199,Empreza vivienda univercitaria,SisTrans
1200,Hotel,Hilton
1201,Hostal,SeneK
1202,Miembro comunidad,El Mono
1203,Miembro comunidad,Avianca
1204,Hostal,Avianca
1205,Empreza vivienda univercitaria,Tostao
1206,vecino,Tostao
1207,Empreza vivienda univercitaria,Panamericana
1208,Hostal,SisTrans
1209,vecino,Operaciones b
1210,Hotel,Unal
1211,Miembro comunidad,Avianca
1212,Miembro comunidad,El Mono
1213,Empreza vivienda univercitaria,Tostao
1214,Hostal,Avianca
1215,Empreza vivienda univercitaria,Operaciones b
1216,vecino,Tostao
1217,Empreza vivienda univercitaria,Hilton
1218,Miembro comunidad,Avianca
1219,Hotel,SisTrans
1220,Hostal,Tostao
1221,Miembro comunidad,Unal
1222,Miembro comunidad,City U 
1223,Hotel,El sol
1224,Hotel,Avianca
1225,Empreza vivienda univercitaria,SisTrans
1226,Empreza vivienda univercitaria,Livin
1227,Miembro comunidad,SeneK
1228,vecino,Uni
1229,Miembro comunidad,SisTrans
1230,Hostal,Avianca
1231,Hotel,Livin
1232,Hotel,Uni
1233,Empreza vivienda univercitaria,Avianca
1234,Hotel,El sol
1235,Miembro comunidad,City U 
1236,Hotel,Uni
1237,Empreza vivienda univercitaria,SeneK
1238,vecino,Avianca
1239,Hostal,SisTrans
1240,Hotel,Unal
1241,Empreza vivienda univercitaria,SeneK
1242,Hotel,El sol
1243,Hotel,SisTrans
1244,vecino,El sol
1245,Hotel,SeneK
1246,Miembro comunidad,SisTrans
1247,Empreza vivienda univercitaria,SeneK
1248,Empreza vivienda univercitaria,SisTrans
1249,Hostal,Tostao
1250,Miembro comunidad,Operaciones b
1251,Miembro comunidad,SisTrans
1252,Hotel,Hilton
1253,Empreza vivienda univercitaria,Operaciones b
1254,Empreza vivienda univercitaria,Unal
1255,vecino,City U 
1256,vecino,SeneK
1257,Hotel,SeneK
1258,Hostal,Operaciones b
1259,Miembro comunidad,Tostao
1260,Miembro comunidad,Operaciones b
1261,Miembro comunidad,Unal
1262,Miembro comunidad,Tostao
1263,Miembro comunidad,Uni
1264,Empreza vivienda univercitaria,Operaciones b
1265,Hostal,El sol
1266,Miembro comunidad,SeneK
1267,Miembro comunidad,City U 
1268,Empreza vivienda univercitaria,SisTrans
1269,Hotel,City U 
1270,vecino,Unal
1271,Hotel,El sol
1272,Hotel,Operaciones b
1273,vecino,Operaciones b
1274,Empreza vivienda univercitaria,El Mono
1275,Miembro comunidad,Panamericana
1276,Hotel,Panamericana
1277,Miembro comunidad,Operaciones b
1278,Hostal,SeneK
1279,Hotel,SeneK
1280,vecino,Livin
1281,Hostal,Tostao
1282,Hostal,Hilton
1283,Hotel,Operaciones b
1284,vecino,SisTrans
1285,Miembro comunidad,SeneK
1286,Empreza vivienda univercitaria,Unal
1287,Hostal,Livin
1288,Hotel,El sol
1289,Hostal,Operaciones b
1290,Empreza vivienda univercitaria,City U 
1291,Hotel,Uni
1292,Empreza vivienda univercitaria,Livin
1293,Empreza vivienda univercitaria,SeneK
1294,Hotel,City U 
1295,Empreza vivienda univercitaria,City U 
1296,Miembro comunidad,El Mono
1297,Miembro comunidad,City U 
1298,vecino,Unal
1299,Hotel,Hilton
1300,Hotel,Hilton
1301,Miembro comunidad,El sol
1302,Miembro comunidad,El sol
1303,Hotel,Tostao
1304,Hostal,El sol
1305,vecino,Uni
1306,vecino,Livin
1307,Empreza vivienda univercitaria,Avianca
1308,Empreza vivienda univercitaria,El sol
1309,vecino,Hilton
1310,Hotel,Hilton
1311,Empreza vivienda univercitaria,Tostao
1312,Hotel,City U 
1313,Empreza vivienda univercitaria,Avianca
1314,vecino,City U 
1315,Hostal,Unal
1316,Miembro comunidad,El Mono
1317,Empreza vivienda univercitaria,El sol
1318,Miembro comunidad,El Mono
1319,Hotel,El Mono
1320,Hotel,Uni
1321,vecino,Tostao
1322,Hotel,SisTrans
1323,Hostal,Uni
1324,vecino,Livin
1325,Hostal,Tostao
1326,vecino,City U 
1327,Empreza vivienda univercitaria,Unal
1328,vecino,El sol
1329,Empreza vivienda univercitaria,Panamericana
1330,Empreza vivienda univercitaria,Hilton
1331,Hotel,Hilton
1332,Miembro comunidad,El sol
1333,Empreza vivienda univercitaria,Avianca
1334,Hotel,Avianca
1335,Hostal,Uni
1336,Hotel,Operaciones b
1337,vecino,Livin
1338,Empreza vivienda univercitaria,Tostao
1339,Hotel,SeneK
1340,vecino,Unal
1341,Miembro comunidad,El Mono
1342,Empreza vivienda univercitaria,Unal
1343,Empreza vivienda univercitaria,SisTrans
1344,Hostal,Livin
1345,Empreza vivienda univercitaria,Tostao
1346,Hotel,Uni
1347,vecino,Livin
1348,Miembro comunidad,Avianca
1349,Hotel,Hilton
1350,Hotel,El sol
1351,Hotel,SisTrans
1352,Hotel,SeneK
1353,vecino,El Mono
1354,Hostal,SeneK
1355,Miembro comunidad,El Mono
1356,Hotel,Operaciones b
1357,vecino,Uni
1358,Hostal,Tostao
1359,vecino,Hilton
1360,Hostal,City U 
1361,Empreza vivienda univercitaria,Hilton
1362,Hotel,Uni
1363,Empreza vivienda univercitaria,SeneK
1364,vecino,Uni
1365,Empreza vivienda univercitaria,SeneK
1366,Empreza vivienda univercitaria,Tostao
1367,Hostal,El Mono
1368,Miembro comunidad,Hilton
1369,vecino,SisTrans
1370,Hotel,Panamericana
1371,vecino,Panamericana
1372,Empreza vivienda univercitaria,Livin
1373,Hostal,Operaciones b
1374,vecino,City U 
1375,Miembro comunidad,Avianca
1376,Hotel,SeneK
1377,Hostal,Panamericana
1378,Miembro comunidad,City U 
1379,Empreza vivienda univercitaria,Uni
1380,vecino,Operaciones b
1381,Miembro comunidad,Panamericana
1382,Empreza vivienda univercitaria,Operaciones b
1383,Miembro comunidad,City U 
1384,Empreza vivienda univercitaria,Hilton
1385,vecino,SeneK
1386,Hostal,Tostao
1387,Hostal,Unal
1388,vecino,El sol
1389,Hostal,Panamericana
1390,Miembro comunidad,City U 
1391,vecino,El sol
1392,Miembro comunidad,Tostao
1393,Hotel,SisTrans
1394,Hostal,Operaciones b
1395,Miembro comunidad,SeneK
1396,Hotel,Livin
1397,Hotel,Panamericana
1398,Hotel,Livin
1399,Empreza vivienda univercitaria,SeneK
1400,Empreza vivienda univercitaria,SisTrans
1401,Miembro comunidad,Hilton
1402,Empreza vivienda univercitaria,Unal
1403,Miembro comunidad,El sol
1404,Hotel,City U 
1405,vecino,SeneK
1406,vecino,Livin
1407,Miembro comunidad,Tostao
1408,vecino,Livin
1409,Empreza vivienda univercitaria,City U 
1410,Hostal,Panamericana
1411,Miembro comunidad,Livin
1412,Hostal,Livin
1413,Empreza vivienda univercitaria,El sol
1414,vecino,Avianca
1415,Empreza vivienda univercitaria,Uni
1416,Miembro comunidad,Operaciones b
1417,vecino,City U 
1418,Miembro comunidad,Panamericana
1419,Hotel,Avianca
1420,Hostal,Operaciones b
1421,Hostal,El sol
1422,Hostal,Livin
1423,Hostal,City U 
1424,Empreza vivienda univercitaria,SisTrans
1425,Hotel,SisTrans
1426,Hostal,Unal
1427,vecino,SeneK
1428,Hostal,Panamericana
1429,Empreza vivienda univercitaria,SisTrans
1430,Hostal,Tostao
1431,vecino,SisTrans
1432,Miembro comunidad,Livin
1433,vecino,City U 
1434,vecino,Livin
1435,Hotel,SisTrans
1436,Miembro comunidad,Uni
1437,vecino,Unal
1438,Miembro comunidad,El Mono
1439,vecino,El sol
1440,Hostal,Panamericana
1441,vecino,Operaciones b
1442,vecino,El sol
1443,Empreza vivienda univercitaria,Hilton
1444,Empreza vivienda univercitaria,El sol
1445,vecino,Operaciones b
1446,Hostal,Hilton
1447,Miembro comunidad,Operaciones b
1448,Miembro comunidad,SeneK
1449,Empreza vivienda univercitaria,SeneK
1450,Hotel,Tostao
1451,vecino,Panamericana
1452,Hotel,Operaciones b
1453,vecino,Operaciones b
1454,Empreza vivienda univercitaria,Livin
1455,Hostal,SeneK
1456,vecino,SeneK
1457,Empreza vivienda univercitaria,Operaciones b
1458,vecino,El Mono
1459,Miembro comunidad,Unal
1460,Hotel,Unal
1461,Hotel,SeneK
1462,Hostal,City U 
1463,Hostal,Unal
1464,Hotel,El Mono
1465,Miembro comunidad,Operaciones b
1466,Miembro comunidad,El Mono
1467,Hostal,City U 
1468,Hotel,SeneK
1469,Hostal,Hilton
1470,Empreza vivienda univercitaria,Unal
1471,vecino,SisTrans
1472,vecino,Tostao
1473,Hotel,Unal
1474,vecino,Operaciones b
1475,Hostal,Panamericana
1476,Hostal,Unal
1477,Miembro comunidad,SisTrans
1478,Miembro comunidad,Unal
1479,vecino,Tostao
1480,Hostal,Livin
1481,vecino,Avianca
1482,Hotel,City U 
1483,Empreza vivienda univercitaria,Uni
1484,Hostal,El Mono
1485,Hotel,City U 
1486,Hotel,Panamericana
1487,Miembro comunidad,Tostao
1488,Hostal,Avianca
1489,Empreza vivienda univercitaria,City U 
1490,Hotel,El sol
1491,Empreza vivienda univercitaria,Uni
1492,vecino,City U 
1493,Empreza vivienda univercitaria,SeneK
1494,Empreza vivienda univercitaria,Tostao
1495,Empreza vivienda univercitaria,El Mono
1496,Hotel,Avianca
1497,Empreza vivienda univercitaria,SisTrans
1498,Miembro comunidad,Tostao
1499,vecino,Uni
1500,Hostal,Panamericana
1501,vecino,Avianca
1502,Empreza vivienda univercitaria,City U 
1503,Hotel,Hilton
1504,Hostal,Livin
1505,Empreza vivienda univercitaria,SeneK
1506,Hostal,SeneK
1507,Hostal,Hilton
1508,Hotel,Hilton
1509,Hostal,Tostao
1510,Hotel,Unal
1511,Hotel,Unal
1512,Empreza vivienda univercitaria,Livin
1513,Hotel,Unal
1514,Hotel,Panamericana
1515,vecino,Tostao
1516,Hostal,Unal
1517,Miembro comunidad,Unal
1518,Hotel,Uni
1519,Hotel,El Mono
1520,Hostal,SisTrans
1521,Empreza vivienda univercitaria,SisTrans
1522,Hostal,Unal
1523,Miembro comunidad,Panamericana
1524,Hotel,Tostao
1525,Hotel,Unal
1526,Empreza vivienda univercitaria,Operaciones b
1527,Miembro comunidad,Avianca
1528,Hostal,Operaciones b
1529,Miembro comunidad,Operaciones b
1530,Empreza vivienda univercitaria,Tostao
1531,Hostal,Panamericana
1532,Empreza vivienda univercitaria,Avianca
1533,vecino,El Mono
1534,Hotel,City U 
1535,Hostal,Unal
1536,Hotel,Operaciones b
1537,Hostal,SisTrans
1538,Empreza vivienda univercitaria,Hilton
1539,Empreza vivienda univercitaria,Livin
1540,vecino,SeneK
1541,Hotel,City U 
1542,Empreza vivienda univercitaria,Unal
1543,Hostal,Panamericana
1544,Empreza vivienda univercitaria,Uni
1545,vecino,Panamericana
1546,Empreza vivienda univercitaria,Panamericana
1547,vecino,Panamericana
1548,vecino,Livin
1549,Empreza vivienda univercitaria,El sol
1550,vecino,Avianca
1551,Empreza vivienda univercitaria,Uni
1552,Hostal,Operaciones b
1553,Hostal,Avianca
1554,Empreza vivienda univercitaria,Avianca
1555,Empreza vivienda univercitaria,City U 
1556,Hostal,SeneK
1557,Miembro comunidad,Panamericana
1558,Hotel,Hilton
1559,Hotel,Operaciones b
1560,Hostal,El sol
1561,Empreza vivienda univercitaria,Operaciones b
1562,Miembro comunidad,Avianca
1563,Empreza vivienda univercitaria,SeneK
1564,Hotel,SeneK
1565,Hotel,El sol
1566,Empreza vivienda univercitaria,Livin
1567,Hotel,Livin
1568,Hostal,El Mono
1569,Hostal,Unal
1570,Hostal,Panamericana
1571,Hostal,Hilton
1572,Hotel,Panamericana
1573,Miembro comunidad,Avianca
1574,Hotel,El Mono
1575,Hotel,Panamericana
1576,Hotel,El sol
1577,Empreza vivienda univercitaria,El Mono
1578,Miembro comunidad,Uni
1579,Hotel,Uni
1580,Hostal,SeneK
1581,vecino,Livin
1582,Miembro comunidad,Hilton
1583,Empreza vivienda univercitaria,City U 
1584,vecino,City U 
1585,Hotel,SeneK
1586,Hostal,Unal
1587,vecino,El sol
1588,Hostal,Livin
1589,Hotel,Tostao
1590,Miembro comunidad,Tostao
1591,vecino,Unal
1592,Empreza vivienda univercitaria,SeneK
1593,Hostal,Avianca
1594,Hotel,Uni
1595,Empreza vivienda univercitaria,SeneK
1596,Miembro comunidad,Unal
1597,vecino,Panamericana
1598,Miembro comunidad,Tostao
1599,Hotel,SeneK
1600,Hostal,Hilton
1601,vecino,Tostao
1602,Miembro comunidad,Livin
1603,Empreza vivienda univercitaria,Avianca
1604,Hostal,Tostao
1605,Miembro comunidad,Livin
1606,Empreza vivienda univercitaria,Tostao
1607,Miembro comunidad,Tostao
1608,Miembro comunidad,Operaciones b
1609,Hotel,Unal
1610,Empreza vivienda univercitaria,SisTrans
1611,vecino,Uni
1612,Hotel,Hilton
1613,Miembro comunidad,SeneK
1614,Miembro comunidad,SeneK
1615,vecino,El Mono
1616,Hotel,Livin
1617,Hotel,Operaciones b
1618,vecino,City U 
1619,Hostal,City U 
1620,Hostal,City U 
1621,Hostal,Avianca
1622,vecino,Unal
1623,vecino,Avianca
1624,Empreza vivienda univercitaria,Operaciones b
1625,Hostal,Operaciones b
1626,Hotel,SeneK
1627,Hostal,El sol
1628,Empreza vivienda univercitaria,El Mono
1629,Miembro comunidad,Unal
1630,Hostal,Avianca
1631,Hostal,SisTrans
1632,Hostal,Uni
1633,Miembro comunidad,Tostao
1634,Hostal,Livin
1635,vecino,SisTrans
1636,Empreza vivienda univercitaria,Tostao
1637,Hostal,Tostao
1638,Hostal,Uni
1639,Hotel,Panamericana
1640,Empreza vivienda univercitaria,SeneK
1641,Empreza vivienda univercitaria,Panamericana
1642,Hotel,El Mono
1643,Hostal,Avianca
1644,Miembro comunidad,Uni
1645,vecino,City U 
1646,Miembro comunidad,Uni
1647,Empreza vivienda univercitaria,Operaciones b
1648,Empreza vivienda univercitaria,Avianca
1649,Miembro comunidad,Hilton
1650,Hotel,El Mono
1651,Hostal,Unal
1652,Miembro comunidad,SeneK
1653,Hotel,El sol
1654,Empreza vivienda univercitaria,Uni
1655,Empreza vivienda univercitaria,SisTrans
1656,vecino,Tostao
1657,vecino,Unal
1658,Miembro comunidad,El Mono
1659,Empreza vivienda univercitaria,Tostao
1660,Hostal,El Mono
1661,Hotel,Panamericana
1662,Miembro comunidad,City U 
1663,Empreza vivienda univercitaria,Avianca
1664,Hostal,Operaciones b
1665,Hostal,SeneK
1666,vecino,Operaciones b
1667,Hostal,Uni
1668,Hostal,SeneK
1669,vecino,SeneK
1670,Miembro comunidad,SisTrans
1671,Miembro comunidad,SeneK
1672,Hostal,SeneK
1673,Hostal,Uni
1674,Empreza vivienda univercitaria,Uni
1675,Hotel,SisTrans
1676,Hostal,Hilton
1677,Hostal,El sol
1678,Empreza vivienda univercitaria,Unal
1679,Miembro comunidad,SisTrans
1680,Hotel,Operaciones b
1681,Hotel,El sol
1682,Hostal,Unal
1683,Empreza vivienda univercitaria,City U 
1684,Hostal,Tostao
1685,vecino,SisTrans
1686,Miembro comunidad,Uni
1687,Miembro comunidad,Livin
1688,Empreza vivienda univercitaria,Tostao
1689,Hostal,Hilton
1690,Empreza vivienda univercitaria,SeneK
1691,Miembro comunidad,Hilton
1692,Empreza vivienda univercitaria,Panamericana
1693,Hotel,Livin
1694,vecino,City U 
1695,Empreza vivienda univercitaria,Avianca
1696,Empreza vivienda univercitaria,Avianca
1697,Hostal,El Mono
1698,Hostal,City U 
1699,Hotel,Hilton
1700,Miembro comunidad,SeneK
1701,Miembro comunidad,Panamericana
1702,Hostal,Panamericana
1703,vecino,City U 
1704,Miembro comunidad,Unal
1705,Empreza vivienda univercitaria,Avianca
1706,Hotel,Operaciones b
1707,Miembro comunidad,El sol
1708,Empreza vivienda univercitaria,El Mono
