ID, NOMBRE, REGISTROCAMARACOMERCIO, TIENESALAESTUDIO, TIENESALAESPARCIMIENTO, TIENEGIMNASIO, TIENERESTAURANTE 
 suscipit sociis montes,60137 East China Ln.,377,377,1,0,0,0
 dolor fermentum sit,13259  Azerbaijan Ln.,378,378,1,1,0,1
 per nostra sed,44495 North Dodge City St.,379,379,1,0,1,0
 interdum nibh amet,61853 East Cayman Islands Blvd.,380,380,0,0,0,1
 nonummy sagittis risus,89594 East Russian Federation Way,381,381,1,1,1,0
 auctor suscipit turpis,45375 North Philippines Ave.,382,382,0,0,1,1
 Curabitur fames Nam,77283 South Azerbaijan Ct.,383,383,0,0,0,0
 sit cursus accumsan,47644 North Bahamas Blvd.,384,384,1,1,1,1
 pulvinar blandit habitant,19186 East Comoros St.,385,385,1,1,1,1
 felis Suspendisse facilisis,15670 North India Ave.,386,386,1,0,0,1
 habitant natoque parturient,17446 East Chicago Heights Way,387,387,0,0,0,1
 nibh amet ligula,82970 South Tunisia St.,388,388,0,1,1,1
 Cras est viverra,14194 West Ansonia Way,389,389,1,1,0,0
 conubia suscipit Nulla,37553 West Belgium Ln.,390,390,1,1,0,1
 Nullam eu eros,66807 South Farmer City Ave.,391,391,1,0,1,0
 pellentesque ultrices cubilia,15934  Ecuador Ct.,392,392,0,1,0,1
 per aliquet taciti,34494 North Qatar Ave.,393,393,1,1,0,0
 eros pulvinar blandit,1116 South Glens Falls Ave.,394,394,1,1,0,0
 Nulla arcu Integer,39143 West Marietta Blvd.,395,395,0,1,1,1
 urna risus Duis,78449 East Cayman Islands Ln.,396,396,0,1,0,1
 condimentum ultrices non,45672 North Palau Ave.,397,397,1,1,1,0
 suscipit tempor massa,17895 West Mongolia Ct.,398,398,0,1,0,0
 vehicula ante Vestibulum,21907 North Boulder Junction Ln.,399,399,0,1,0,1
 ornare gravida nulla,58432 North Serbia and Montenegro Ave.,400,400,1,0,0,1
 arcu eleifend natoque,26919 North Equatorial Guinea St.,401,401,1,0,1,1
 dolor et Praesent,40848 West Armenia Ave.,402,402,0,0,1,0
 Sed Integer erat,28688 North Colombia Ln.,403,403,1,1,1,0
 nec vel metus,64907 North Franklin Ave.,404,404,0,1,0,0
 montes Mauris rutrum,61623 North Grenada Ln.,405,405,0,0,0,1
 neque lacus Curabitur,99406 North Bolivia St.,406,406,0,1,0,0
 ipsum velit dolor,15921 West Chad Ln.,407,407,0,1,0,0
 risus ridiculus placerat,38758  Japan Ln.,408,408,1,1,1,1
 Ut dapibus blandit,37031 East Bolivia Ct.,409,409,0,0,0,0
 ut torquent id,38037 South Virgin Islands, U.S. Ave.,410,410,1,0,0,0
 In massa pharetra,42717 West Puerto Rico Way,411,411,0,0,0,1
 ligula elit Cum,95761 East Botswana St.,412,412,0,1,0,0
 adipiscing senectus taciti,8301 North Sierra Leone Blvd.,413,413,1,0,0,1
 non Integer odio,24754 South Thailand Way,414,414,1,1,1,1
 tempor mollis neque,35283 South British Indian Ocean Territory Way,415,415,0,1,0,0
 sed dictum magna,74622 South Sierra Leone Blvd.,416,416,1,0,0,0
 bibendum Phasellus parturient,46012 West French Guiana St.,417,417,1,0,0,0
 orci Fusce purus,52431 West Egypt Way,418,418,1,0,1,1
 bibendum et gravida,51323 North Cyprus Way,419,419,1,0,1,1
 ullamcorper suscipit malesuada,47380 South Botswana Blvd.,420,420,0,0,1,1
 suscipit vel Proin,82115 South Lawndale Ln.,421,421,0,1,1,1
 vehicula venenatis Quisque,23273 South Hamilton Blvd.,422,422,0,0,0,0
 velit lectus pharetra,67364 East Botswana Way,423,423,0,0,0,1
 ac sed congue,16673 East Little Falls Ln.,424,424,1,1,0,0
 feugiat magna Phasellus,69374 East Christmas Island St.,425,425,1,1,0,0
 diam nonummy nulla,32605 North Charlotte Amalie Ave.,426,426,0,0,1,1
 ut cubilia nunc,71985 North Taiwan, Province of China Ct.,427,427,1,1,0,0
 tempor congue Phasellus,51494 South Everett Ln.,428,428,0,1,1,1
 magna inceptos Curabitur,8462 North Tonga Ln.,429,429,1,0,0,0
 Fusce tellus aptent,43135 East Faroe Islands Ave.,430,430,1,1,0,1
 aliquam risus nisi,54654 West Bosnia and Herzegovina Way,431,431,1,0,1,0
 libero augue malesuada,83804  Tokelau Ln.,432,432,1,0,1,1
 rutrum mollis tempus,52907  Hawaiian Gardens Ct.,433,433,0,0,0,1
 Morbi ultrices Lorem,45076 West Aruba Ave.,434,434,0,0,1,0
 dolor Fusce Vestibulum,45933 North Montserrat Ave.,435,435,1,0,0,0
 primis velit Proin,18101 East North Las Vegas Blvd.,436,436,1,1,0,0
 Nam Suspendisse nulla,23626 North Coos Bay Ln.,437,437,0,0,1,1
 eleifend accumsan habitant,951 North Christmas Island St.,438,438,0,1,1,1
 Nulla risus vel,27453 South Bayamon Blvd.,439,439,1,0,0,0
 convallis Praesent Integer,86379 North Paducah Blvd.,440,440,0,1,1,1
 eget sapien rhoncus,59219 West Apple Valley Ct.,441,441,0,1,1,1
 imperdiet non blandit,60868 East Svalbard and Jan Mayen Ave.,442,442,1,1,1,0
 euismod nulla orci,77329 East Kenya Ct.,443,443,0,0,0,0
 cursus molestie in,90477 West Botswana Blvd.,444,444,0,1,0,0
 facilisis porttitor ut,95444 South Delta Junction Blvd.,445,445,1,0,1,1
 lacus enim pharetra,40626 East Guadeloupe Ave.,446,446,1,0,1,0
 inceptos cubilia blandit,94890 East Gabon Ln.,447,447,0,1,0,1
 condimentum porttitor elit,65807 East Antarctica St.,448,448,0,1,0,1
 per dapibus diam,22568 North Healdsburg Blvd.,449,449,0,1,0,0
 Lorem ad cursus,87017  Farmer City Way,450,450,0,1,1,0
 malesuada sociis Nulla,39964 South Derby Ln.,451,451,0,0,0,1
 nisi habitant scelerisque,30476 West Canada Ln.,452,452,1,1,1,1
 porttitor quis aptent,28029 South Ecuador Way,453,453,0,0,0,0
 sapien facilisi euismod,13369  Cayman Islands Blvd.,454,454,0,1,1,0
 volutpat sociosqu pretium,77968 West Gardena Ave.,455,455,1,0,0,0
 facilisis varius viverra,33563 East Northern Mariana Islands Ave.,456,456,1,0,0,0
 taciti vulputate vulputate,39751 South Bhutan Ct.,457,457,0,0,1,0
 parturient egestas primis,38006 East Cincinnati Ln.,458,458,1,1,0,0
 nunc mattis mus,85202  Jordan Ln.,459,459,0,1,1,0
 vulputate mollis nostra,43051 South New Kensington Ct.,460,460,1,1,0,1
 sodales neque litora,23086 North Hamilton Way,461,461,0,0,1,0
 luctus varius Vestibulum,99408 East Chicago St.,462,462,1,0,1,0
 sociis malesuada molestie,5150 South Greensburg Ln.,463,463,1,1,0,1
 Quisque Cras sapien,22847 East Brazil Ave.,464,464,1,0,0,0
 primis feugiat ornare,28000 South Afghanistan Ln.,465,465,0,0,0,1
 vehicula in eros,99775 East India St.,466,466,1,1,0,0
 nascetur Quisque nec,13919 North Carrollton Ct.,467,467,1,1,1,0
 ullamcorper Nam blandit,41416 West City of Industry Ln.,468,468,0,0,1,1
 rhoncus eros suscipit,69731 East Albania Ave.,469,469,0,0,0,1
 per lacinia parturient,73331 West South Africa St.,470,470,1,0,0,1
 orci Nunc id,92670 West Palestinian Territory, Occupied Blvd.,471,471,1,0,1,0
 Praesent primis magnis,2755 North Tuvalu Blvd.,472,472,0,1,0,1
 Sed auctor mauris,55595 North Gardner St.,473,473,1,0,0,0
 tristique tortor laoreet,80194 South Mexico Ave.,474,474,0,1,0,1
 ultrices pharetra egestas,82787 North Australia Way,475,475,1,0,0,1
 id interdum Mauris,50304 West Falkland Islands Malvinas Ave.,476,476,0,1,1,0
 vestibulum accumsan molestie,32319 North Grenada Blvd.,477,477,1,1,0,0
 eget malesuada mollis,61570 East Gabon St.,478,478,0,0,1,0
 mi viverra suscipit,29977 East Ashland Ln.,479,479,1,0,1,0
 lorem elementum Nullam,17839 South Bahrain Ave.,480,480,0,1,1,0
 pharetra Suspendisse ut,49231 South Greenfield Ct.,481,481,1,0,0,0
 In congue sociis,15423 South Brunei Darussalam Ct.,482,482,0,0,0,0
 placerat dui ac,24023 North Guam Ln.,483,483,1,1,0,0
 purus Cum Cras,98876 East Bahamas Ave.,484,484,0,0,1,0
 vel condimentum mi,45314 North Dominican Republic Ct.,485,485,1,0,1,1
 inceptos nascetur ipsum,30190 East Georgia St.,486,486,0,1,1,0
 fringilla mi elementum,1703 East Brunei Darussalam Ave.,487,487,0,1,0,1
 In eros pharetra,23128 North Brazil St.,488,488,0,1,1,0
 aliquam Quisque scelerisque,66504 East Austria Way,489,489,0,1,1,0
 nisi dolor tempus,88390 South Angola Way,490,490,0,0,0,1
 nec fermentum tellus,67793 East Guatemala Blvd.,491,491,1,1,1,0
 purus in sodales,18080 North Switzerland Way,492,492,0,0,0,0
 tortor a accumsan,54129 East Sweden Blvd.,493,493,0,1,1,0
 Sed Aenean ullamcorper,47395  Aruba Ave.,494,494,0,1,0,0
 taciti nisl Nulla,92640 North Cincinnati Ave.,495,495,1,0,0,1
 natoque arcu condimentum,49034 West Argentina Ct.,496,496,1,1,1,1
 ipsum felis senectus,92034 West Effingham Ct.,497,497,1,1,1,0
 blandit ultrices dolor,27594 North Belarus St.,498,498,0,0,1,0
 mi sociosqu facilisis,75038  Frankfort Way,499,499,1,1,0,0
 non libero Duis,4557  Equatorial Guinea Ln.,500,500,0,0,1,1
 vulputate torquent condimentum,11485 West France St.,501,501,1,0,0,0
 litora Maecenas sollicitudin,7227 South Poland Way,502,502,1,1,0,0
 blandit pharetra lobortis,2216 South Finland Ln.,503,503,0,1,0,1
 penatibus Suspendisse habitant,94104 South Joliet Ln.,504,504,1,1,0,0
 est ornare malesuada,75881 South Malaysia Way,505,505,0,1,1,1
 luctus eu auctor,48697 West Palestinian Territory, Occupied Ave.,506,506,1,0,1,1
 porta sed egestas,24554  Argentina Ave.,507,507,0,1,0,0
 neque Vivamus torquent,67424 West Chad St.,508,508,0,1,1,1
 Maecenas purus ornare,91024 East Montgomery Ave.,509,509,1,0,1,0
 diam ante mi,52287 South Farmington Blvd.,510,510,0,0,0,1
 facilisi tempor Maecenas,60757 East Guadeloupe Ln.,511,511,1,0,0,1
 vel per torquent,6972  Tokelau St.,512,512,0,0,0,0
 Fusce scelerisque consectetuer,79217 West Chino Hills Blvd.,513,513,1,1,1,1
 tempor senectus habitant,52401  Maldives Way,514,514,1,1,1,0
 nibh nostra faucibus,54887 East Hastings Ln.,515,515,0,0,1,0
 Nam sollicitudin id,10383 South Boise St.,516,516,0,1,1,1
 tellus ac orci,20814 South Egypt Ln.,517,517,1,0,0,1
 aliquam ipsum dolor,70402 East Burundi Blvd.,518,518,1,1,0,1
 molestie fringilla egestas,36042 North Russian Federation St.,519,519,1,1,0,0
 ipsum Fusce Lorem,14065 South Beckley Ave.,520,520,1,0,0,0
 odio tellus Donec,93680 North Niger Way,521,521,0,1,1,1
 laoreet Etiam rhoncus,6947 West Butler Ln.,522,522,0,1,0,1
 nulla et pulvinar,23649  Mongolia St.,523,523,0,0,0,0
 facilisi commodo aliquam,38470 West Burundi Ln.,524,524,0,0,0,1
 pharetra pretium ad,36458 South Bowie Blvd.,525,525,1,0,1,0
 Lorem interdum Cras,76521 South British Indian Ocean Territory Ct.,526,526,1,1,1,0
 consectetuer vestibulum tincidunt,4619  Austria Blvd.,527,527,1,1,1,1
 erat sociosqu lacinia,70355 North Nigeria Blvd.,528,528,0,1,1,1
 lectus neque Class,81044 North Charlotte Ln.,529,529,1,1,0,1
 pretium mi ipsum,86603 West Northern Mariana Islands Ct.,530,530,1,0,0,1
 congue enim Fusce,75363 North Iran, Islamic Republic of Way,531,531,1,1,1,0
 tristique Nullam lacus,78138 South Hilo Blvd.,532,532,1,0,0,1
 sit molestie sociosqu,5136 North Downey Way,533,533,0,1,0,0
 gravida consequat sapien,35223 East Eau Claire Ct.,534,534,0,1,1,1
 tempor quam fames,7172 South Calabasas St.,535,535,1,0,0,1
 commodo euismod velit,13797  Wallis and Futuna Ave.,536,536,1,1,1,1
 faucibus tincidunt felis,18363 West Bahrain Ln.,537,537,1,0,1,1
 sollicitudin imperdiet Nam,91722 South Korea, Republic of Ave.,538,538,1,0,0,1
 tempor rutrum mattis,94193 West Bahamas St.,539,539,1,1,0,0
 mollis mollis urna,42959 North Costa Rica St.,540,540,0,0,0,1
 dapibus mi nonummy,60014 South Saint Kitts and Nevis Ct.,541,541,0,0,1,1
 lorem Ut lacinia,76924 East Bangladesh Ave.,542,542,0,1,1,0
 Nunc mus pharetra,85637 North Falkland Islands Malvinas Ave.,543,543,1,1,1,0
 sapien Aliquam consectetuer,44512  Slovakia Blvd.,544,544,1,1,0,1
 elementum Aenean Aliquam,27711 East Hong Kong Way,545,545,1,0,1,0
 mollis magna Nulla,97775  Hialeah Blvd.,546,546,0,1,1,1
 eu mus parturient,52952 South Andorra St.,547,547,0,0,1,1
 Nunc viverra et,9602 South Turkey St.,548,548,0,0,0,0
 adipiscing aliquet eget,28618 North Armenia Ave.,549,549,0,1,1,1
 velit mauris aliquet,80819 South Brazil Blvd.,550,550,0,0,1,0
 quam quis neque,16326 South Canada Ln.,551,551,1,1,1,0
 gravida lobortis fermentum,54712 East Kenya Blvd.,552,552,1,0,0,1
 et In sem,61624 North Slovakia Blvd.,553,553,1,1,1,1
 egestas tristique orci,95959 East French Guiana St.,554,554,0,0,0,0
 litora aliquet ac,61728  Albany Blvd.,555,555,1,0,1,0
 volutpat feugiat vel,63006 East Dover St.,556,556,1,1,0,1
 quis Sed Nam,92437 North Finland Ct.,557,557,1,1,0,1
 orci ullamcorper tempor,80558 West Cook Islands St.,558,558,0,0,1,1
 Curabitur torquent aptent,60257 North Moldova St.,559,559,1,0,1,0
 ridiculus morbi elementum,58801 South Panama Ln.,560,560,0,0,1,1
 luctus facilisis sit,23215  Chad Ave.,561,561,1,0,1,1
 dictum arcu tortor,52081 South Belize St.,562,562,1,1,0,0
 Nunc gravida Nullam,98911 North Macao St.,563,563,1,0,0,1
 gravida laoreet consectetuer,5742 East Jefferson City St.,564,564,0,1,1,0
 venenatis neque pede,11739 North Opelousas Ct.,565,565,0,1,1,1
 purus volutpat porta,57340 South Oxnard Ln.,566,566,1,1,0,1
 commodo Integer ut,88574 North Spain St.,567,567,0,1,1,0
 Integer pulvinar commodo,57472  Bulgaria Ave.,568,568,0,0,1,1
 dignissim scelerisque pellentesque,69715 West Armenia Blvd.,569,569,1,0,1,0
 netus Morbi mi,91210 South Solomon Islands Blvd.,570,570,1,0,1,1
 orci ultricies vel,99745 East Bolivia Way,571,571,1,1,0,0
 nascetur ipsum fringilla,35439  Bangladesh Blvd.,572,572,1,0,0,0
 Ut sed rhoncus,97551 South Mongolia St.,573,573,1,0,0,1
 nostra ridiculus nulla,30692 North Milwaukee St.,574,574,0,1,0,1
 ut eget iaculis,96010 East Maldives Blvd.,575,575,1,0,0,0
 hymenaeos Nullam quis,25783 East Hong Kong Ln.,576,576,1,1,1,0
 fermentum dictum nisl,42759 North Mongolia Way,577,577,0,1,1,0
 scelerisque nibh Maecenas,58939  Colombia St.,578,578,1,1,1,0
 accumsan nulla metus,33477  Kyrgyzstan Blvd.,579,579,0,0,1,0
 tellus commodo bibendum,59907  Pawtucket Ct.,580,580,1,1,0,1
 ut Fusce est,28424 East Anguilla St.,581,581,1,0,1,0
 Aliquam massa vitae,37316 North Colombia Blvd.,582,582,1,0,1,1
 lacus elementum molestie,93501  Sudan St.,583,583,1,1,0,1
 vehicula sollicitudin senectus,58218  Montserrat Ct.,584,584,0,1,1,0
 Integer adipiscing adipiscing,78295 East New Caledonia Ave.,585,585,1,1,0,0
 conubia faucibus libero,63827 East British Indian Ocean Territory Blvd.,586,586,0,0,1,1
 fames ornare inceptos,92737 West Albania Way,587,587,0,0,0,0
 natoque posuere faucibus,68845 West Tunisia St.,588,588,0,1,1,1
 pharetra quam torquent,70341  Oman Blvd.,589,589,1,1,0,1
 est lacus cursus,90430 West Togo St.,590,590,1,0,1,0
 Etiam nostra condimentum,24537 North Angola St.,591,591,0,1,0,1
 orci in eros,2168  Albania St.,592,592,1,1,0,0
 quam netus euismod,1897 South Christmas Island Ln.,593,593,0,0,1,0
 nibh bibendum Nunc,68325 East Bahamas Way,594,594,0,1,1,0
 mus Aliquam nostra,42015 West Qatar Way,595,595,0,1,0,0
 posuere Fusce blandit,25876 North Brunei Darussalam Ave.,596,596,1,0,1,1
 Donec mi primis,26805 South Burundi Way,597,597,0,0,0,1
 diam sollicitudin viverra,57356  Philippines Blvd.,598,598,1,0,0,0
 ipsum Nam pellentesque,34153 North Puerto Rico Ct.,599,599,0,0,0,1
 ultricies vehicula dignissim,43625  Austria Blvd.,600,600,1,1,1,1
 purus eu sed,21284 South Kuwait Ave.,601,601,1,0,1,0
 augue massa torquent,13479  Bismarck Ave.,602,602,1,1,0,0
 Aliquam sollicitudin auctor,39382 West Portugal Ln.,603,603,1,1,0,0
 euismod ullamcorper non,83327 East Kenya Blvd.,604,604,1,1,1,1
 sapien taciti vitae,84988  High Point Way,605,605,0,1,0,0
 adipiscing convallis justo,81942 West Angola Ct.,606,606,1,0,1,0
 bibendum vitae ligula,95881 West Pembroke Pines St.,607,607,0,1,0,0
 molestie Mauris primis,60879  Danville Blvd.,608,608,0,0,1,1
 neque fringilla inceptos,1894  Brazil Ln.,609,609,1,0,0,0
 amet adipiscing facilisi,76351 West Micronesia St.,610,610,1,1,0,1
 sollicitudin morbi a,78702 West Ecuador Ave.,611,611,1,1,1,0
 Duis nulla urna,70350 East Galveston Blvd.,612,612,1,0,0,0
 interdum vulputate orci,18138 East Somalia Way,613,613,0,0,1,0
 eleifend blandit tempus,88070  Huntington St.,614,614,0,0,1,0
 eleifend conubia sapien,54313 East Albania Way,615,615,1,0,1,0
 Integer natoque ultricies,66440 South Bowie Ct.,616,616,1,0,0,1
 placerat sed mattis,18814 South Canada St.,617,617,1,1,1,0
 tempus felis senectus,75434 West Burundi Blvd.,618,618,1,1,0,1
 aliquam sed auctor,21300 North Brunei Darussalam St.,619,619,0,1,0,0
 venenatis Pellentesque amet,55319  Mozambique Way,620,620,1,0,0,0
 ad consequat tortor,2419 South Central African Republic Ave.,621,621,1,0,0,0
 justo Etiam risus,284 North Fulton St.,622,622,0,1,0,1
 dignissim ultricies Praesent,94925 West Dixon Ave.,623,623,0,1,1,1
 a vehicula euismod,98975 West Pitcairn Ln.,624,624,0,1,1,0
 natoque sapien Cum,18349 South Turks and Caicos Islands Ct.,625,625,1,1,0,1
 tempor odio purus,17463 West Bouvet Island Way,626,626,0,1,0,1
 dapibus bibendum laoreet,22925 East Lufkin Ave.,627,627,1,0,1,1
 Mauris Integer varius,76071 West Canada Way,628,628,0,0,0,0
 eleifend fermentum conubia,79825 East Syrian Arab Republic Ct.,629,629,1,1,1,0
 dolor condimentum gravida,44047 North Gambia Ct.,630,630,0,0,1,0
 bibendum vitae lacus,45112 West Mauritius Blvd.,631,631,0,1,0,1
 vel quam dolor,12071 East Brazil Ln.,632,632,0,0,0,1
 mauris consequat urna,39537 East Andorra Ave.,633,633,0,1,1,1
 ac ut suscipit,57865  Marshall Islands Ct.,634,634,1,1,1,1
 iaculis hymenaeos eu,68502 East Bolivia Ln.,635,635,0,1,1,1
 luctus faucibus massa,26560 North Luxembourg Ct.,636,636,1,1,0,1
 vestibulum Nam Quisque,98700 East Austria Ct.,637,637,0,1,0,0
 tellus magna mollis,82266 East Lithuania Ave.,638,638,0,0,0,1
 libero sollicitudin fermentum,44796 North Ontario Ln.,639,639,1,0,0,0
 vestibulum sit iaculis,79121  Uganda St.,640,640,0,1,1,1
 ornare sociis bibendum,91215  Zimbabwe St.,641,641,1,0,1,0
 penatibus porta Aenean,69636  Bermuda Way,642,642,0,0,1,0
 risus fringilla rhoncus,997 South Niger Ct.,643,643,1,1,1,1
 nunc Mauris Curae,49657 West Rwanda Way,644,644,1,0,0,1
 Ut facilisis in,82834  French Southern Territories Way,645,645,0,0,1,1
 Integer torquent eget,94429 West Deadwood Way,646,646,1,1,0,1
 Proin convallis velit,45411 South Spain Ave.,647,647,1,0,1,1
 semper nostra non,97630 South Costa Rica Ln.,648,648,0,1,1,1
 mattis consequat nisi,63655 West Venezuela St.,649,649,1,1,1,0
 pharetra lacus Curabitur,77850 West Madagascar St.,650,650,1,1,1,0
 facilisi congue viverra,91053 North Mayagüez St.,651,651,0,1,1,1
 felis Curae Cum,46944 East French Polynesia Ct.,652,652,0,0,0,1
 magnis nostra taciti,29966 North Western Sahara St.,653,653,0,1,1,0
 Nullam Class conubia,68257  Oxford Way,654,654,0,1,1,1
 Nam magna mauris,28579  Germany St.,655,655,0,0,0,1
 turpis tortor senectus,81032 West Sao Tome and Principe Blvd.,656,656,1,0,1,1
 nunc facilisis Lorem,99295 North Christmas Island Ct.,657,657,0,0,0,1
 lacus nisi volutpat,36880 South Turks and Caicos Islands Ave.,658,658,0,0,1,1
 magnis penatibus tortor,89186 East Mauritius Way,659,659,0,0,0,0
 iaculis taciti sodales,28929 South Liechtenstein Ct.,660,660,0,0,1,0
 lectus magna dis,88728 North Guyana St.,661,661,0,1,0,0
 eleifend vestibulum sem,61426 West Colombia St.,662,662,0,0,1,0
 ligula pellentesque Donec,1692 West Bouvet Island Blvd.,663,663,0,0,0,1
 diam varius sit,27379 South Citrus Heights St.,664,664,0,1,0,0
 quis enim vestibulum,73788 South Japan Blvd.,665,665,1,0,0,1
 Quisque eget primis,64535 East Burkina Faso Way,666,666,1,0,1,1
 lobortis lacus per,58581 West Azerbaijan Way,667,667,0,0,0,0
 pede facilisi suscipit,17715 East Spain Ct.,668,668,0,1,1,1
 Quisque vel ornare,97047 East Avalon Ave.,669,669,0,1,0,0
 velit dictum eleifend,87063 East Lynn Ave.,670,670,0,1,0,0
 leo dignissim vehicula,89010 North Japan Ct.,671,671,1,1,0,0
 scelerisque quam in,99744 North Bell Gardens Blvd.,672,672,1,0,0,1
 ipsum Proin iaculis,10208 West Bolivia Way,673,673,0,1,1,1
 lacus ad Aliquam,5227  Bolivia Ct.,674,674,0,0,1,0
 Curae ante Nullam,21654 North Ecuador St.,675,675,1,0,1,0
 sapien porta interdum,8528 South Guayama Ct.,676,676,1,1,0,1
 augue libero auctor,4832 East Norfolk Island Way,677,677,1,1,1,1
 sociosqu venenatis montes,34250  Afghanistan Ln.,678,678,0,1,0,0
 accumsan sagittis ridiculus,36226 West Amesbury Blvd.,679,679,1,0,0,0
 a lacus Maecenas,11617 East Cameroon Ct.,680,680,0,0,1,0
 mauris mattis Etiam,33666 North Finland Ave.,681,681,1,1,0,0
 scelerisque hymenaeos primis,70101 North Georgia Blvd.,682,682,1,0,1,1
 Nam Maecenas eu,58363 South Lake Charles St.,683,683,1,1,0,1
 tortor sed tristique,93534 North Guayanilla Way,684,684,1,1,1,1
 aliquet Mauris velit,89580 East Taiwan, Province of China Ct.,685,685,0,0,0,0
 natoque dui cubilia,53169 West Lesotho Ln.,686,686,1,1,1,1
 Quisque fermentum venenatis,79970 East Colombia Way,687,687,1,0,1,0
 suscipit aliquam suscipit,82800 North Brazil Ln.,688,688,1,1,0,1
 id facilisi ridiculus,5863 East Singapore Way,689,689,0,1,0,0
 fermentum vel et,86233 West Bhutan Ln.,690,690,0,1,0,1
 Proin at Praesent,12711  Martinique Ln.,691,691,1,1,1,1
 Etiam euismod ultrices,51550 South Wallis and Futuna Ct.,692,692,1,0,1,0
 accumsan ad Class,63397  Mexico St.,693,693,0,1,0,1
 imperdiet porta ornare,35293 West Burkina Faso Ln.,694,694,1,1,0,1
 erat sociis dignissim,94059 South Guadeloupe Blvd.,695,695,1,0,0,0
 in Aliquam blandit,98224  Hollywood Blvd.,696,696,0,1,0,1
 dignissim tincidunt iaculis,67527 East Indonesia Way,697,697,1,1,0,0
 scelerisque nascetur Aliquam,49983 North Dominica St.,698,698,0,0,0,0
 Morbi blandit tristique,78233 East American Samoa Way,699,699,0,1,1,1
 tincidunt id Praesent,92639 North Turkey St.,700,700,0,1,1,0
 dictum euismod pede,25709 East Palestinian Territory, Occupied St.,701,701,1,1,0,0
 vel sit amet,78119 South Milwaukee Blvd.,702,702,0,1,0,1
